%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au7-cpd1-500

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 {v1,v2}
@attribute V6 {v1,v2}
@attribute V7 numeric
@attribute V8 {v1,v2,v3}
@attribute V9 numeric
@attribute V10 {v1,v2,v3}
@attribute V11 numeric
@attribute V12 numeric
@attribute Class {class1,class2,class3,class4,class5}

@data
1.63,3072,0.53,0,v1,v1,7291,v1,1,v1,1.4,0,class5
7.23,3079,0.52,0,v1,v1,7358,v1,1,v3,1.31,2,class2
1.44,3123,0.14,0,v1,v1,4584,v1,1,v2,1.54,0,class1
2.97,3486,0.41,2,v1,v2,4574,v1,2,v1,0.55,1,class4
2,3126,0.31,0,v2,v1,4584,v1,2,v2,1.19,0,class2
1.49,3145,0.65,2,v1,v1,6873,v1,0,v2,2.07,0,class4
5.48,3602,0.37,1,v2,v1,3590,v1,2,v3,0.56,1,class5
6.51,3484,0.13,2,v1,v2,4505,v1,1,v1,1.4,0,class4
1.58,3462,0.14,0,v2,v1,7325,v1,1,v1,1.16,1,class5
7.87,3361,0.22,1,v2,v2,4516,v1,1,v1,1.3,0,class2
7.68,3071,0.58,2,v1,v1,3928,v1,0,v2,1.74,1,class1
6.62,3429,0.53,0,v1,v2,3687,v1,1,v1,1.4,1,class4
7.99,3415,0.2,2,v1,v2,3137,v1,1,v2,1.63,0,class3
7.27,3128,0.22,1,v1,v2,3402,v1,1,v1,1.71,0,class2
4.9,3134,0.47,0,v1,v2,7341,v1,1,v3,0.55,2,class2
1.62,3075,0.13,0,v1,v1,7328,v1,0,v1,1.07,1,class5
3.22,3598,0.27,1,v1,v1,3993,v1,1,v3,0.55,0,class5
1.59,3071,0.56,0,v1,v2,3032,v2,2,v2,0.55,0,class4
3.29,3095,0.51,0,v2,v2,6115,v1,1,v3,1.8,0,class4
1.46,3295,0.48,1,v1,v2,4509,v1,0,v2,1.17,0,class2
1.84,3088,0.52,0,v2,v2,3345,v2,1,v3,0.56,1,class5
2.92,3083,0.5,1,v1,v1,3205,v1,1,v2,1.56,2,class4
1.61,3594,0.49,0,v2,v1,6635,v1,1,v3,1.36,1,class3
1.45,3292,0.53,1,v1,v2,3255,v1,2,v1,0.56,0,class4
5.56,3470,0.51,0,v2,v2,3262,v1,0,v3,0.77,1,class5
5.48,3072,0.14,0,v1,v1,7191,v3,1,v2,1.21,1,class1
7.09,3115,0.47,2,v2,v2,4773,v1,0,v1,0.56,0,class5
6.55,3114,0.14,1,v2,v2,3160,v2,1,v3,1.59,1,class3
1.53,3070,0.45,0,v2,v2,6449,v1,2,v3,1.65,0,class3
2.23,3489,0.4,0,v1,v1,3393,v1,2,v1,0.73,1,class5
7.69,3345,0.52,1,v1,v2,3001,v2,2,v1,0.55,1,class2
1.98,3589,0.47,1,v2,v1,5830,v1,1,v2,1.12,0,class4
7.35,3097,0.14,2,v1,v1,7114,v1,1,v2,1.54,0,class4
2.09,3551,0.15,1,v1,v1,5808,v2,0,v1,0.56,1,class5
4.51,3149,0.37,2,v1,v2,5916,v1,0,v1,0.55,0,class5
5.41,3286,0.5,1,v1,v1,3181,v1,1,v3,1.49,1,class5
1.75,3470,0.14,0,v1,v1,6968,v1,0,v3,1.43,1,class3
7.23,3603,0.46,2,v2,v2,3294,v1,0,v3,0.8,1,class5
5.62,3608,0.48,1,v1,v1,7275,v1,0,v3,1.24,1,class5
5.62,3518,0.43,1,v2,v2,3090,v1,2,v1,0.73,2,class3
5.58,3603,0.65,0,v1,v1,7212,v1,0,v1,1.97,1,class5
1.94,3583,0.52,0,v2,v1,6268,v1,2,v2,1.86,2,class4
1.71,3486,0.43,1,v2,v2,3498,v1,0,v3,0.6,1,class5
5.55,3180,0.14,1,v1,v1,4502,v1,2,v3,1.52,1,class5
1.86,3112,0.59,1,v1,v1,3989,v1,0,v2,1.78,1,class1
1.62,3075,0.14,1,v2,v2,3361,v1,1,v2,1.86,0,class4
1.49,3072,0.51,0,v1,v1,3361,v3,0,v2,2.03,2,class4
6.35,3149,0.34,2,v2,v1,6931,v1,0,v2,1.99,2,class4
7.81,3486,0.5,1,v1,v1,4398,v1,0,v1,1.12,1,class5
4.24,3513,0.13,0,v1,v2,3815,v1,0,v3,0.55,0,class5
1.44,3144,0.18,0,v1,v1,5501,v1,1,v1,1.94,1,class5
6.61,3114,0.14,0,v1,v1,7321,v1,0,v3,0.9,0,class5
5.13,3472,0.13,2,v1,v2,4547,v1,2,v1,1.37,0,class5
1.43,3547,0.13,1,v2,v2,5318,v1,1,v1,1.23,1,class3
5.59,3379,0.57,1,v1,v2,4349,v1,2,v2,0.6,1,class3
5.53,3138,0.14,2,v1,v1,4408,v3,1,v1,1.23,1,class2
1.66,3095,0.54,2,v2,v1,5440,v1,1,v1,1.27,2,class5
1.95,3094,0.46,1,v2,v2,5762,v1,0,v1,0.59,1,class4
8.16,3579,0.67,1,v1,v2,3079,v1,2,v3,0.6,1,class5
4.17,3188,0.26,0,v2,v1,3172,v2,2,v3,0.93,2,class5
3.53,3507,0.47,1,v1,v1,4036,v1,0,v1,0.55,2,class2
7.82,3477,0.46,0,v2,v2,3204,v1,1,v2,1.55,1,class1
5.47,3075,0.42,2,v2,v1,6557,v1,0,v2,0.56,1,class4
1.72,3070,0.14,1,v2,v1,6486,v1,1,v2,1.41,0,class1
7.12,3470,0.37,0,v2,v2,6542,v1,1,v3,2.07,0,class3
5.53,3480,0.13,2,v1,v1,4125,v1,1,v1,0.95,2,class5
1.87,3076,0.28,1,v1,v1,6590,v1,2,v3,0.56,1,class3
1.46,3484,0.13,0,v1,v1,3318,v1,2,v1,0.59,1,class5
1.43,3075,0.53,1,v1,v2,6404,v1,0,v2,0.56,0,class5
5.32,3228,0.13,0,v2,v2,5472,v2,2,v2,1.54,0,class1
4.24,3464,0.51,1,v2,v1,4559,v1,0,v3,1.52,0,class5
7.64,3596,0.25,1,v2,v2,4590,v1,0,v1,0.6,2,class4
5.55,3484,0.56,0,v1,v1,7208,v2,2,v1,1.17,1,class3
1.43,3131,0.61,1,v2,v1,7302,v1,0,v2,1.74,0,class1
6.32,3072,0.14,2,v1,v2,7343,v1,1,v2,1.26,1,class5
1.42,3469,0.46,0,v2,v2,4847,v1,0,v2,1.14,0,class2
1.55,3479,0.49,0,v1,v1,7275,v1,1,v3,1.36,2,class5
1.65,3472,0.59,0,v1,v2,7311,v3,2,v2,0.55,1,class5
1.63,3385,0.25,0,v2,v2,4252,v1,0,v2,2.07,2,class3
1.62,3541,0.47,0,v2,v1,5275,v1,1,v2,1.35,1,class4
5.53,3485,0.49,1,v1,v2,4552,v1,1,v1,0.6,2,class3
3.85,3480,0.14,2,v1,v2,4487,v1,1,v2,1.17,0,class4
7.06,3148,0.14,2,v2,v1,3227,v1,0,v2,1.17,1,class3
1.61,3264,0.22,2,v1,v1,7358,v1,1,v2,1.93,0,class1
3.49,3296,0.13,0,v1,v2,5159,v1,1,v2,1.41,0,class5
1.55,3397,0.31,0,v2,v1,3677,v1,2,v2,0.57,1,class3
1.43,3148,0.39,2,v1,v1,3421,v2,2,v3,1.03,1,class2
3.21,3252,0.51,1,v2,v2,3357,v1,1,v1,1.59,2,class3
5.46,3462,0.3,0,v1,v1,6290,v1,2,v3,0.56,1,class4
3.58,3094,0.41,0,v1,v1,3135,v1,0,v2,0.56,0,class4
1.47,3127,0.5,2,v1,v1,3320,v1,2,v1,1.79,2,class3
6.46,3140,0.41,2,v1,v1,7017,v1,1,v2,1.27,1,class5
7.5,3219,0.13,1,v2,v2,4513,v1,2,v1,1.66,0,class4
1.56,3586,0.14,2,v2,v2,3821,v1,0,v1,1.57,1,class5
2.74,3476,0.5,0,v2,v1,3940,v1,1,v1,0.97,2,class5
1.87,3508,0.22,2,v1,v2,6714,v1,1,v2,2.03,0,class1
7.07,3073,0.52,1,v2,v1,7319,v1,1,v1,1.56,2,class3
6.51,3477,0.4,2,v2,v1,3193,v1,0,v3,0.59,1,class1
5.47,3472,0.13,0,v1,v2,3523,v1,2,v2,1.48,1,class5
7.05,3093,0.45,0,v1,v1,7203,v1,2,v3,1.11,2,class2
1.7,3139,0.33,1,v1,v2,3035,v1,2,v1,1.23,0,class4
2.25,3237,0.13,2,v1,v1,3241,v1,1,v1,0.56,1,class5
5.55,3412,0.17,0,v1,v1,3081,v1,0,v3,0.55,1,class5
1.71,3082,0.51,2,v2,v2,4571,v1,1,v2,1.38,0,class4
8.29,3465,0.46,0,v1,v1,7323,v3,0,v1,1.68,0,class5
1.45,3130,0.53,1,v2,v2,3419,v2,1,v1,1.78,1,class2
5.89,3074,0.45,0,v1,v1,7226,v1,2,v2,1.01,1,class5
2.07,3534,0.53,2,v2,v2,4581,v1,1,v3,1.49,1,class5
5.43,3143,0.54,0,v1,v2,4581,v1,0,v3,1.84,1,class2
7.17,3479,0.5,1,v1,v1,7191,v1,0,v3,0.87,0,class5
1.82,3114,0.14,2,v1,v1,5814,v1,2,v1,1.55,2,class5
5.57,3467,0.45,1,v2,v1,4494,v1,1,v1,1.27,1,class5
1.53,3125,0.31,2,v1,v1,6966,v1,2,v2,0.67,1,class4
5.47,3382,0.47,2,v1,v1,4223,v1,1,v2,1.35,1,class3
5.68,3070,0.41,1,v1,v1,4582,v1,2,v3,2,1,class5
1.98,3478,0.53,0,v1,v1,7224,v1,0,v1,1.23,1,class5
1.66,3293,0.48,2,v1,v2,4560,v1,0,v3,1.24,1,class2
6.88,3472,0.52,1,v2,v2,3929,v1,1,v3,1.33,2,class5
3.18,3077,0.28,1,v1,v1,3338,v1,1,v2,1.86,0,class4
1.82,3090,0.48,2,v1,v2,4006,v1,0,v3,0.55,1,class3
8.34,3170,0.52,2,v1,v2,6012,v1,2,v2,2.03,2,class4
7.63,3538,0.62,1,v2,v1,5392,v1,0,v2,0.87,0,class4
4.02,3069,0.28,2,v1,v1,5066,v1,1,v1,1.95,0,class5
5.51,3464,0.28,2,v2,v1,7185,v1,1,v3,1.94,1,class5
7.74,3089,0.49,0,v1,v2,4551,v1,0,v3,1.24,1,class5
1.63,3516,0.14,2,v1,v1,7282,v1,1,v2,1.39,1,class5
5.5,3559,0.62,0,v2,v2,4362,v1,0,v3,1.17,1,class5
2.22,3073,0.13,2,v2,v2,3661,v1,1,v1,1.37,1,class4
1.84,3567,0.44,2,v1,v2,3886,v1,1,v1,1.19,1,class5
6.04,3543,0.13,2,v1,v2,4559,v1,0,v3,1.61,1,class2
1.66,3589,0.14,0,v2,v1,7319,v1,1,v1,1.28,0,class5
3.48,3464,0.13,2,v2,v2,7236,v1,1,v2,1.38,0,class5
8.1,3076,0.46,0,v1,v2,3594,v1,0,v1,1.23,0,class5
5.63,3109,0.18,1,v2,v1,4111,v1,2,v3,0.56,1,class3
1.51,3159,0.14,1,v2,v2,3396,v1,1,v1,1.39,0,class2
4.86,3132,0.46,0,v1,v1,4022,v1,0,v2,0.63,0,class2
5.59,3480,0.13,2,v2,v1,3315,v1,1,v3,1.01,1,class1
5.46,3093,0.52,0,v1,v1,3345,v1,2,v1,1.63,0,class5
4.16,3411,0.13,2,v1,v1,7160,v1,1,v1,1.9,2,class5
3.02,3084,0.32,0,v1,v1,7354,v1,1,v3,1.69,2,class2
6.47,3116,0.13,1,v2,v2,6896,v2,0,v3,2.03,0,class2
3.87,3487,0.19,0,v1,v1,6411,v1,2,v3,1.94,0,class3
8.06,3586,0.13,1,v2,v1,3143,v1,1,v3,1.16,1,class4
5.51,3220,0.43,1,v1,v2,4948,v1,1,v2,1.28,1,class2
1.6,3536,0.18,0,v1,v1,3670,v1,2,v1,1.24,2,class2
5.69,3547,0.42,0,v1,v1,6608,v1,2,v2,0.8,1,class5
1.79,3471,0.39,2,v2,v1,3089,v1,2,v3,1.12,0,class1
1.58,3098,0.45,0,v2,v2,5749,v1,2,v2,1.15,1,class3
4.63,3135,0.32,1,v1,v1,3773,v3,2,v2,0.55,1,class2
4.13,3081,0.52,0,v2,v1,4402,v1,2,v1,0.56,2,class5
1.71,3110,0.46,0,v1,v1,7356,v2,2,v3,1.55,1,class3
8.06,3310,0.39,0,v2,v2,7346,v1,2,v1,0.59,0,class2
2.69,3133,0.53,1,v1,v2,6852,v1,0,v1,0.55,2,class2
1.49,3476,0.46,1,v2,v2,3978,v1,1,v2,1.51,0,class2
1.6,3482,0.13,1,v1,v1,6374,v1,2,v1,0.56,1,class5
5.5,3071,0.48,0,v1,v2,3226,v1,0,v1,0.91,1,class1
1.88,3112,0.32,0,v1,v2,6518,v2,0,v3,2.02,1,class3
1.68,3136,0.31,0,v1,v1,3092,v3,1,v3,1.98,2,class5
1.55,3478,0.37,2,v1,v2,4533,v1,0,v1,0.55,1,class4
6.98,3565,0.26,2,v1,v2,3975,v1,0,v3,0.57,1,class3
1.6,3110,0.44,1,v1,v1,6620,v1,2,v3,0.55,1,class3
1.5,3143,0.24,2,v1,v1,7297,v1,2,v2,0.55,1,class1
6.66,3484,0.47,1,v1,v1,3378,v1,0,v1,0.81,2,class5
5.54,3482,0.19,2,v2,v2,6279,v3,1,v3,0.55,1,class5
8.04,3471,0.14,2,v1,v2,7142,v1,2,v1,1.45,2,class4
5.52,3102,0.21,1,v2,v2,4531,v1,2,v2,1.2,0,class5
1.46,3108,0.44,1,v1,v2,4515,v1,1,v3,1,2,class5
1.51,3591,0.53,0,v1,v2,3682,v1,1,v2,1.73,0,class5
1.43,3506,0.46,2,v1,v2,4518,v1,1,v3,1.18,0,class5
2.47,3087,0.14,1,v1,v1,5737,v1,1,v1,1.49,2,class5
5.48,3152,0.2,1,v1,v1,6420,v1,1,v3,1.88,1,class3
2.08,3139,0.39,1,v1,v2,7219,v1,1,v2,1.27,1,class4
6.74,3100,0.14,0,v1,v1,4572,v1,0,v2,1.49,1,class5
2.06,3140,0.47,1,v2,v2,3333,v1,0,v3,1.09,1,class2
1.77,3137,0.13,2,v1,v2,5920,v1,1,v1,1.24,2,class4
5.55,3088,0.47,2,v1,v2,4624,v3,0,v2,0.9,2,class4
4.6,3088,0.25,0,v1,v1,3255,v2,1,v2,1.75,0,class4
7.34,3104,0.41,2,v1,v1,5429,v3,2,v1,0.76,1,class3
7.76,3125,0.48,1,v2,v2,6342,v1,2,v1,1.04,1,class2
1.5,3124,0.37,2,v2,v1,4470,v1,2,v1,0.6,0,class5
1.45,3092,0.38,0,v1,v2,3048,v1,0,v3,0.55,0,class5
4.74,3489,0.65,1,v1,v2,4512,v1,2,v1,0.6,0,class3
5.59,3122,0.51,1,v2,v1,3296,v1,0,v1,0.55,2,class5
1.41,3485,0.52,2,v1,v2,4559,v1,0,v1,1.62,0,class4
1.67,3493,0.49,0,v1,v1,4481,v2,1,v3,1.5,1,class5
1.48,3581,0.13,0,v1,v1,6706,v1,1,v3,1.33,1,class3
1.59,3075,0.67,1,v2,v1,7055,v1,0,v3,1.87,1,class4
1.9,3073,0.67,1,v1,v1,4512,v1,1,v3,1.9,1,class2
1.75,3483,0.54,2,v1,v1,6789,v1,0,v3,1.35,1,class3
1.58,3075,0.19,2,v2,v2,7176,v1,0,v2,1.98,0,class5
7.37,3474,0.14,0,v1,v1,7345,v1,0,v3,1.15,1,class3
1.6,3546,0.59,2,v1,v1,4499,v2,1,v3,0.6,0,class5
5,3500,0.62,2,v2,v2,3285,v1,0,v3,0.55,0,class3
1.58,3122,0.41,2,v1,v2,5452,v1,2,v1,0.96,1,class4
1.64,3482,0.15,2,v1,v2,4495,v1,2,v1,1.26,0,class4
1.54,3548,0.5,1,v2,v1,4553,v3,1,v3,1.37,1,class5
1.67,3273,0.38,1,v2,v2,4496,v1,0,v3,0.73,1,class5
1.52,3074,0.52,2,v2,v2,7237,v2,0,v2,0.56,1,class1
6.1,3469,0.4,2,v1,v2,3929,v1,1,v1,1.18,1,class4
6.74,3101,0.53,1,v2,v1,6844,v1,1,v3,1.47,1,class3
5.57,3475,0.47,2,v1,v1,4377,v1,0,v2,0.74,1,class5
8.12,3365,0.51,1,v1,v2,6880,v1,2,v3,1.72,1,class3
1.6,3080,0.53,0,v1,v2,3819,v3,2,v1,1.72,1,class5
8.34,3071,0.63,2,v1,v1,4494,v2,0,v2,1.37,0,class4
1.95,3088,0.52,2,v1,v2,4538,v1,0,v2,0.56,1,class1
5.64,3148,0.53,2,v2,v1,4561,v3,1,v3,1.4,1,class5
1.58,3593,0.37,0,v2,v1,7301,v3,2,v1,0.55,1,class2
7.79,3444,0.16,1,v2,v2,6661,v2,1,v2,0.74,2,class1
7.57,3133,0.46,2,v1,v1,7165,v1,0,v2,1.05,1,class5
1.57,3071,0.48,1,v1,v2,5713,v1,0,v3,0.92,0,class4
1.83,3572,0.14,0,v1,v1,7080,v1,1,v2,1.45,1,class5
1.56,3542,0.61,0,v2,v2,4535,v1,2,v3,0.56,0,class5
6.36,3075,0.64,2,v2,v2,3637,v1,1,v1,0.61,1,class4
1.57,3179,0.47,0,v1,v2,4502,v1,0,v1,0.56,0,class4
6.22,3173,0.44,2,v1,v2,4975,v1,1,v2,0.6,2,class2
2.72,3108,0.13,1,v1,v2,3141,v1,1,v2,1.59,2,class4
3.3,3467,0.31,1,v2,v2,7195,v1,1,v3,1.92,2,class5
1.59,3587,0.55,0,v2,v1,3121,v1,0,v3,0.57,2,class5
8.37,3177,0.51,2,v2,v2,5370,v1,1,v3,1.44,0,class4
6.41,3484,0.13,2,v2,v1,6365,v1,2,v1,1.81,1,class5
7.81,3099,0.46,0,v1,v2,5816,v2,0,v1,0.55,0,class4
6.06,3081,0.52,1,v1,v2,5249,v1,1,v3,0.57,2,class4
5.72,3117,0.43,2,v1,v2,4566,v1,1,v1,1.16,1,class5
5.5,3475,0.2,0,v2,v1,7331,v1,1,v1,1.58,1,class5
7.69,3115,0.13,1,v2,v1,7030,v1,1,v1,0.78,0,class5
5.31,3108,0.5,0,v1,v2,3438,v1,1,v3,1.53,0,class5
4.22,3104,0.13,1,v2,v1,3061,v1,1,v2,1.46,0,class1
2.64,3339,0.14,1,v2,v2,3253,v2,1,v1,0.97,0,class2
2.22,3107,0.48,0,v2,v2,3325,v1,1,v3,0.57,0,class2
7.87,3073,0.62,0,v2,v2,6902,v3,1,v3,0.82,0,class3
5.86,3477,0.15,1,v1,v2,6757,v1,0,v1,0.57,2,class2
3.86,3466,0.4,0,v2,v1,4152,v1,1,v1,1.24,0,class5
1.56,3480,0.51,2,v2,v1,3432,v3,0,v3,1.31,1,class1
5.46,3139,0.42,0,v1,v2,4482,v1,2,v3,1.78,2,class5
