@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 numeric
@attribute V80 numeric
@attribute V81 numeric
@attribute V82 numeric
@attribute V83 numeric
@attribute V84 numeric
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 numeric
@attribute V90 numeric
@attribute Class {1,2,3,4,5}

@data
-2,2,20,5,-6,-1,-3,1,18,4,-6,0,-2,2,20,5,-6,-1,-2,2,20,5,-6,-1,-2,1,20,5,-6,0,-3,1,20,5,-6,-1,-2,2,20,3,-6,-1,-2,2,20,5,-6,-1,-3,1,9,7,-8,0,-4,2,11,3,-7,-1,-6,3,23,-2,-11,0,-3,0,18,7,-10,0,-4,0,17,4,-9,-1,-4,0,32,4,-10,-1,-2,1,30,5,-5,-1,5
-2,2,20,4,-7,-1,-2,1,19,5,-7,0,-2,1,22,5,-6,0,-2,1,20,5,-6,0,-2,2,22,4,-7,-1,-2,2,20,5,-6,-1,-2,2,20,5,-7,-1,-2,1,19,5,-7,0,0,0,16,4,-1,0,-3,2,20,3,-6,0,-1,0,25,4,-6,-1,-2,1,28,5,-4,0,-2,4,12,-1,-8,-1,-3,0,4,6,-8,0,-5,4,38,-1,-16,-1,5
-2,1,19,4,-6,0,-2,1,19,4,-6,0,-2,2,20,4,-5,-1,-2,2,20,4,-5,-1,-2,1,20,3,-6,0,-2,1,21,4,-5,0,-2,1,19,4,-6,0,-2,2,19,4,-6,-1,-4,3,19,0,-10,0,-2,1,6,3,-6,0,-2,1,18,5,-4,-1,-2,0,20,4,-3,-2,-3,3,32,2,-6,-1,-2,1,14,3,-4,0,0,0,23,6,-3,-1,5
-1,1,19,4,-6,0,-2,2,18,4,-6,0,-2,1,19,4,-6,0,-2,1,19,4,-6,0,-2,1,19,4,-6,0,-2,1,19,4,-6,0,-2,1,21,5,-6,0,-1,2,21,3,-6,1,0,1,14,1,-3,0,-6,5,11,-4,-12,0,-4,1,4,5,-6,0,0,0,2,8,-5,0,0,1,36,3,-1,-1,0,1,14,5,-3,1,1,0,24,11,-2,0,5
-2,1,19,4,-6,0,-2,1,18,3,-5,0,-2,1,19,3,-5,0,-2,1,19,3,-5,0,-2,1,23,3,-5,0,-2,1,21,4,-5,0,-2,1,19,4,-6,0,-1,2,21,4,-5,1,-3,2,3,-2,-8,2,0,0,24,6,-4,0,-2,1,16,4,-3,0,-5,4,26,-1,-6,1,-3,1,19,4,-6,0,-2,0,33,6,-6,0,-2,1,16,5,-9,0,5
-1,2,21,3,-6,1,-1,2,17,3,-6,0,-1,2,21,3,-6,1,-1,2,19,4,-6,1,-1,2,19,4,-6,1,-1,2,21,3,-6,1,-1,2,19,4,-6,1,-1,2,19,4,-6,1,-4,4,12,1,-11,0,-2,2,21,2,-7,0,1,0,29,7,-1,0,-1,2,17,3,-5,0,2,0,32,6,-1,0,0,3,17,2,-10,1,2,0,17,8,-1,0,5
0,1,15,3,-3,0,-2,1,32,3,-7,0,-1,2,4,-1,-7,0,-1,1,6,5,-6,0,2,0,17,3,-4,0,2,0,28,3,-3,-1,2,1,24,1,-4,0,0,1,17,3,-4,1,-1,2,18,-2,-6,0,0,0,16,1,-6,-1,-1,2,11,-1,-8,0,0,0,18,1,-5,-1,0,0,11,2,-8,0,-1,0,-1,3,-4,0,1,0,25,0,-3,-2,5
-1,2,4,-1,-7,0,-1,1,6,5,-6,0,2,0,17,3,-4,0,2,0,28,3,-3,-1,2,1,24,1,-4,0,0,1,17,3,-4,1,-1,2,18,-2,-6,0,0,0,16,1,-6,-1,-1,2,11,-1,-8,0,0,0,18,1,-5,-1,0,0,11,2,-8,0,-1,0,-1,3,-4,0,1,0,25,0,-3,-2,0,0,22,2,-6,0,1,0,17,2,-4,0,5
2,0,17,3,-4,0,2,0,28,3,-3,-1,2,1,24,1,-4,0,0,1,17,3,-4,1,-1,2,18,-2,-6,0,0,0,16,1,-6,-1,-1,2,11,-1,-8,0,0,0,18,1,-5,-1,0,0,11,2,-8,0,-1,0,-1,3,-4,0,1,0,25,0,-3,-2,0,0,22,2,-6,0,1,0,17,2,-4,0,2,0,27,3,-2,-1,2,0,15,0,-4,-1,5
0,1,17,3,-4,1,-1,2,18,-2,-6,0,0,0,16,1,-6,-1,-1,2,11,-1,-8,0,0,0,18,1,-5,-1,0,0,11,2,-8,0,-1,0,-1,3,-4,0,1,0,25,0,-3,-2,0,0,22,2,-6,0,1,0,17,2,-4,0,2,0,27,3,-2,-1,2,0,15,0,-4,-1,0,0,19,-1,-3,-1,0,0,11,2,-4,0,0,0,6,0,-7,0,5
-1,2,18,-2,-6,0,0,0,16,1,-6,-1,-1,2,11,-1,-8,0,0,0,18,1,-5,-1,0,0,11,2,-8,0,-1,0,-1,3,-4,0,1,0,25,0,-3,-2,0,0,22,2,-6,0,1,0,17,2,-4,0,2,0,27,3,-2,-1,2,0,15,0,-4,-1,0,0,19,-1,-3,-1,0,0,11,2,-4,0,0,0,6,0,-7,0,-1,1,13,-4,-9,0,5
0,0,16,1,-6,-1,-1,2,11,-1,-8,0,0,0,18,1,-5,-1,0,0,11,2,-8,0,-1,0,-1,3,-4,0,1,0,25,0,-3,-2,0,0,22,2,-6,0,1,0,17,2,-4,0,2,0,27,3,-2,-1,2,0,15,0,-4,-1,0,0,19,-1,-3,-1,0,0,11,2,-4,0,0,0,6,0,-7,0,-1,1,13,-4,-9,0,-2,0,10,-4,-7,-2,5
-1,2,18,4,-7,0,-1,2,18,4,-7,1,-1,2,19,4,-6,1,-1,2,19,4,-6,1,-1,2,19,4,-6,1,-1,2,19,4,-6,1,-2,1,19,4,-6,0,-1,2,18,5,-6,0,-1,2,24,2,-9,0,0,-1,16,9,-3,-1,-2,3,29,4,-8,-1,-1,0,-4,4,-6,0,-2,1,23,2,-12,0,0,1,8,4,-2,0,0,1,17,1,-3,0,5
-2,1,19,3,-6,0,-2,1,18,3,-5,1,-2,1,21,3,-5,0,-2,0,19,3,-5,1,-2,1,21,3,-5,0,-2,1,18,3,-5,0,-2,1,19,3,-5,0,-2,0,19,2,-6,1,-2,0,19,1,-4,1,-5,4,18,-3,-12,1,-2,0,14,3,-4,0,-2,1,26,2,-6,0,-4,2,11,0,-9,0,-2,0,22,4,-4,-1,-1,1,17,0,-6,1,5
-2,1,19,4,-6,0,-2,1,18,4,-7,0,-2,1,20,5,-6,0,-2,1,21,5,-6,0,-2,1,21,3,-6,0,-2,1,21,5,-6,0,-2,1,21,5,-6,0,-2,1,21,3,-6,0,-2,2,15,2,-9,0,-1,1,29,3,-3,-1,0,1,23,4,-4,0,0,-1,3,5,-5,0,0,0,26,5,-4,0,-2,4,19,1,-11,-1,0,0,24,2,-3,-1,5
-4,0,8,5,-1,2,-4,0,7,5,-2,3,-4,1,7,5,-2,2,-4,0,9,6,-2,2,-5,1,5,5,-1,2,-4,0,7,5,-2,2,-5,1,8,6,-2,2,-4,1,8,5,-1,2,-4,0,9,5,0,0,-3,-1,10,7,-3,1,-1,-1,13,8,7,1,-6,2,15,4,-4,1,-5,0,8,8,-1,1,-3,1,22,7,1,0,-4,1,-6,2,-2,1,5
-4,1,7,5,-2,2,-4,0,7,5,-2,3,-4,1,8,6,-3,2,-5,1,8,6,-2,2,-5,1,7,5,-2,2,-4,1,7,5,-2,2,-4,1,7,5,-2,2,-5,1,7,5,-2,2,-4,1,8,5,1,1,-4,2,7,3,-1,2,-4,2,3,4,-1,2,-4,1,0,4,0,2,-5,1,0,4,1,1,-3,1,2,4,-1,2,-3,3,18,2,1,0,5
-4,0,7,5,-2,2,-4,0,5,5,-3,2,-4,0,7,5,-2,2,-4,0,9,5,-3,2,-4,1,8,5,-3,2,-4,0,8,4,-3,2,-4,0,8,6,-3,2,-4,0,8,4,-3,2,-1,-1,17,6,4,1,-4,-1,12,5,1,2,-4,-1,7,6,-2,0,-3,-1,2,8,2,1,-4,1,2,-1,-5,1,-3,-2,7,7,-1,1,-3,1,-2,3,-4,1,5
-4,0,8,6,-2,2,-4,0,5,5,-3,2,-4,0,7,5,-2,2,-4,0,8,4,-3,2,-3,0,8,4,-2,3,-4,0,7,5,-2,2,-4,0,8,4,-2,2,-4,0,8,6,-2,2,-6,0,14,4,-4,1,-3,0,2,4,-1,1,-2,-1,1,7,2,1,-4,1,2,3,-5,1,-6,0,8,3,-7,1,-3,-1,2,6,2,1,-5,2,2,0,-5,1,5
-4,0,8,6,-2,2,-4,1,7,6,-3,2,-4,0,8,6,-2,2,-4,1,8,6,-3,2,-4,1,7,5,-2,2,-5,1,8,6,-2,2,-4,0,8,6,-2,2,-4,1,7,5,-2,2,-4,1,5,6,-2,2,-6,1,5,5,-6,1,-4,0,1,5,-5,2,-4,1,16,7,-1,2,-5,1,-5,4,-3,1,-5,1,7,3,-3,1,-2,1,2,6,3,0,5
-4,0,7,5,0,2,-5,0,5,4,-1,2,-4,0,9,4,-2,2,-5,-1,8,6,-2,2,-4,-1,9,5,-1,2,-4,0,8,4,-1,1,-4,0,8,4,-2,2,-4,0,8,4,0,2,-4,1,5,1,-2,1,-4,-1,5,7,-2,2,-6,0,10,2,-4,0,-4,0,17,4,0,1,-3,-1,9,6,3,1,-4,0,-3,5,-4,1,-2,1,4,2,2,1,5
-15,22,123,-98,1,-15,29,19,13,23,59,17,20,-14,38,1,44,-6,8,-12,23,16,7,-2,-2,1,16,3,7,-2,-2,2,22,0,8,-3,-1,2,21,1,7,-2,-4,3,19,1,5,-4,-4,1,19,4,4,-3,-6,3,4,-4,3,-4,-3,3,15,2,3,-4,-3,2,22,1,7,-3,-4,2,18,-1,5,-3,-5,3,3,-5,1,-4,-6,5,3,-7,1,-3,3
35,3,81,-26,135,6,3,-2,100,-5,37,14,15,-11,55,8,33,3,17,2,29,-18,35,14,1,-6,55,5,19,-11,11,-1,63,3,51,-13,14,-5,38,2,58,-3,12,-14,2,17,10,-1,25,-22,-1,27,31,1,24,-19,7,25,30,0,16,-15,10,20,19,-1,21,-12,23,14,23,0,-2,-2,9,1,0,0,-1,-2,-9,-1,-1,-1,-2,0,-7,-4,-1,0,3
49,-5,16,7,64,0,24,-30,28,46,33,-1,16,-20,22,31,26,0,15,1,5,3,26,1,1,15,14,-20,4,0,-13,11,-4,-11,-12,-1,-14,0,5,4,-15,-1,3,-2,-1,1,0,0,4,0,-3,1,5,0,2,1,4,-3,0,-1,3,1,-3,-2,2,-1,1,0,-3,-1,1,-1,-1,0,-10,-2,-1,-1,1,-1,2,1,3,-1,3,-4,-3,7,3,-1,3
12,-6,25,13,17,-1,10,-2,10,3,10,0,10,-1,16,6,13,-1,6,0,15,3,6,-1,7,-1,21,3,7,-1,8,-3,26,10,12,-2,5,-1,5,3,1,0,-9,5,6,-3,-10,0,-12,7,-10,-10,-15,-1,-12,13,-10,-17,-18,-1,-11,11,-4,-12,-13,-1,-14,7,10,-8,-18,-1,-4,0,5,1,-5,-1,-4,0,10,1,-2,-1,-3,0,-13,-1,-5,-1,3
17,-36,-29,-4,22,-66,-10,6,22,11,-13,6,-2,17,-5,-21,-7,3,-3,6,10,-6,-7,0,-17,-2,-2,5,-23,-1,-3,3,-3,-1,-4,-2,-2,2,2,-1,-4,-2,-4,3,3,-1,-7,-2,-4,2,8,0,-6,-1,-2,0,-3,2,-3,-1,-2,1,4,-2,-5,-2,-1,0,-9,0,-3,-1,-1,1,1,-2,-4,-2,0,-1,4,5,3,-1,-1,-1,-6,3,4,-1,3
-11,9,16,-17,-22,6,-17,4,10,-2,-28,-2,3,2,-2,-1,7,0,-11,6,4,-3,-10,-1,-18,7,-1,-8,-18,-1,-20,11,7,-9,-21,-1,-16,10,-7,-10,-20,-2,-16,9,-3,-11,-18,-2,-13,6,10,-5,-17,-2,-1,-1,-11,0,0,-1,-1,0,-1,2,-4,-2,-1,-1,8,1,1,-1,0,0,8,-1,-1,-1,-1,-1,10,3,1,-2,-1,-1,-2,1,2,-1,3
-36,-24,-6,87,-44,-34,10,-4,-2,9,15,-2,8,-6,3,8,11,-1,4,-5,8,8,8,-1,2,-1,1,4,3,-1,-2,0,10,-3,-3,-1,-4,2,4,-3,-5,0,-6,2,4,0,-8,-1,-2,0,9,1,-3,-1,-4,1,2,-3,-5,-2,-4,1,-16,-3,-5,-2,-2,0,19,3,0,-2,-4,1,10,-2,-3,-2,-1,-2,-4,-1,-3,-2,-1,0,-4,0,-3,-1,3
-22,12,-3,-14,-28,-2,-23,10,-4,-9,-25,-3,-22,11,-15,-11,-29,-2,-15,9,4,-9,-16,-2,-11,7,-4,-8,-15,-3,-6,2,-7,1,-7,-3,-2,-2,-11,3,-4,-2,-2,1,-9,-1,-2,-3,-2,1,4,0,1,-3,0,1,8,2,4,-3,-1,0,-5,0,1,-3,1,0,-4,2,0,-3,0,1,-4,-2,2,-4,-1,-1,-21,-2,-1,-4,0,1,-2,-2,0,-4,3
-29,-6,4,8,-32,-2,-24,5,-6,-7,-28,-1,-19,16,-5,-20,-14,-3,-22,13,-7,-15,-22,-4,-25,3,-1,-5,-27,-2,-17,-1,-3,1,-16,-3,-11,3,-2,-4,-9,-2,-1,0,3,0,4,-3,-3,-1,-18,-1,1,-2,-3,-1,-3,-3,1,-3,-3,0,-13,0,0,-3,-4,1,5,-2,2,-3,-3,0,-20,-1,2,-4,-2,-2,2,-3,3,-4,-1,-1,-10,0,6,-4,3
59,-6,46,41,191,-14,32,-2,47,22,112,-23,43,9,23,-6,144,-30,30,0,56,11,125,-35,28,7,45,0,114,-27,22,5,31,0,89,-23,18,7,52,2,75,-19,-2,3,12,-6,-14,-1,0,1,12,-8,-9,-4,1,3,23,4,-3,-1,-1,0,6,-6,-13,-1,1,-1,13,-9,-9,0,2,0,-3,-13,-13,-3,0,1,3,-19,-17,-2,0,1,-1,-11,-17,-2,3
25,12,40,-29,61,-5,66,45,98,-107,158,1,-3,-1,8,-13,-1,2,-4,2,-1,-12,-14,0,-4,2,18,0,-4,0,-5,-2,24,1,-16,-5,-4,2,25,0,-13,-8,-2,0,5,-8,-14,-6,-1,2,19,2,-12,-6,2,-2,-27,-19,-30,-3,11,3,-30,6,-4,3,22,10,-32,7,42,22,15,2,-240,36,38,0,13,-2,-193,32,37,-10,3,-14,-210,26,11,-68,3
19,30,44,-117,37,40,-32,7,23,-7,-66,0,-9,10,-14,-19,-1,0,-11,3,-13,-7,-9,-2,-9,6,4,-10,1,-1,-8,-2,8,-1,-2,0,-2,0,2,-2,9,-3,-2,0,7,-2,5,-1,-8,1,3,-9,-5,0,-4,1,14,-7,2,0,-4,2,0,-10,4,-1,78,1,91,37,250,-54,4,-1,7,-13,-10,-6,2,0,-13,-16,-15,-5,2,1,-1,-15,-18,-4,3
16,16,31,-26,69,-27,12,8,11,-29,54,-26,-9,5,24,-9,-15,-5,-6,0,15,0,-21,17,-4,-2,2,-8,-17,-14,-9,6,22,-10,-10,-28,-7,6,27,2,-12,8,-2,1,16,0,-9,-1,0,-1,16,3,-4,-2,0,-1,25,3,-2,-1,0,-2,17,5,-1,-3,-1,1,27,-1,-2,-3,0,2,10,-11,-8,-4,-1,0,-8,-10,-15,-4,0,1,5,-7,-9,-3,3
-19,4,47,-47,-57,-30,-28,31,30,-135,-78,-40,-31,34,45,-167,-91,-49,-24,42,50,-221,-82,-42,-16,55,35,-266,-52,-23,0,1,22,-4,9,9,-7,8,21,-14,0,-2,0,4,22,-7,-26,15,-2,0,16,-7,8,-3,-1,-1,11,2,5,-2,-1,1,15,2,2,-2,-1,0,18,6,5,-2,-3,-1,17,3,2,-2,-2,1,-5,1,-2,-2,-2,0,10,4,1,-3,3
15,-13,-4,39,-31,84,-14,3,1,-4,-87,-10,-27,5,-17,-27,-23,-5,-19,4,6,-4,-13,-2,-8,0,14,-10,12,-5,-2,-2,6,-4,15,-6,-2,-1,11,-7,10,-2,-2,-1,11,-6,5,-2,-2,-1,10,-5,6,-2,-2,-1,9,-6,6,-2,-2,0,9,-5,5,-2,-2,0,11,-6,5,-2,-2,0,9,-6,6,-2,-2,-1,12,-5,5,-2,-2,-1,11,-6,5,-2,3
40,-13,27,26,55,1,32,-4,31,5,49,0,27,-8,36,16,42,0,20,-14,22,24,31,-1,20,-13,15,22,27,-1,16,-6,30,13,24,-2,13,0,34,4,21,-1,1,0,4,2,-1,-1,1,-1,23,7,-1,-1,0,0,19,5,3,-1,0,0,18,1,-2,-1,24,-217,179,1016,339,-233,-14,-7,-32,14,1,-53,-70,-12,18,8,-153,-8,-4,1,9,-7,-3,-1,3
-12,-5,20,-3,-24,0,0,17,11,-31,-5,-1,-1,9,32,-9,6,-1,-10,0,23,8,-11,0,-3,0,18,4,-4,-2,-4,1,13,2,-3,-2,-4,2,10,1,-7,-2,-4,2,19,-1,-10,-2,-4,2,17,2,-3,-2,-4,2,27,2,-6,-2,-2,0,5,1,-6,-1,-1,0,23,3,0,-2,0,-1,3,2,-5,-1,-2,0,23,2,-5,-1,-4,2,15,-1,-9,-2,3
-13,-7,18,19,-15,0,-11,3,10,-5,-17,-2,-9,8,18,-11,-13,-2,-9,9,17,-11,-16,-1,-12,5,20,-2,-16,-2,-13,-2,18,6,-19,-1,-11,2,13,-2,-18,0,-3,0,22,2,0,-2,-4,1,24,-1,-8,-1,-3,0,15,2,-9,-2,-4,2,24,-3,-8,-2,-3,0,23,2,-8,-2,-4,2,13,-1,-8,-2,-2,-1,22,2,-2,-2,-2,-1,22,2,-2,-2,3
-53,16,-17,-39,-98,-22,-48,19,8,-32,-61,3,-40,19,12,-29,-55,-2,-31,16,6,-32,-23,-5,-22,8,-2,-17,-11,-4,-6,0,-15,-6,2,-4,-5,-2,-6,-5,6,-3,-5,-1,8,-4,10,-3,-2,-2,-5,-6,15,-2,-4,-1,8,-3,15,-1,-4,-2,7,-7,18,-4,-8,-1,-24,-7,4,-5,4,-8,-165,9,23,-5,4,-9,-165,9,24,-5,5,-9,-164,7,24,-6,3
-39,3,11,5,-67,-2,-34,31,17,-60,-62,-16,-20,30,17,-51,-38,15,-7,1,14,-16,-17,-8,-4,5,21,-10,-13,-4,1,6,18,-13,2,-4,-1,10,16,-24,-4,-8,8,-1,23,5,10,-2,7,-1,18,5,7,-1,2,-3,28,7,3,-2,0,-5,15,9,-2,-1,-1,-6,20,11,-2,-2,1,-1,17,5,0,-2,0,1,26,2,-2,-1,-5,0,20,-3,-11,-3,3
-15,22,123,-98,1,-15,29,19,13,23,59,17,20,-14,38,1,44,-6,8,-12,23,16,7,-2,-2,1,16,3,7,-2,-2,2,22,0,8,-3,-1,2,21,1,7,-2,-4,3,19,1,5,-4,-4,1,19,4,4,-3,-6,3,4,-4,3,-4,-3,3,15,2,3,-4,-3,2,22,1,7,-3,-4,2,18,-1,5,-3,-5,3,3,-5,1,-4,-6,5,3,-7,1,-3,3
-46,66,-21,-115,-11,-1,-71,3,8,-15,-78,-2,-79,9,13,-3,-111,-2,-44,29,-11,-36,-67,-3,-15,28,-6,-32,-15,-3,-15,7,9,0,-19,-2,-7,-11,30,23,-8,-2,-5,5,-1,-3,-4,-3,-6,3,2,1,-5,-3,-6,3,-1,2,-6,-2,-4,3,19,2,-1,-2,-5,3,2,-1,-5,-3,-4,2,8,2,-3,-3,-2,2,13,1,0,-2,-1,1,19,7,4,-3,4
-14,11,-10,-10,-19,-2,-9,4,4,-1,-11,-3,-12,-3,-6,12,-16,-3,-7,-2,-2,9,-8,-3,-3,-2,4,7,-2,-3,1,0,1,5,5,-3,1,-1,12,6,5,-3,1,1,4,2,5,-4,1,2,-10,1,2,-3,-1,0,10,3,3,-3,1,1,9,6,8,-4,0,1,4,4,7,-3,-1,0,10,3,3,-3,1,1,9,6,8,-4,0,1,4,4,7,-3,4
20,-16,9,26,29,-1,24,-3,30,8,38,-4,27,-9,-2,19,40,-2,27,-13,17,20,39,-2,20,-13,3,22,29,-1,16,-11,21,19,29,-3,20,-7,12,17,33,-2,-1,0,-8,4,2,-4,-1,0,2,4,4,-4,1,0,2,3,7,-3,-1,2,-1,0,4,-4,0,0,6,3,6,-4,-3,3,-5,-1,-5,-5,-3,1,-8,1,-2,-5,-1,1,-3,4,0,-5,4
30,-30,34,43,45,0,42,-31,26,47,63,-1,37,-21,14,29,53,-1,26,-14,20,16,40,-1,26,-14,16,19,41,-2,26,-18,9,27,42,-1,22,-13,9,18,35,-1,-1,0,2,-1,5,-4,-2,1,2,-2,1,-4,-1,-1,-1,1,2,-3,-2,0,10,-1,1,-2,-2,0,1,-1,0,-3,-1,0,2,-1,5,-4,-2,1,2,-2,1,-4,-1,-1,-1,1,2,-3,4
-74,30,55,-149,-163,20,-38,53,0,-83,-93,1,-47,10,-26,31,-67,-1,-57,21,16,-18,-70,-4,-55,21,5,-36,-68,-2,-42,24,-2,-36,-51,-4,-39,23,2,-30,-47,-4,3,-3,8,4,8,-3,1,-1,16,4,9,-3,1,-1,3,1,6,-3,1,-1,7,2,6,-3,1,-2,-6,4,7,-2,-2,1,5,-3,1,-4,-1,1,-4,-2,2,-4,-1,0,8,1,3,-5,4
-27,18,-3,-26,-39,-4,-34,10,6,-8,-45,-3,-32,4,2,-5,-43,-3,-15,-4,4,6,-18,-3,-12,-2,-3,2,-13,-2,-12,-1,16,4,-12,-2,-12,-2,9,7,-11,-3,0,0,14,0,8,-4,-1,0,3,1,4,-3,-1,-1,19,0,5,-3,1,-3,9,4,9,-4,-2,0,-9,-2,-2,-3,-1,0,3,1,4,-3,-1,-1,19,0,5,-3,1,-3,9,4,9,-4,4
188,-1,-42,220,192,-15,114,-17,95,30,153,2,95,-74,16,91,142,4,86,-67,31,101,119,-8,10,-6,3,10,18,-3,8,-4,11,8,18,-3,8,-2,9,4,18,-3,8,-2,12,7,15,-4,6,-2,3,4,13,-3,-4,1,3,-2,1,-4,-4,2,-6,-1,2,-4,-1,0,17,3,8,-5,0,-1,9,-1,5,-4,-2,2,9,-4,-1,-4,-1,1,-8,-2,2,-4,4
-116,41,-50,14,-206,-24,-84,-7,9,24,-131,-17,-54,9,-10,-18,-53,1,-49,44,9,-65,-54,-1,-55,31,-8,-41,-68,-3,-3,0,18,1,6,-2,-4,1,-6,-2,3,-2,-4,0,12,-1,1,-2,-4,-1,13,0,-1,-1,-3,0,1,-2,2,-2,0,-1,6,1,6,-3,-3,0,3,-2,4,-3,-1,-3,-4,0,7,-4,-4,1,8,-8,0,-4,-2,-1,4,1,5,-5,4
1,-26,-517,95,40,-33,-8,-30,-723,113,17,-15,-3,-95,-1415,-68,207,-29,10,-178,-2203,-143,384,-30,-27,-244,-2589,-106,356,-7,-103,-320,-2804,-32,241,29,-168,-382,-2957,46,151,31,-138,-331,-2693,-142,194,8,-138,-330,-2690,-145,203,4,-139,-328,-2680,-147,223,6,-136,-326,-2680,-156,208,4,-134,-325,-2672,-158,207,5,-125,-313,-2619,-189,228,4,-125,-311,-2616,-189,227,3,-123,-314,-2616,-186,217,6,2
-17,-30,-163,-115,33,3,-21,-40,-431,-90,96,7,-18,-93,-1175,-231,258,10,35,-33,13,49,51,-3,18,-13,24,17,22,-2,7,-2,16,0,6,-2,2,0,5,-4,-1,-2,7,-2,16,0,6,-2,-14,6,7,-12,-25,-2,7,-2,16,0,6,-2,2,0,5,-4,-1,-2,-14,6,7,-12,-25,-2,-14,6,7,-12,-25,-2,2,0,5,-4,-1,-2,-14,6,7,-12,-25,-2,1
-13,-13,-29,29,27,-13,-11,-12,-30,26,37,-8,-11,-13,-28,29,34,-14,-11,-26,-122,68,147,-13,-6,-27,-120,74,178,-36,8,-25,-87,66,180,-25,19,-15,-69,36,144,-12,23,-20,-62,45,166,-15,23,-18,-67,45,183,-16,19,-14,-53,30,144,-11,-492,-364,-3018,185,72,-199,-473,-364,-3028,77,211,-167,-472,-352,-3161,-22,355,-145,-377,-198,-2021,-45,167,-25,-272,-227,-302,173,-413,-49,2
-3,-5,-14,24,35,-4,-7,-2,-26,22,41,-3,-7,-1,-46,22,44,-2,-9,1,-48,19,52,0,-6,2,-31,17,56,3,-4,1,-36,20,61,3,-6,0,-63,30,65,1,-50,-31,-371,-12,-50,-44,-27,-28,-359,-2,5,-45,-31,-31,-526,27,81,-89,-69,-52,-1008,27,182,-192,-100,-35,-1421,-23,272,-220,-162,-6,-1831,-115,285,-197,-240,-4,-2233,-153,274,-248,-80,13,-564,-48,63,-21,2
10,-13,-57,70,11,17,15,11,-87,43,28,11,23,29,-108,19,41,11,12,18,-125,37,16,9,-238,229,-735,-824,-725,-9,36,-8,-1384,-101,-161,-59,17,-8,-1344,-137,-190,-88,4,7,-1230,-166,-199,-91,-1,10,-1221,-169,-216,-83,36,-8,-1384,-101,-161,-59,4,7,-1230,-166,-199,-91,-1,10,-1221,-169,-216,-83,36,-8,-1384,-101,-161,-59,17,-8,-1344,-137,-190,-88,4,7,-1230,-166,-199,-91,2
2,-47,-604,119,26,-18,20,-65,-860,143,-16,-25,86,-105,-1622,134,-11,-20,166,-155,-2542,143,-32,-35,207,-186,-2966,153,-44,-26,213,-188,-2958,148,-50,-24,213,-189,-2929,133,-35,-22,210,-183,-2795,115,-29,-11,210,-184,-2792,113,-29,-12,210,-184,-2788,113,-29,-11,210,-183,-2785,112,-29,-11,210,-183,-2781,112,-29,-11,210,-184,-2788,113,-29,-11,210,-183,-2785,112,-29,-11,210,-183,-2781,112,-29,-11,2
16,-39,-170,-20,-116,17,17,-32,-165,-32,-101,15,23,-29,-156,-45,-91,11,24,-34,-169,-38,-93,10,24,-36,-164,-36,-96,12,29,-37,-177,-39,-86,10,28,-42,-224,-41,-74,8,87,-117,-2112,154,81,-150,-28,12,151,-49,18,27,18,2,6,26,45,-6,36,16,-61,-33,52,-5,-35,24,-54,-22,-12,5,-6,15,-130,95,12,-7,-4,12,-135,115,31,-10,-10,18,-163,108,22,-11,1
