%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au6-250-drift-au6-cd1-500

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2}
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 {v1,v2,v3}
@attribute Class {class1,class2,class3,class4,class5,class6,class7,class8}

@data
3.21,46353,27,0.66,53342,0.425,73.2,88,4.54,9.1,52.3,v1,0.533,85.8,4390,747,0.646,5.72,0.68,819,23.9,0.28,4.05,96.3,7.01,0.892,0.617,0.59,9.13,0.26,v1,58.4,0.39,45.4,60.8,0.83,47501,7.37,0.713,v2,class3
2.88,55792,42.2,2.83,52327,0.315,78.3,83,4.61,4.3,55.3,v2,0.506,80.9,6819,740,0.411,6.17,0.15,281,28.1,0.29,2.18,66.5,8.66,0.232,0.622,0.96,9.28,0.32,v2,47,0.41,66.2,66.2,0.53,82964,6.59,0.684,v3,class3
3.51,48139,41.2,1.84,22196,0.164,77.7,93,4.32,6.4,53.6,v1,0.697,76.4,7390,760,0.328,6.33,0.17,813,29.1,0.3,1.37,73.8,7.05,0.734,0.575,0.96,9.06,0.41,v1,62.1,0.36,80,63.9,0.37,29597,7.44,0.804,v3,class3
3.36,54059,47.1,2.49,53201,0.16,71.5,89,4.49,7.7,51.2,v1,0.651,80.5,4376,762,0.742,5.83,0.66,817,25,0.17,4.14,76.1,6.96,0.857,0.622,0.66,9.09,0.45,v2,61.9,0.6,62.6,63.9,0.78,52294,8.62,0.793,v3,class8
1.76,54242,36.5,1.76,46969,0.409,71.8,67,4.68,7.4,56,v2,0.646,96.1,5568,796,0.251,5.94,0.37,811,24.8,0.23,3.45,90.5,7.29,0.9,0.616,0.94,9.1,0.21,v2,53.1,0.38,18.5,63.7,0.37,75265,7.55,0.698,v2,class3
3.74,45926,42.5,2.24,88078,0.497,77.8,73,4.64,9.4,52.5,v1,0.673,95.4,4619,760,0.609,4.88,0.65,819,28.4,0.26,0.69,79.2,6.9,0.376,0.465,0.92,9.51,0.26,v1,47.4,0.4,85.5,56,0.88,22822,6.23,0.747,v2,class1
3.06,56387,37.8,2.14,21935,0.284,78.4,52,4.29,5.8,54,v1,0.511,97,4525,746,0.609,6,0.68,258,29.4,0.45,3.73,97.1,8.2,0.25,0.617,0.43,9.16,0.62,v1,58.7,0.42,19.8,58.8,0.53,58619,7.04,0.745,v1,class8
1.34,53690,17.7,0.39,49257,0.277,83.7,69,4.67,9.3,50.2,v1,0.573,98,6694,761,0.248,6.25,0.14,811,24.1,0.46,0.44,90.1,6.75,0.524,0.435,0.72,8.31,0.38,v1,47.2,0.34,59.7,72.5,0.71,82382,6.59,0.793,v1,class8
3.36,55102,45,2.76,20188,0.17,79.7,91,4.67,7.2,50.4,v1,0.606,64.6,5361,802,0.241,3.85,0.73,612,25.7,0.46,3.54,95.5,7.83,0.676,0.489,0.76,9.15,0.26,v1,59.2,0.43,56,61.9,0.51,80552,6.6,0.728,v3,class4
3.35,54440,40.3,0.4,19544,0.498,78.5,78,4.64,5.7,54,v1,0.645,74.3,6526,740,0.592,3.91,0.71,822,27.4,0.25,0.45,66.9,7.01,0.915,0.368,0.76,9.12,0.25,v1,53.4,0.44,60.1,56.1,0.81,47071,6.58,0.809,v2,class2
3.32,50686,29,0.33,57594,0.315,79.4,87,4.61,7.1,52.9,v2,0.657,81.2,6493,803,0.866,5.75,0.64,821,25.3,0.23,4.05,88.1,7.49,0.226,0.584,0.95,9.22,0.27,v1,60,0.55,22.8,71.5,0.64,81574,6.6,0.706,v3,class4
3.3,54201,26.3,0.31,41931,0.495,77.6,86,4.65,3.8,54,v2,0.864,74.4,7456,764,0.844,6.06,0.17,309,24.1,0.15,2.88,86.3,6.94,0.16,0.626,0.88,9.44,0.24,v1,60.5,0.54,68.6,68.9,0.35,48758,8.34,0.704,v2,class4
3.5,55549,37.3,0.49,48714,0.315,73.1,94,4.24,7.8,54.3,v2,0.728,98.5,5572,741,0.585,3.26,0.37,439,31.5,0.47,3.72,92.4,7.29,0.218,0.379,0.52,9.05,0.48,v1,58.7,0.43,19.4,56.2,0.35,57327,7.23,0.78,v1,class3
1.7,54437,27.7,0.79,86993,0.145,74.3,94,4.31,4.3,50.2,v1,0.864,95.2,6257,772,0.648,5.05,0.68,814,27.9,0.28,0.96,89.6,8.74,0.425,0.477,0.91,9.12,0.32,v1,58.2,0.4,18.3,56.1,0.88,19743,7.88,0.807,v2,class2
3.47,55722,23.7,1.98,24254,0.316,77.7,61,4.7,7.1,52.3,v2,0.644,76.1,6709,741,0.234,6.33,0.17,606,28.3,0.45,3.73,74.4,7.02,0.136,0.37,0.56,9.1,0.42,v2,53.2,0.43,59.8,68.8,0.64,22779,7.59,0.768,v3,class4
2.13,49221,34.8,2.11,26365,0.21,77.4,88,4.67,5.7,51.3,v1,0.672,39.2,5789,758,0.477,4.61,0.61,817,33.2,0.25,2.67,71,7,0.202,0.523,0.9,9.78,0.62,v2,61.3,0.49,71.7,58.2,0.53,38234,6.37,0.736,v1,class2
1.66,53092,21.9,0.39,27317,0.162,78.1,79,4.38,5.7,50.2,v2,0.549,42.9,4176,775,0.649,6.11,0.62,823,24.4,0.22,1.66,78.7,6.97,0.111,0.549,0.85,9.75,0.46,v2,58.9,0.62,88,66.1,0.78,16217,7.39,0.851,v1,class5
2.82,54195,32.4,2.05,93427,0.171,74.6,92,4.59,6.3,53.6,v1,0.691,98.3,4648,740,0.251,3.92,0.44,767,30,0.25,1.22,90.6,6.9,0.126,0.547,0.93,9.04,0.62,v1,48.4,0.59,71.7,58.5,0.25,20471,7.32,0.683,v1,class5
2.42,55443,35.7,2.74,21057,0.171,72.8,93,4.4,8.6,54,v1,0.857,74.8,6693,745,0.235,3.9,0.14,766,30.3,0.28,3.51,80.3,7.49,0.283,0.369,0.92,9.12,0.52,v1,59.1,0.43,65.1,61.8,0.58,63863,8.02,0.791,v3,class3
3.62,55166,49.9,2.11,59401,0.315,72.2,55,4.67,7.1,55.4,v2,0.627,98.2,5609,760,0.648,6.26,0.16,229,27.9,0.24,3.95,84.4,6.81,0.219,0.498,0.43,9.04,0.42,v2,61.4,0.43,28.7,67.7,0.41,64765,8.42,0.806,v1,class7
2.15,48070,16,1.89,21272,0.159,79.4,90,4.67,6.3,51.5,v1,0.863,46.4,6918,807,0.646,6.12,0.13,590,29.5,0.25,1.77,91.4,6.86,0.144,0.445,0.75,9.63,0.38,v2,58.5,0.48,51.6,69.6,0.67,21290,7.66,0.747,v3,class6
2.49,52406,36.6,0.41,79690,0.495,76.2,94,4.64,9,50.5,v1,0.689,97.9,6645,807,0.65,6.33,0.72,598,30.5,0.37,1.79,74.7,7.12,0.199,0.518,0.57,8.42,0.61,v2,58.4,0.56,68.1,60.9,0.38,79113,6.77,0.821,v2,class6
2.57,56395,51,2.04,43405,0.271,76.2,93,4.6,6.4,53.9,v2,0.792,89.6,5974,797,0.527,6.24,0.38,616,24.1,0.27,2.1,75.9,7.03,0.207,0.626,0.71,9.3,0.4,v2,47.9,0.42,47.7,57.8,0.51,52673,6.53,0.756,v3,class3
3.37,56253,51.2,1.66,51190,0.498,73,63,4.31,8.8,55.4,v2,0.682,97.1,5067,797,0.692,5.03,0.13,816,29.2,0.3,3.86,91.6,8.57,0.459,0.455,0.98,9.19,0.37,v1,59.3,0.55,60.1,61.3,0.8,24791,7.43,0.731,v1,class4
1.49,54295,14.7,1.85,39174,0.316,84.9,65,4.67,9.4,52.3,v2,0.621,82.3,7297,804,0.838,6.36,0.29,686,34,0.29,0.91,98.4,7.3,0.637,0.388,0.6,9.46,0.56,v2,57,0.36,33.3,62.2,0.35,15301,7.34,0.714,v1,class4
3.67,46973,11.9,3.04,75457,0.315,76.9,78,4.5,5.2,51.9,v1,0.643,95.2,6468,797,0.831,6.09,0.67,400,33.4,0.25,2.09,82.9,6.88,0.206,0.593,0.91,9.04,0.58,v2,62,0.59,28.5,60.5,0.72,54669,7.15,0.724,v2,class5
3.31,55462,23.4,3.2,59311,0.148,76.9,68,4.6,8,50.4,v2,0.863,93.6,5659,762,0.277,6.07,0.73,633,25.4,0.38,2.96,84.9,6.68,0.539,0.604,0.96,9.46,0.3,v1,59.1,0.43,21.7,57.3,0.35,73052,7.73,0.798,v2,class7
2.35,48247,47.7,2.09,22799,0.316,77.5,73,4.64,7.5,52.5,v1,0.646,97.6,5376,758,0.473,4.14,0.16,241,30.3,0.28,3.03,93.6,7.01,0.902,0.416,0.41,8.32,0.45,v2,54.5,0.37,62.9,71.7,0.83,38805,6.44,0.754,v3,class1
3.22,46374,39.8,1.96,79667,0.242,74.2,71,4.46,7.3,50.2,v1,0.808,89.8,7196,760,0.298,6.25,0.62,676,28.1,0.17,0.82,87.2,7.05,0.256,0.613,0.84,9.89,0.62,v2,51.7,0.61,19.8,56.8,0.31,55331,7.12,0.807,v2,class7
2.59,56277,34,2.78,84806,0.163,77.3,66,4.61,8.1,52.9,v2,0.864,75.9,6481,747,0.512,5.02,0.69,819,34.2,0.3,3.57,82.7,7.27,0.759,0.542,0.91,9.55,0.26,v1,54.2,0.52,22,67.6,0.74,40001,6.2,0.763,v1,class3
3.48,48308,33.6,2.12,53588,0.4,80.7,93,4.45,7.6,54.6,v2,0.67,81.4,6322,745,0.646,6.11,0.38,261,34.1,0.3,2.86,85.7,6.81,0.949,0.329,0.86,9.08,0.59,v2,47.8,0.47,60.1,72.6,0.73,58361,6.73,0.716,v3,class4
3.35,55278,32.8,1.84,39396,0.168,82.5,76,4.64,7.3,50.8,v2,0.694,68.8,7499,742,0.598,4.41,0.65,818,26.3,0.27,3.46,65.9,6.72,0.13,0.497,0.58,9.79,0.37,v1,53,0.44,83.5,60.3,0.78,27261,7.61,0.758,v2,class5
3.7,55329,14.6,3.04,71045,0.351,78.1,93,4.44,6.4,50.2,v2,0.676,82.6,6479,745,0.743,6.36,0.38,549,24.3,0.46,1.55,70.1,8,0.148,0.37,0.85,9.12,0.25,v2,59.8,0.59,19.4,66.8,0.53,80543,7.62,0.77,v3,class2
3.28,46713,38.3,1.83,57431,0.496,78.2,60,4.54,9.1,50.5,v1,0.812,92,4522,798,0.445,6.24,0.52,815,26.4,0.44,1.98,68.3,7.01,0.259,0.368,0.52,9.65,0.21,v2,62.1,0.43,28.1,70.1,0.88,14549,7.65,0.729,v2,class7
1.53,55236,51.1,2.56,95998,0.316,78.8,88,4.56,8.9,53.9,v1,0.693,95.7,4488,741,0.52,5.91,0.36,821,30.1,0.26,1.96,85.6,7.63,0.846,0.342,0.54,9.13,0.24,v2,60,0.63,77.6,69.5,0.78,15645,6.3,0.786,v2,class1
1.26,49582,20.1,1.84,24491,0.149,72.6,92,4.67,6.5,55.2,v1,0.638,95.2,6684,762,0.508,5.94,0.36,809,31.3,0.47,1.29,97,7.58,0.176,0.371,0.57,9.07,0.47,v1,57.6,0.43,64.8,68.6,0.64,87347,6.91,0.818,v1,class4
3.48,52010,28.3,3.28,39669,0.497,71.5,68,4.44,7.1,51.5,v1,0.864,74.6,6502,808,0.455,5.95,0.14,678,26.2,0.26,0.89,98,7.37,0.398,0.433,0.73,9.66,0.45,v2,59.1,0.44,75.2,64.2,0.89,38633,7.14,0.768,v2,class8
2.62,47816,48.1,1,76250,0.315,75.9,67,4.62,9,52.3,v1,0.724,75.2,6937,744,0.238,3.97,0.66,610,28.2,0.27,3.38,73.5,6.8,0.17,0.618,0.64,9.07,0.33,v2,57.1,0.44,88.4,60.5,0.88,57321,7.59,0.718,v3,class3
3.73,46847,39.7,0.78,70045,0.167,77.4,68,4.69,9.3,54.2,v2,0.658,38.5,7095,741,0.3,5.92,0.15,712,26.7,0.31,0.96,72.6,7.19,0.247,0.347,0.5,9.12,0.26,v2,48.3,0.62,76.6,70.3,0.63,63586,7.47,0.701,v2,class5
3.37,50928,40.3,1.47,50012,0.316,72,70,4.5,9.1,50.5,v2,0.863,61.1,6638,765,0.698,3.47,0.26,694,26.3,0.26,4.12,85.8,7.33,0.279,0.438,0.45,9.08,0.55,v2,60.7,0.49,59.5,56,0.86,58376,7.42,0.766,v2,class2
2.69,50700,15.1,2.62,84575,0.193,84.2,73,4.66,9,52.6,v2,0.647,76.9,7477,799,0.644,3.71,0.53,570,27.1,0.47,1.49,84.6,6.91,0.219,0.529,0.95,9.35,0.21,v1,58.4,0.62,70.9,62.6,0.69,44067,7.55,0.731,v3,class8
3.85,56643,51,2.25,60133,0.262,76.9,67,4.66,7.9,55.6,v1,0.654,94.2,5946,797,0.788,5.79,0.36,400,27.7,0.29,4.02,85.4,6.9,0.172,0.528,0.57,9.53,0.43,v2,58.1,0.44,87.3,70.9,0.8,44739,8.57,0.692,v3,class5
3.6,56246,27.9,2.43,37888,0.316,78.2,94,4.67,8.9,53.9,v2,0.644,75.3,7357,760,0.242,6.17,0.68,606,27.1,0.28,2.35,97.9,7.04,0.969,0.449,0.95,9.15,0.4,v1,48.2,0.45,68.3,54.9,0.67,87103,7.49,0.755,v2,class2
1.64,53393,27.9,2.16,24470,0.163,77.6,71,4.61,3.9,50.2,v1,0.682,75,7125,803,0.694,4.21,0.6,643,34.7,0.27,3.08,80.8,7,0.449,0.344,0.75,9.11,0.21,v1,56.3,0.42,67.4,61.6,0.63,18778,6.33,0.806,v2,class1
1.46,46538,13.7,3.09,41483,0.168,75.5,64,4.57,3.8,50.2,v1,0.562,88.5,7362,760,0.251,4.18,0.66,605,24.4,0.16,3.82,96.2,7.05,0.648,0.328,0.74,9.05,0.62,v1,52.8,0.42,18.9,60.1,0.88,53668,6.27,0.691,v1,class3
3.56,49050,38.1,1.28,84777,0.176,77.3,93,4.62,7.6,52,v1,0.666,81.7,5232,769,0.763,6.18,0.38,822,26.6,0.26,3.34,80.9,6.9,0.58,0.594,0.56,9.05,0.61,v1,57.4,0.45,27.3,71.8,0.32,18582,6.6,0.738,v2,class6
3.53,51853,31.8,1.88,84073,0.316,77.7,79,4.69,9,50.2,v2,0.677,78.4,6667,807,0.249,5,0.57,614,24,0.27,0.96,94.5,6.88,0.201,0.441,0.92,9.42,0.4,v1,49,0.44,30.5,71.9,0.2,16098,6.48,0.78,v3,class2
1.41,55336,51.1,2.99,92715,0.315,77.5,84,4.27,9.4,53.2,v2,0.623,53.7,5242,740,0.291,6.37,0.17,657,33.2,0.19,2.26,90.7,7.14,0.235,0.52,0.9,9.09,0.52,v2,61,0.51,31.2,62,0.56,15459,7.44,0.841,v3,class1
1.33,50371,40.6,1.83,90107,0.172,71.8,68,4.52,8.3,51.2,v1,0.864,86,4629,798,0.262,6.32,0.68,813,34.3,0.15,0.52,80.4,6.71,0.696,0.506,0.71,9.04,0.49,v2,59.5,0.46,66.9,70.7,0.88,55586,7.63,0.765,v3,class2
1.76,54011,34.5,2.47,30280,0.165,80.4,52,4.66,8,52.8,v2,0.673,93.5,6569,752,0.419,6.16,0.58,609,28.1,0.25,0.81,84.5,6.84,0.24,0.602,0.97,9.08,0.39,v2,47.2,0.54,65.6,72.4,0.87,22834,6.6,0.737,v2,class8
3.41,53248,26.9,3.02,20299,0.157,77.9,93,4.68,9,51,v1,0.682,71.6,7399,759,0.613,5.59,0.38,822,24.7,0.25,2.1,91.7,6.68,0.215,0.581,0.84,9.01,0.46,v2,52.6,0.38,25.1,65.3,0.22,53694,6.22,0.851,v2,class8
1.33,56543,51,1.83,23396,0.145,74.4,88,4.63,8.2,52.3,v1,0.601,75.9,5673,795,0.645,6.03,0.42,638,28.8,0.25,0.65,94.9,6.72,0.296,0.621,0.85,9.63,0.34,v1,55.8,0.41,72.9,63.4,0.47,52824,6.75,0.75,v1,class1
1.4,48412,33.6,2.14,42208,0.382,72.9,54,4.53,7.9,53.4,v1,0.656,97.1,7395,757,0.53,6.35,0.3,409,30.1,0.24,0.38,89.7,7.03,0.965,0.621,0.96,9.01,0.41,v2,59.1,0.41,84.1,57.5,0.63,26972,8.04,0.755,v1,class4
3.61,46801,19.6,1.85,48085,0.186,73.4,77,4.36,7.5,51.6,v2,0.697,88.8,6960,807,0.606,6.09,0.59,673,30.8,0.45,3.83,86.9,7.03,0.675,0.571,0.95,9.85,0.27,v1,62.2,0.43,88.2,62.3,0.79,78326,7.63,0.74,v1,class1
3.58,51619,13.2,0.87,49616,0.39,83.7,72,4.6,4,50.3,v1,0.688,75.3,4959,788,0.602,4.19,0.28,778,29.6,0.24,0.76,81.6,6.99,0.795,0.626,0.98,9.03,0.28,v2,57.8,0.43,78.1,70.2,0.51,14385,7.16,0.751,v2,class6
3.77,51633,39.7,2.07,58306,0.152,77.1,93,4.31,5.9,50.2,v2,0.568,42.7,7188,810,0.499,5.83,0.62,610,24.1,0.45,3.77,89.4,6.94,0.227,0.333,0.94,9.5,0.61,v1,61.1,0.55,85.5,57.6,0.57,56138,7.13,0.698,v3,class2
1.66,51265,46.3,0.85,24017,0.167,78.1,78,4.69,4.5,52.1,v1,0.507,87.1,6680,803,0.632,5.98,0.51,488,26.1,0.45,3.5,83.9,6.89,0.191,0.328,0.85,9.14,0.21,v1,61.5,0.45,20.6,72.7,0.77,53589,7.46,0.705,v2,class1
3.75,56597,16.9,2.42,85246,0.223,82.3,88,4.41,8.2,51,v1,0.864,84.9,6175,740,0.433,5.89,0.38,557,33.4,0.47,2.11,91.3,6.95,0.281,0.612,0.4,8.22,0.62,v1,60.3,0.35,21.9,71.1,0.82,14019,8.07,0.842,v3,class7
2.28,52784,21.3,1.83,52587,0.496,81.8,94,4.57,5.9,50.5,v1,0.863,93,4765,760,0.628,4.33,0.43,817,33.4,0.18,1.07,80.6,7.02,0.285,0.502,0.4,9.05,0.62,v1,61.1,0.41,65,55,0.82,54316,8.48,0.798,v2,class1
3.86,54923,17.3,2.22,19042,0.15,79.2,69,4.32,9.1,52.2,v2,0.645,79.2,6033,764,0.248,5.17,0.44,601,31.5,0.25,4.15,89,6.9,0.498,0.358,0.69,9.06,0.21,v1,62.1,0.41,59.7,61.4,0.47,18649,6.87,0.75,v2,class2
1.93,48888,25.4,2.01,24281,0.315,79.3,82,4.59,6.8,50.6,v1,0.649,79.9,6205,760,0.552,6.35,0.37,599,27.9,0.28,2.96,95.9,8.23,0.878,0.619,0.8,9.26,0.29,v2,53.1,0.42,26.4,59.6,0.52,49638,6.38,0.745,v2,class5
2.86,46520,14.4,2.05,52652,0.315,74.1,89,4.41,3.8,51.4,v2,0.54,98.7,7042,748,0.642,5.21,0.49,614,34.2,0.27,3.26,80.3,6.84,0.103,0.348,0.81,9.3,0.24,v2,58.6,0.51,88.9,72.1,0.88,26848,8.06,0.704,v3,class1
3.54,51425,12.6,0.36,68429,0.198,72.6,94,4.5,8.7,55.4,v2,0.615,95.4,6013,759,0.237,5.46,0.15,364,34.7,0.24,2.36,80.1,6.99,0.118,0.614,0.97,9.07,0.6,v1,52.3,0.57,18.4,61.8,0.48,37060,7.08,0.7,v3,class1
3.25,54857,24.7,1.97,51794,0.168,77.4,64,4.54,7.5,51.7,v1,0.647,74.6,6744,752,0.253,6.15,0.44,644,26.2,0.27,1.24,86.1,7.8,0.237,0.457,0.92,8.79,0.4,v1,61.7,0.37,73.5,71.1,0.27,19960,6.59,0.773,v3,class3
2.64,55457,40,1.84,50615,0.473,72.6,87,4.42,6.4,52.7,v1,0.679,89.8,6970,761,0.647,6.28,0.59,601,24.1,0.31,1.96,90.3,7.05,0.517,0.626,0.53,9.11,0.25,v1,62.1,0.59,20.6,57,0.86,54468,6.58,0.689,v3,class8
3.42,52498,49.3,2.28,59880,0.166,78.9,72,4.67,6,52.5,v1,0.694,77.6,4257,786,0.357,3.8,0.53,607,29.6,0.26,1.51,73.8,6.92,0.259,0.444,0.87,9.77,0.44,v1,60.6,0.53,67.1,61.5,0.73,22474,8.57,0.693,v1,class3
1.55,46733,29.8,0.67,24106,0.284,82.4,76,4.37,6.2,50.2,v2,0.692,93,4460,805,0.618,3.01,0.68,707,27.7,0.27,3.8,79.4,7.98,0.56,0.622,0.72,9.03,0.55,v2,60.9,0.45,59.8,58.9,0.32,56795,6.95,0.76,v1,class7
1.56,50604,33.4,1.85,38061,0.299,84.7,59,4.62,4.3,52.1,v1,0.561,83.5,6424,741,0.71,5.85,0.16,304,26.2,0.21,3.1,77.3,6.83,0.895,0.623,0.91,9.61,0.46,v1,60.7,0.42,77.8,61.4,0.82,57152,7.46,0.797,v3,class7
3.46,49212,47.5,2.58,40309,0.315,79,73,4.24,4,52.4,v2,0.793,96.9,7161,807,0.315,5.52,0.35,814,24.3,0.29,3.87,84,8.38,0.534,0.486,0.81,9.89,0.38,v1,59.6,0.42,87.9,64.2,0.46,86093,7.01,0.716,v2,class4
2.52,47919,17,2.38,34683,0.495,77.9,94,4.59,8,50.5,v1,0.65,94.9,4989,804,0.281,5.97,0.45,595,30.5,0.25,2.28,65.6,6.83,0.164,0.451,0.94,8.5,0.31,v1,53.7,0.41,18.6,57.5,0.89,41014,6.58,0.753,v1,class2
3.56,50311,21.6,2.12,27794,0.497,71.1,69,4.68,4.2,50.2,v1,0.631,81.4,5662,741,0.646,4.67,0.67,822,24.7,0.38,0.72,81.9,7.61,0.376,0.609,0.84,9.68,0.52,v1,58.3,0.38,42.6,71.9,0.89,51742,6.51,0.818,v3,class3
3.31,54264,33.4,2.06,49286,0.157,79.9,72,4.52,6.9,55.5,v1,0.486,97.5,6934,797,0.243,3.15,0.68,818,31.5,0.28,0.93,74.8,7.05,0.723,0.52,0.96,9.77,0.47,v2,61.8,0.45,38.5,59.3,0.8,37940,7.62,0.757,v1,class3
1.49,52940,42.7,0.77,69395,0.173,71.4,54,4.53,8.1,50.2,v2,0.741,75.9,7212,762,0.253,6.29,0.21,816,24,0.18,1.18,85.3,7.16,0.124,0.617,0.45,9.84,0.6,v1,50.8,0.45,19,61.3,0.58,31116,8.62,0.724,v2,class4
3.71,46193,39.9,1.84,57886,0.479,77.7,84,4.25,9.4,52.2,v1,0.695,82,4430,760,0.291,4.64,0.46,574,33.2,0.26,1.12,84.9,6.93,0.658,0.479,0.86,9.19,0.47,v1,55.1,0.43,51.7,58.1,0.44,78200,7.33,0.705,v3,class4
3.36,52400,31.7,1.98,87090,0.161,78.1,93,4.68,7.4,50.7,v1,0.646,81.5,6092,748,0.65,6.08,0.53,601,27.2,0.41,4.03,81.6,6.89,0.357,0.471,0.43,9.18,0.4,v1,58.2,0.55,88.4,71.4,0.84,65628,7.63,0.756,v2,class7
3.34,55378,39,1.91,76897,0.391,75.6,83,4.45,5.4,50.6,v2,0.655,95.9,7429,759,0.617,6.08,0.47,595,26.5,0.46,0.79,92.1,7.31,0.724,0.375,0.47,9.63,0.37,v1,50.8,0.44,24.8,63.2,0.89,14384,6.58,0.74,v3,class5
3.26,54362,31.8,1.85,24822,0.497,76.1,71,4.37,3.7,52.5,v1,0.666,95.5,4631,802,0.648,5.18,0.38,823,32.9,0.4,2.63,91.1,7.05,0.623,0.622,0.91,9.1,0.39,v1,59.2,0.4,59.7,58.6,0.75,77968,7.47,0.719,v1,class8
3.64,55439,36.4,0.67,28313,0.172,81.7,93,4.56,7.9,50.2,v2,0.58,79.5,5745,782,0.579,6.25,0.39,584,24.2,0.27,1.91,64.9,8.56,0.263,0.39,0.89,9.54,0.34,v2,49.2,0.4,68.4,72.6,0.76,26676,7.62,0.728,v1,class3
3.4,52080,35,3.12,24392,0.498,84.1,83,4.35,4.8,52.6,v1,0.7,83.8,6882,749,0.518,6.11,0.68,595,27.9,0.28,2.5,87.9,6.87,0.126,0.571,0.49,9.24,0.51,v2,53.4,0.4,30.7,62.2,0.85,16616,7.28,0.76,v2,class1
1.38,55890,18.9,1.57,31083,0.211,80,82,4.67,3.5,51.2,v1,0.553,96.8,4975,781,0.877,3.79,0.49,448,28.5,0.45,3.85,77.6,6.92,0.132,0.335,0.77,9.09,0.21,v1,57.2,0.36,19.1,63.6,0.67,28527,7.59,0.717,v3,class7
