%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au6-1000

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2}
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 {v1,v2,v3}
@attribute Class {class1,class2,class3,class4,class5,class6,class7,class8}

@data
2.8,46956,51.1,2.1,23909,0.15,79.3,89,4.45,6.9,52.9,v2,0.863,78.9,5307,764,0.468,6.23,0.19,724,27.8,0.35,2.91,88.7,6.84,0.909,0.379,0.87,9.11,0.54,v1,55.9,0.42,60,64.2,0.56,63049,7.27,0.737,v2,class3
1.46,46505,39.9,2.86,90289,0.315,78.6,83,4.24,9,51.6,v2,0.651,84.4,5353,773,0.273,5.91,0.33,819,27.6,0.26,0.71,89.9,6.94,0.905,0.492,0.71,9.87,0.24,v2,61.3,0.39,65.7,58.2,0.56,37547,7.9,0.746,v2,class2
2.36,51955,38.1,1.87,53881,0.315,76.4,72,4.65,8.9,51.5,v2,0.685,79.7,5541,782,0.683,6.05,0.39,228,26.6,0.42,3.09,95.9,6.92,0.133,0.618,0.48,9.11,0.25,v2,51.5,0.43,25.9,63.7,0.25,16788,6.34,0.739,v1,class3
3.78,46523,30.4,1.85,24425,0.164,72.7,87,4.44,6,51.9,v2,0.863,84.5,6230,777,0.424,3.67,0.45,352,24.8,0.35,1.56,79.8,6.93,0.292,0.594,0.79,9.04,0.27,v2,51.3,0.39,75.4,60.5,0.61,55147,7.26,0.813,v2,class7
2.5,53440,26.2,2.3,23455,0.238,79.7,71,4.62,6.5,54.4,v2,0.688,98.2,5121,769,0.247,6.36,0.57,278,24.9,0.17,3.92,79,6.99,0.691,0.49,0.91,9.25,0.62,v1,60,0.39,80.8,60.4,0.79,20180,8.14,0.739,v2,class8
3.29,53279,43.4,0.87,45208,0.436,79.3,73,4.41,6.4,50.2,v2,0.848,74.5,7116,782,0.647,4.1,0.36,448,24.2,0.23,2.43,68.3,8.29,0.523,0.456,0.46,8.27,0.45,v2,61.5,0.42,73,72.6,0.55,20954,7.26,0.745,v2,class8
3.53,48352,36.1,1.85,21145,0.169,77.8,68,4.51,8.8,53.5,v1,0.649,59.9,4905,760,0.8,5.99,0.54,818,25.4,0.45,1.71,72.4,6.73,0.122,0.516,0.4,9.33,0.48,v1,60,0.44,77.1,63.6,0.35,17734,8.35,0.805,v3,class7
3.34,54257,13.9,2.2,59244,0.164,71.6,59,4.65,8,51.3,v1,0.661,79.4,5296,806,0.622,6.16,0.68,811,33.8,0.16,4.17,93.7,7,0.132,0.542,0.87,9.3,0.43,v1,61.8,0.42,83.4,59.5,0.34,58527,8.1,0.826,v2,class7
1.57,48226,51,2.86,42082,0.15,77.5,93,4.5,8.5,50.2,v1,0.578,80.8,5568,771,0.609,3.23,0.62,815,32.2,0.46,1.46,75.5,7.01,0.152,0.62,0.6,8.89,0.58,v1,57,0.37,60,61.7,0.42,53851,7.58,0.75,v2,class4
2.54,55308,42,2.03,40124,0.315,79.3,59,4.69,9.1,50.2,v1,0.863,80.5,4258,751,0.762,6.11,0.13,762,24.3,0.46,1.13,77.7,7.19,0.187,0.583,0.66,9.42,0.61,v2,50.3,0.42,41.2,71.6,0.41,53747,7.47,0.777,v3,class8
2.75,47630,45.3,1.92,86256,0.498,71.8,55,4.69,6,50.3,v2,0.686,81.6,4653,741,0.277,6.31,0.19,818,26,0.25,0.89,74.3,6.97,0.218,0.626,0.91,9.23,0.22,v2,50.2,0.56,52.4,68.5,0.19,46221,7.61,0.708,v1,class8
1.8,46261,39.6,1.01,19985,0.496,75.6,75,4.69,6.8,50.2,v1,0.636,82.3,7449,764,0.771,6.26,0.17,820,24.7,0.47,0.7,82.6,6.93,0.655,0.34,0.94,9.1,0.36,v1,46.9,0.61,29.1,63.5,0.51,22332,7.17,0.682,v1,class5
3.42,50340,14.2,2.52,57277,0.169,79.1,93,4.33,7.3,50.7,v1,0.789,53.4,5356,795,0.47,6.27,0.32,595,32.4,0.3,1.21,78.2,7.09,0.249,0.373,0.95,9.07,0.6,v2,48.3,0.56,21.5,72.7,0.32,57248,6.59,0.695,v1,class4
3.38,49988,25.3,0.42,24266,0.495,74.1,89,4.59,5,50.2,v1,0.678,76.6,5909,806,0.61,6.11,0.16,813,27.6,0.23,1.92,87.1,7.05,0.139,0.347,0.87,9.72,0.43,v2,58.4,0.47,59.5,64,0.64,37257,6.5,0.766,v1,class8
3.7,55326,44.7,1.77,19410,0.169,81.7,60,4.65,6.4,50.3,v2,0.684,84.1,4204,803,0.645,6.12,0.24,305,30.2,0.31,1.38,98.6,8.48,0.596,0.621,0.49,9.05,0.25,v1,61.4,0.39,18.5,55.1,0.72,51292,8.29,0.748,v1,class7
3.4,49769,38.6,3.3,73198,0.267,78.9,70,4.66,5.3,52.6,v2,0.625,47.3,6286,752,0.644,6.06,0.41,580,26.3,0.28,3.31,86.7,7.06,0.275,0.599,0.9,9.1,0.46,v2,52.9,0.42,59.8,66.4,0.78,56915,6.59,0.685,v1,class3
3.59,47157,51.1,1.83,22689,0.315,78.3,55,4.27,6.2,51.1,v2,0.645,97.3,7006,751,0.38,5.71,0.17,749,26.6,0.29,2,89.6,7.82,0.192,0.414,0.98,9.73,0.23,v2,53.4,0.37,82.8,64.4,0.74,17298,7.48,0.752,v2,class6
2.58,53689,41.3,2.53,91159,0.168,77.7,87,4.26,7.2,55.7,v1,0.685,91.3,4165,807,0.603,5.81,0.28,598,24.8,0.21,3.67,86.7,7.04,0.165,0.363,0.49,9.33,0.43,v2,48.5,0.55,88.1,71.1,0.63,74334,7.11,0.843,v2,class4
3.66,53450,51.2,2,59497,0.145,77.9,93,4.37,8.1,52.3,v1,0.659,75.6,5988,745,0.847,3.43,0.34,647,28,0.32,3.25,81.7,7.35,0.885,0.622,0.39,9.59,0.21,v1,55.1,0.45,74.6,56.2,0.31,66448,7.15,0.819,v2,class6
3.44,54135,30.6,2.28,55133,0.155,82.2,94,4.66,3.7,50.2,v2,0.639,81.2,5827,750,0.647,5.98,0.68,814,26,0.18,3.99,89.3,8.55,0.478,0.447,0.98,8.48,0.41,v1,61.8,0.56,69.1,72.6,0.83,53058,6.32,0.728,v3,class8
3.65,51922,40,2.9,59756,0.495,75.7,92,4.49,9.5,52.5,v1,0.644,50.7,6159,785,0.433,3.95,0.51,793,32.9,0.24,3.29,83.8,7.74,0.168,0.615,0.85,9.12,0.49,v2,46.9,0.46,19,71.5,0.5,26388,6.31,0.732,v3,class5
3.81,48873,39.8,2.76,29394,0.315,72.8,80,4.59,8.5,50.2,v1,0.64,75.3,4515,761,0.597,6.17,0.73,791,26.6,0.4,1.16,72.5,8.37,0.109,0.619,0.88,9.06,0.62,v1,59,0.34,69.9,70.4,0.89,81155,6.58,0.744,v3,class2
2.22,47795,20.9,0.86,18935,0.495,81.4,65,4.24,8.4,51.6,v2,0.608,81.9,7058,804,0.879,3.05,0.5,595,27.5,0.23,1.93,95.5,7.24,0.851,0.444,0.64,8.24,0.29,v1,50.9,0.45,47.2,60.2,0.82,55399,7.67,0.808,v1,class3
3.72,50891,37.4,1.9,66085,0.316,71.7,60,4.36,8.8,50.2,v1,0.655,73.5,7234,805,0.595,4.41,0.46,652,33.7,0.15,1.18,82.4,7.39,0.579,0.369,0.81,9.03,0.62,v1,56.2,0.56,23.7,57.8,0.46,39814,7.07,0.832,v3,class5
1.92,49851,51.2,3.31,25834,0.307,76.9,94,4.6,6.2,54.9,v2,0.593,95.4,6643,742,0.612,6.22,0.64,595,29.1,0.26,1.57,81.8,6.82,0.734,0.329,0.83,9.48,0.34,v1,53.6,0.5,26.1,70.2,0.34,50470,8.21,0.757,v1,class2
3.71,46978,27.9,2.09,67716,0.156,79.5,68,4.65,8.5,52.4,v1,0.864,87.4,5388,771,0.614,6.22,0.7,792,33.6,0.2,2.14,82.7,7.04,0.368,0.605,0.84,9.13,0.32,v1,58.4,0.53,21.3,71,0.27,27057,6.65,0.791,v3,class2
1.31,52419,38.2,2.48,39944,0.184,76.1,90,4.65,8.6,54.6,v2,0.65,91.3,5610,788,0.291,6.14,0.36,763,26.5,0.32,0.89,79.2,6.96,0.127,0.462,0.88,9.8,0.25,v2,48.2,0.34,62.3,54.9,0.82,34408,7.2,0.713,v2,class5
3.76,54857,45,3.23,24473,0.495,72.6,87,4.69,5.2,50.2,v2,0.608,97.7,4319,809,0.643,4.22,0.16,699,26.5,0.22,1.99,85,6.8,0.456,0.605,0.98,9.05,0.36,v1,59.1,0.38,21.2,64,0.51,50190,7.02,0.739,v1,class5
3.32,53865,39.4,1.84,86180,0.315,77.8,85,4.54,5.2,50.7,v2,0.854,76,5905,809,0.451,3.84,0.71,472,26.2,0.21,1.51,96.4,6.78,0.656,0.432,0.41,9.1,0.57,v2,61.1,0.62,24.8,72.4,0.64,42956,7.23,0.83,v2,class6
3.82,48981,16.6,0.69,58154,0.163,77.6,52,4.62,9.5,52.4,v2,0.538,76.3,4832,743,0.713,3.3,0.42,766,24.2,0.17,2.96,73.4,6.99,0.119,0.337,0.79,9.86,0.52,v2,58.6,0.45,19.1,71.2,0.64,42580,7.18,0.739,v2,class4
3.86,53203,21.9,1.83,55525,0.333,72.6,72,4.24,7.4,53.6,v1,0.683,75.8,5199,744,0.662,6.16,0.65,595,26.2,0.34,2.24,90.9,7.01,0.643,0.591,0.79,9.26,0.3,v2,48.6,0.45,25.1,61.2,0.83,42733,7.32,0.83,v2,class7
2.79,51992,34.2,1.6,86976,0.145,76.2,77,4.4,3.6,53.9,v1,0.69,90.4,7454,809,0.585,6.19,0.39,651,30.8,0.4,2.89,82.7,7.06,0.212,0.357,0.7,8.85,0.24,v2,59.6,0.45,24.3,64.9,0.3,47221,7.15,0.707,v1,class2
3.3,51055,25.8,0.69,32755,0.286,79.6,61,4.37,5.7,52.8,v2,0.864,98.5,5133,783,0.266,3.09,0.59,767,32.1,0.25,1.14,73.3,7.42,0.28,0.593,0.86,9.08,0.44,v2,59,0.35,18.7,70,0.63,53749,8.38,0.825,v3,class3
2.87,53273,51.2,2.55,24184,0.166,78.5,72,4.56,6.4,52.6,v2,0.66,70.2,6518,762,0.713,6.28,0.69,609,25.6,0.45,2.79,75.1,8.17,0.265,0.356,0.87,9.79,0.21,v2,47.6,0.44,18,58.9,0.31,49735,6.58,0.751,v1,class6
1.49,53247,43.7,1.91,85731,0.425,77.5,67,4.44,6.2,52.1,v2,0.648,80.8,7364,762,0.311,6.01,0.69,675,29.6,0.15,3.17,79,8.13,0.252,0.344,0.56,9.43,0.32,v1,60,0.41,64.3,70.7,0.2,46759,6.58,0.804,v3,class2
1.22,55031,47.2,0.75,48127,0.165,77.4,73,4.46,4.4,52.5,v2,0.681,83.5,6759,741,0.65,6.09,0.73,470,25.2,0.31,2.03,98.4,6.9,0.112,0.445,0.6,8.79,0.26,v1,48.1,0.44,74,55.8,0.23,23652,7.09,0.684,v3,class4
1.21,53380,39.9,2.03,89773,0.152,71.4,93,4.69,7.5,50.2,v2,0.723,59.8,4204,804,0.367,4.15,0.22,817,30.7,0.46,2.12,76,7.58,0.649,0.371,0.79,9.06,0.31,v2,54.2,0.38,25.1,70,0.19,76324,7.29,0.741,v3,class1
3.72,55708,16.6,2.05,31758,0.496,79.1,71,4.67,8.3,55.1,v1,0.638,89.3,7391,760,0.681,5.97,0.17,316,24,0.26,1.45,97.3,6.99,0.211,0.623,0.92,9.13,0.26,v2,59.3,0.42,59.8,59.8,0.45,23521,7.35,0.825,v2,class1
3.24,55606,46.9,0.36,23940,0.282,79.3,82,4.59,7.9,52.7,v1,0.645,81.5,6387,749,0.472,4.98,0.57,811,32.7,0.28,3.08,80.1,8.14,0.876,0.348,0.71,9.08,0.62,v2,51,0.43,88.3,59.2,0.69,18681,6.59,0.764,v2,class8
2.14,52719,51.3,1.97,21097,0.257,71,92,4.66,8.1,50.2,v1,0.683,83.3,6407,775,0.594,4.4,0.6,813,27.1,0.45,1.03,83.7,8.61,0.849,0.552,0.5,9.33,0.31,v2,50.1,0.48,62,63.9,0.64,17342,6.86,0.724,v3,class3
1.97,51339,51.3,2.91,62836,0.315,79,93,4.38,5.9,50.3,v1,0.673,95.6,7392,745,0.643,6.15,0.37,336,29.9,0.43,4.15,76.9,7.05,0.195,0.613,0.97,9.09,0.26,v1,60.3,0.45,56.5,70.9,0.53,23566,6.58,0.732,v1,class2
3.5,54414,20.8,1.93,59269,0.152,75,69,4.49,7.6,50.2,v1,0.692,80.4,4374,805,0.275,5.55,0.63,732,29.6,0.46,1.96,72.1,6.98,0.524,0.617,0.96,9.07,0.47,v2,62,0.55,59.7,57,0.88,54642,7.29,0.723,v1,class4
3.88,47826,44.1,1.84,34819,0.354,77.7,83,4.67,8.7,50.8,v2,0.645,97.4,6062,764,0.472,6.22,0.68,818,31.9,0.42,1.31,97.2,6.71,0.234,0.361,0.85,8.83,0.24,v1,61.5,0.49,21.8,65.7,0.76,15359,8.13,0.812,v2,class5
3.57,55336,20.7,1.68,57886,0.316,77.2,70,4.56,7.1,52.9,v2,0.656,98.2,7325,763,0.401,3.88,0.4,610,32.2,0.46,0.57,80.9,6.88,0.278,0.357,0.72,9.29,0.55,v1,53.8,0.38,52.4,64.3,0.52,82138,6.95,0.786,v1,class7
3.23,53916,38.4,1.83,22964,0.459,77.4,72,4.49,5.6,52.7,v1,0.488,76,6363,745,0.387,4.76,0.5,369,24.4,0.29,1.01,74.1,7.06,0.217,0.618,0.79,9.08,0.34,v1,60.9,0.44,78.9,55.7,0.27,51995,8.22,0.76,v1,class4
3.82,52275,38.5,2.2,91321,0.149,74.3,85,4.32,4.8,50.4,v1,0.775,62.6,5046,807,0.65,6.25,0.36,821,28.2,0.17,0.53,71.6,8.14,0.852,0.325,0.71,9.24,0.29,v1,57.8,0.63,22.8,70.4,0.57,56338,6.36,0.729,v3,class2
3.47,51471,43.8,1.84,82092,0.245,82.9,94,4.28,6.3,51.9,v1,0.696,98.7,4563,806,0.487,5.31,0.14,330,30.5,0.29,1.3,78.9,7.97,0.122,0.479,0.92,9.17,0.61,v2,52,0.45,60.1,55.9,0.29,58063,7.19,0.751,v2,class2
2.42,55373,13.5,2.41,72777,0.496,78.3,70,4.24,4.3,52.7,v2,0.864,80.4,6490,749,0.604,6.15,0.15,823,26.4,0.26,0.54,82.2,7.93,0.168,0.332,0.93,9.49,0.33,v2,59.7,0.46,60.1,72.7,0.25,16748,7.59,0.725,v3,class4
1.76,53296,48.1,3.05,22405,0.316,74.5,68,4.64,5.9,51.5,v2,0.863,79.1,4761,759,0.764,4.03,0.68,609,24.1,0.24,0.39,96.3,7.06,0.189,0.624,0.96,9.4,0.61,v2,59.5,0.37,69,56.3,0.6,23108,7.48,0.772,v2,class1
2.3,46526,51,1.83,56224,0.186,74.3,94,4.53,9.1,51.5,v1,0.671,95.2,4470,806,0.645,6.34,0.26,813,23.9,0.29,2.27,78.9,6.74,0.687,0.616,0.97,9.23,0.27,v2,61.4,0.36,24.9,72.8,0.32,59464,7.64,0.769,v2,class4
2.22,48980,37,1.18,79156,0.169,81.9,51,4.56,5.1,52.3,v1,0.671,86,7112,750,0.833,4.76,0.61,357,33.8,0.28,2.39,68.9,8.05,0.125,0.624,0.65,9.04,0.27,v1,59.7,0.6,27.4,55,0.84,79322,7.19,0.832,v2,class8
3.64,52936,13,0.64,58063,0.497,72.6,82,4.33,6,50.6,v1,0.646,95.7,5179,761,0.647,3.13,0.41,812,25.5,0.22,2.59,81.2,6.74,0.172,0.624,0.5,9.06,0.52,v1,60.4,0.43,31.3,58.2,0.89,14531,7.58,0.787,v1,class5
1.79,49937,28.5,2.06,49261,0.476,78,69,4.48,7.8,53.1,v2,0.69,97.7,4377,803,0.567,4.07,0.36,599,26.4,0.35,4.13,90.1,6.81,0.844,0.617,0.46,9.01,0.34,v2,61.6,0.34,74.2,70.3,0.86,48351,6.72,0.701,v2,class4
1.85,46616,32.3,2.55,87391,0.168,72,70,4.33,3.4,51.2,v2,0.678,77.1,5136,807,0.644,6.31,0.57,307,29.7,0.45,1.25,94.3,7.18,0.28,0.449,0.8,9.65,0.62,v2,58.6,0.49,59.8,59.4,0.31,71065,7.45,0.761,v2,class4
3.51,55169,39.6,2.03,24141,0.165,76.1,87,4.7,9,51.7,v2,0.593,95.2,6029,756,0.328,5.59,0.39,680,30.5,0.23,0.84,79,6.71,0.234,0.459,0.97,9.38,0.35,v2,54.6,0.44,19.6,58.6,0.54,45997,6.58,0.693,v1,class4
1.81,54001,11.9,0.79,49714,0.497,78.8,66,4.65,6.2,50.2,v2,0.71,74.8,4803,751,0.648,5.42,0.55,237,34.1,0.22,3.83,83,7.37,0.462,0.475,0.45,9.1,0.3,v2,51.7,0.37,19.6,72.8,0.25,23363,7.62,0.748,v1,class3
1.65,52170,25.1,2.91,25280,0.354,79.5,93,4.63,8.5,52.4,v1,0.685,77.3,6311,760,0.642,6.2,0.14,427,32.2,0.15,0.45,93,7.26,0.133,0.44,0.68,9.1,0.6,v2,59.9,0.63,62.4,62.3,0.47,57366,6.39,0.772,v3,class6
3.51,49438,51.1,0.54,87524,0.316,77.6,91,4.55,5.1,50.2,v1,0.712,56,4780,752,0.251,6.37,0.37,608,26.3,0.28,2.56,87.4,7.01,0.234,0.328,0.76,9.12,0.62,v1,48.3,0.53,68.3,60,0.8,37916,7.53,0.776,v2,class3
3.84,56366,40,2.82,21334,0.497,75.5,93,4.69,7.9,51.2,v1,0.568,97.6,4813,740,0.642,6.26,0.71,315,30.4,0.46,2.16,80.8,7,0.494,0.529,0.66,9.05,0.25,v1,50.4,0.4,27.1,72.5,0.35,36209,6.81,0.788,v3,class5
3.46,53366,35.5,2.37,60249,0.316,76.7,68,4.27,5.1,50.3,v2,0.674,99,4303,758,0.644,3.13,0.42,818,34.7,0.45,3.86,83,8.67,0.222,0.626,0.96,9.56,0.43,v2,51.2,0.37,21.7,60.4,0.83,72601,7.08,0.85,v1,class6
3.36,51031,49.6,2.03,59016,0.167,73.5,71,4.27,9.2,52.3,v2,0.67,81.1,6235,769,0.401,6.09,0.55,651,27.3,0.33,2.7,91.2,7.51,0.704,0.529,0.6,9.53,0.47,v1,60.2,0.45,21,58.4,0.63,26515,6.28,0.708,v3,class4
2.47,55746,13.8,1.83,24463,0.168,81,89,4.64,4.2,50.9,v1,0.647,81.3,6953,759,0.649,5.4,0.72,563,30,0.16,2.31,68.9,7.5,0.151,0.473,0.87,9.36,0.28,v2,53.4,0.42,86,71.4,0.79,36108,7.51,0.839,v3,class8
2.37,51724,40.4,2.38,90547,0.431,77,70,4.42,8.1,54.9,v1,0.486,98.7,5193,786,0.642,4.74,0.64,459,29.7,0.18,3.99,91.6,7.01,0.178,0.612,0.93,9.59,0.21,v2,60.9,0.42,21.8,65.2,0.36,54923,6.59,0.702,v1,class2
1.88,54450,51,0.39,59668,0.166,80.6,94,4.32,7.3,50.2,v2,0.645,91.2,4617,758,0.241,4.96,0.44,595,29.2,0.26,2.28,80.4,6.69,0.142,0.438,0.92,9.83,0.25,v1,49.8,0.61,37.1,67.2,0.35,59817,6.59,0.704,v2,class3
3.6,48765,39.6,0.63,55588,0.152,77.8,71,4.63,4,55.3,v1,0.484,75.3,5398,741,0.234,6,0.61,650,28.1,0.33,3.06,84.6,7.06,0.118,0.623,0.88,9.49,0.26,v2,59.9,0.61,45.3,63.5,0.8,56054,6.59,0.79,v3,class2
1.59,56136,41.5,3.09,23308,0.316,79.6,93,4.31,8.9,50.4,v2,0.863,92.2,7100,740,0.666,5.51,0.61,811,29.6,0.29,4.12,68.1,7.02,0.766,0.515,0.88,9.13,0.45,v2,58.8,0.44,82.9,72.7,0.65,86339,7.87,0.747,v2,class7
3.34,53488,16,1.84,35732,0.213,78.2,86,4.65,9,53.3,v2,0.649,99.2,5853,778,0.247,6.27,0.19,438,34.2,0.35,1.58,91.8,6.84,0.217,0.492,0.94,9.11,0.56,v2,51.9,0.45,19.8,54.7,0.76,74897,7.47,0.791,v3,class6
3.28,55307,22.7,2.98,25049,0.146,77.8,94,4.44,6.8,52.8,v1,0.863,80.3,5462,747,0.536,3.8,0.47,821,34.4,0.29,2.38,86.6,7.01,0.288,0.485,0.8,9.76,0.42,v2,58.9,0.42,22.3,61.3,0.63,24482,6.61,0.748,v1,class1
3.78,48233,24.8,2.09,55001,0.168,75.2,86,4.6,8.4,52.8,v1,0.632,75.5,7124,748,0.613,3.99,0.3,551,24.4,0.23,3.85,64.8,7.45,0.727,0.61,0.93,9.88,0.28,v2,52.7,0.43,26.7,63.7,0.2,55114,6.5,0.821,v2,class4
3.67,53960,41.5,3.18,59164,0.241,71.6,66,4.27,5.9,52.6,v1,0.646,80.2,5490,786,0.519,5.15,0.17,789,33.5,0.46,0.43,95.2,8.04,0.465,0.333,0.91,9.03,0.61,v1,51,0.45,21.1,63.9,0.61,17071,6.72,0.724,v3,class3
2.62,53909,24.9,2.23,24795,0.316,71.9,83,4.43,4.5,51.6,v2,0.62,99.1,6496,787,0.642,6.24,0.42,595,26.5,0.22,2.37,81.5,6.93,0.195,0.574,0.86,9.41,0.42,v2,59.7,0.35,20.4,71.2,0.89,56436,7.42,0.761,v2,class1
2.73,51775,38.2,1.83,22674,0.17,77.6,66,4.5,8.3,50.2,v2,0.67,81.3,5532,747,0.621,5.24,0.16,598,28.7,0.47,1.18,79,7.02,0.257,0.538,0.56,9.04,0.46,v2,58.3,0.41,59.8,54.9,0.45,63806,7.1,0.718,v2,class3
3.77,55086,15,2.09,57282,0.145,75.8,56,4.66,5.9,50.2,v2,0.686,38,6454,810,0.246,3.38,0.5,394,29.2,0.46,3.88,92.3,6.72,0.289,0.504,0.86,9.05,0.21,v2,58.1,0.43,21.8,55.7,0.67,59446,6.57,0.741,v1,class5
3.1,47152,15.4,1.93,80057,0.17,74.4,93,4.29,5.5,55.7,v1,0.533,54.3,6500,746,0.645,6.16,0.45,608,24.1,0.17,1.74,72.9,7.18,0.288,0.621,0.72,9.11,0.39,v1,57.2,0.62,75,59.7,0.44,56466,6.95,0.756,v1,class4
3.19,54656,40,1.85,76808,0.262,74.6,93,4.28,7.6,50.2,v2,0.864,96.3,6888,805,0.25,6.13,0.67,439,30.3,0.22,1.38,93.4,6.93,0.322,0.453,0.95,9.82,0.62,v1,61.6,0.54,25,70.3,0.88,50494,7.49,0.809,v1,class1
3.3,55461,33.7,1.34,34815,0.315,79.3,76,4.7,5.3,50.2,v2,0.625,94.4,5937,802,0.731,6.03,0.61,609,34.3,0.17,1.1,88.5,8.27,0.634,0.577,0.62,9.03,0.22,v2,60.6,0.38,22.7,61.5,0.88,28239,6.91,0.734,v2,class3
2.75,50473,36.8,1.96,50083,0.159,79.8,53,4.48,7.1,52.8,v2,0.649,78.6,6435,791,0.508,5.9,0.18,823,33.9,0.22,0.64,88.8,7.48,0.23,0.345,0.79,9.43,0.46,v2,51.6,0.41,72,62.8,0.8,23297,7.05,0.763,v1,class3
1.57,50077,51.2,0.93,31256,0.497,77.6,90,4.44,4.3,52.9,v2,0.69,96.4,6442,805,0.234,5.53,0.64,605,25.2,0.29,0.96,89.3,6.68,0.165,0.357,0.8,9.67,0.6,v2,62.2,0.5,58.4,63.6,0.34,58770,6.84,0.705,v3,class4
2.46,46891,45,1.77,86489,0.315,76.9,90,4.56,8.6,54.7,v1,0.759,86.5,5051,760,0.801,6.32,0.14,388,26.5,0.29,3.23,73.4,6.94,0.204,0.491,0.55,9.25,0.47,v1,50.9,0.44,58.6,61.5,0.64,35404,8.19,0.737,v2,class2
3.59,53190,51.1,2.15,53995,0.316,79.5,82,4.67,8.6,51.1,v2,0.855,64.5,5328,802,0.734,6.12,0.38,822,30.2,0.23,3.55,96.4,6.81,0.36,0.335,0.95,8.78,0.38,v2,53.3,0.36,60.6,71.6,0.44,15665,7.19,0.745,v2,class7
