@relation R_data_frame

@attribute V1 numeric
@attribute V2 {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute V3 {1,2,3}
@attribute V4 {1,2,3,4}
@attribute V5 {1,2}
@attribute V6 numeric
@attribute V7 {1,2}
@attribute V8 {1,2}
@attribute V9 {1,2,3}
@attribute V10 numeric
@attribute V11 {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 {1,2,3,4}
@attribute Class {1,2}

@data
43,1,2,2,1,1807,2,2,3,30,9,711,1,-1,0,4,1
35,8,2,2,1,0,1,1,3,30,9,147,9,-1,0,4,1
55,5,1,1,1,3629,2,1,3,30,9,87,1,-1,0,4,1
42,5,2,3,1,2440,2,1,3,30,9,199,2,-1,0,4,1
55,1,3,2,1,1854,2,1,3,30,9,34,2,-1,0,4,1
30,2,3,2,1,931,2,1,3,30,9,65,7,-1,0,4,1
53,5,2,3,1,146,1,1,3,30,9,150,1,-1,0,4,1
50,5,2,3,1,11528,2,1,3,30,9,57,1,-1,0,4,1
55,10,1,3,1,0,2,1,3,30,9,234,1,-1,0,4,1
35,2,3,1,1,293,2,1,3,30,9,521,2,-1,0,4,1
58,6,2,2,1,987,2,1,3,30,9,555,1,-1,0,4,1
56,8,1,4,1,1877,2,1,3,30,9,86,1,-1,0,4,1
42,2,1,2,1,685,2,1,3,30,9,204,4,-1,0,4,1
38,5,1,3,1,4425,2,1,3,30,9,162,1,-1,0,4,1
30,2,2,1,1,-430,2,1,3,30,9,648,5,-1,0,4,1
35,3,2,3,1,512,2,1,3,30,9,659,1,-1,0,4,1
28,2,1,1,1,410,2,1,3,30,9,867,3,-1,0,4,1
41,7,3,3,1,3950,2,1,3,30,9,96,2,-1,0,4,1
43,2,2,2,1,1559,2,1,3,30,9,123,1,-1,0,4,1
51,3,2,3,1,267,2,1,3,30,9,56,1,-1,0,4,1
45,1,2,2,1,840,2,1,3,30,9,54,3,-1,0,4,1
27,2,2,1,1,713,2,1,3,30,9,152,4,-1,0,4,1
39,2,2,1,1,882,2,1,3,30,9,25,4,-1,0,4,1
49,2,2,1,1,130,1,1,3,30,9,139,2,-1,0,4,1
32,8,3,2,1,1659,2,1,3,30,9,120,6,-1,0,4,1
39,7,2,3,1,3246,2,1,3,30,9,491,1,-1,0,4,1
43,2,3,1,1,30,2,1,3,30,9,379,17,-1,0,4,1
40,10,2,2,1,-28,2,2,3,30,9,289,2,-1,0,4,1
35,2,1,2,1,52,2,1,3,30,9,574,1,-1,0,4,1
45,2,2,4,1,818,2,1,3,30,9,343,3,-1,0,4,1
26,10,3,3,1,686,2,1,3,30,9,98,2,-1,0,4,1
52,5,1,3,1,2909,2,1,3,30,9,110,1,-1,0,4,1
50,10,2,2,1,1093,2,1,3,30,9,319,1,-1,0,4,1
42,5,2,2,1,1607,2,1,3,30,9,108,1,-1,0,4,1
38,10,2,2,1,226,2,1,3,30,9,762,3,-1,0,4,2
35,5,2,3,1,-65,2,1,3,30,9,80,3,-1,0,4,1
35,5,3,3,1,4,2,1,3,30,9,449,1,-1,0,4,1
39,5,2,2,1,1034,2,1,3,30,9,306,1,-1,0,4,1
32,2,2,2,1,-63,2,1,3,30,9,198,1,-1,0,4,1
40,2,2,2,1,737,2,1,3,30,9,135,2,-1,0,4,1
42,11,2,2,1,8131,2,1,3,30,9,69,1,-1,0,4,1
37,8,2,3,1,0,2,1,3,30,9,55,1,-1,0,4,1
40,5,2,3,1,0,2,1,3,30,9,138,1,-1,0,4,1
46,8,2,2,1,1227,2,2,3,30,9,135,1,-1,0,4,1
42,8,2,2,1,508,2,1,3,30,9,70,1,-1,0,4,1
33,2,3,2,1,-147,2,1,3,30,9,652,2,-1,0,4,1
35,1,3,3,1,0,1,1,3,30,9,327,1,-1,0,4,1
55,2,2,1,1,828,2,1,3,30,9,246,1,-1,0,4,1
43,2,2,1,2,1202,1,1,3,30,9,295,1,-1,0,4,1
52,10,2,3,1,1405,2,2,3,30,9,255,1,-1,0,4,1
60,2,2,2,1,2620,2,1,3,30,9,523,1,-1,0,4,1
49,10,3,2,1,74,2,1,3,30,9,130,1,-1,0,4,1
58,6,2,2,1,1874,1,1,3,30,9,103,5,-1,0,4,1
29,1,2,2,1,396,2,1,3,30,9,205,2,-1,0,4,1
37,5,2,3,1,569,2,1,3,30,9,92,1,-1,0,4,1
36,2,3,2,1,366,2,2,3,30,9,1133,2,-1,0,4,2
37,10,3,2,1,428,2,1,3,30,9,107,1,-1,0,4,1
45,4,1,1,1,413,2,1,3,30,9,65,1,-1,0,4,1
51,1,2,2,1,4178,2,1,3,30,9,556,1,-1,0,4,1
40,5,2,3,1,2147,2,1,3,30,9,115,1,-1,0,4,1
43,2,2,2,1,1096,1,2,3,30,9,180,1,-1,0,4,1
41,1,3,3,1,1455,2,1,3,30,9,87,1,-1,0,4,1
35,10,3,2,1,-54,2,1,3,30,9,70,2,-1,0,4,1
54,5,1,3,1,129,2,1,3,30,9,132,1,-1,0,4,1
36,5,2,3,1,722,2,1,3,30,9,312,1,-1,0,4,1
42,5,2,3,1,1767,2,1,3,30,9,283,1,-1,0,4,1
29,5,2,3,1,1671,2,1,3,30,9,182,1,-1,0,4,1
45,2,2,2,1,130,2,1,3,30,9,127,1,-1,0,4,1
37,5,1,3,1,241,2,1,3,30,9,126,1,-1,0,4,1
36,8,2,2,1,-260,2,1,3,30,9,91,2,-1,0,4,1
45,2,2,2,1,1964,2,1,3,30,9,78,1,-1,0,4,1
38,5,2,3,1,12855,2,1,3,30,9,417,1,-1,0,4,1
50,8,2,2,1,992,2,1,3,30,9,407,1,-1,0,4,1
38,1,1,2,1,661,2,1,3,30,9,160,1,-1,0,4,1
49,1,2,2,1,-209,1,1,3,30,9,171,1,-1,0,4,1
59,6,2,2,1,8107,1,1,3,30,9,210,1,-1,0,4,1
37,5,1,2,1,16,2,1,3,30,9,638,1,-1,0,4,2
46,5,2,3,1,583,2,1,3,30,9,135,3,-1,0,4,1
37,2,2,2,1,-510,2,1,3,30,9,461,1,-1,0,4,1
35,5,3,3,1,565,2,1,3,30,9,763,1,-1,0,4,2
48,1,1,2,1,132,2,1,3,30,9,171,1,-1,0,4,1
48,10,2,2,2,0,1,1,3,30,9,682,1,-1,0,4,2
28,1,2,2,1,7707,2,1,3,30,9,68,2,-1,0,4,1
38,5,3,3,1,-974,2,1,3,30,9,120,3,-1,0,4,1
34,8,2,2,1,457,2,1,3,30,9,67,2,-1,0,4,1
37,2,2,2,1,421,1,2,3,30,9,381,2,-1,0,4,1
41,1,1,2,1,2397,2,1,3,30,9,278,2,-1,0,4,1
36,5,3,3,1,1089,2,1,3,30,9,126,1,-1,0,4,1
42,10,2,2,1,-350,2,2,3,30,9,149,1,-1,0,4,1
54,10,1,2,1,814,2,1,3,30,9,95,1,-1,0,4,1
37,5,3,2,1,3167,2,1,3,30,9,197,1,-1,0,4,1
34,5,2,3,1,362,2,1,3,30,9,38,3,-1,0,4,1
32,2,3,1,1,315,2,1,3,30,9,61,2,-1,0,4,1
31,2,2,4,2,-13,2,1,3,30,9,176,4,-1,0,4,1
27,8,3,2,1,437,2,2,3,30,9,275,2,-1,0,4,1
33,2,2,1,1,1002,2,1,3,30,9,201,4,-1,0,4,1
57,6,3,3,1,2528,2,2,3,30,9,724,1,-1,0,4,1
29,5,2,3,1,239,2,1,3,30,9,143,4,-1,0,4,1
32,8,2,2,1,241,1,1,3,30,9,197,3,-1,0,4,1
51,5,1,3,1,986,1,1,3,30,9,143,2,-1,0,4,1
54,2,1,2,1,154,2,1,3,30,9,197,12,-1,0,4,1
45,10,2,2,1,3601,2,1,3,30,9,536,2,-1,0,4,1
35,5,3,3,1,644,2,1,3,30,9,120,2,-1,0,4,1
38,1,1,2,1,19,2,1,3,30,9,604,2,-1,0,4,2
43,1,1,3,1,1440,2,2,3,30,9,254,1,-1,0,4,1
53,10,2,2,1,2647,2,1,3,30,9,121,1,-1,0,4,1
36,2,2,1,1,243,2,2,3,30,9,118,2,-1,0,4,1
49,1,1,2,1,169,2,1,3,30,9,447,1,-1,0,4,1
39,2,1,2,1,160,2,1,3,30,9,151,2,-1,0,4,1
58,6,2,1,1,590,2,1,3,30,9,114,2,-1,0,4,1
40,8,2,1,1,1082,2,1,3,30,9,854,2,-1,0,4,2
40,5,2,2,1,6695,2,1,3,30,9,115,1,-1,0,4,1
42,11,1,2,1,1713,2,1,3,30,9,855,2,-1,0,4,2
44,5,2,3,1,5282,2,1,3,30,9,274,1,-1,0,4,1
37,8,2,2,1,-5,2,2,3,30,9,43,2,-1,0,4,1
53,10,1,1,1,7290,2,1,3,30,9,153,1,-1,0,4,1
38,10,2,2,1,175,2,1,3,30,9,264,1,-1,0,4,1
36,4,2,2,1,419,2,1,3,30,9,251,1,-1,0,4,1
46,5,1,3,1,14481,2,1,3,30,9,1269,1,-1,0,4,2
44,5,1,3,1,1379,2,1,3,30,9,119,1,-1,0,4,1
32,1,2,2,1,1974,2,1,3,30,9,104,3,-1,0,4,1
50,2,2,1,1,1290,2,1,3,30,9,65,14,-1,0,4,1
39,10,3,3,1,4660,1,1,3,30,9,53,2,-1,0,4,1
55,11,3,1,1,5,2,1,3,30,9,63,2,-1,0,4,1
35,2,2,1,1,2205,2,1,3,30,9,199,3,-1,0,4,1
55,5,2,2,1,11743,2,1,3,30,9,75,1,-1,0,4,1
36,2,2,1,1,287,2,1,3,30,9,157,3,-1,0,4,1
32,5,2,3,1,132,2,1,3,30,9,565,2,-1,0,4,1
50,10,2,2,1,2062,1,1,3,30,9,165,1,-1,0,4,1
50,5,2,3,1,1158,2,1,3,30,9,150,1,-1,0,4,1
40,5,3,3,1,-199,2,2,3,30,9,109,1,-1,0,4,1
52,2,2,1,1,2144,2,1,3,30,9,60,1,-1,0,4,1
40,1,1,2,1,-105,2,1,3,30,9,385,2,-1,0,4,1
55,8,2,4,1,1210,2,1,3,30,9,868,1,-1,0,4,1
59,6,2,2,1,4414,2,1,3,30,9,161,1,-1,0,4,1
51,10,2,2,1,4924,2,1,3,30,9,448,1,-1,0,4,1
51,5,2,2,1,2632,1,1,3,30,9,137,1,-1,0,4,1
36,11,3,3,1,577,2,1,3,30,9,155,1,-1,0,4,1
40,1,2,2,1,1597,2,1,3,30,9,633,1,-1,0,4,1
37,7,1,3,1,1513,1,1,3,30,9,510,1,-1,0,4,1
51,2,2,2,1,1440,2,1,3,30,9,309,1,-1,0,4,1
58,7,2,2,1,1407,2,1,3,30,9,58,1,-1,0,4,1
39,10,2,3,1,123,2,1,3,30,9,127,1,-1,0,4,1
26,2,3,2,1,2,2,1,3,30,9,170,4,-1,0,4,1
41,2,2,2,1,629,2,2,3,30,9,208,2,-1,0,4,1
49,10,2,1,1,2343,2,1,3,30,9,129,2,-1,0,4,1
41,3,2,1,1,740,2,1,3,30,9,134,3,-1,0,4,1
41,2,2,2,1,438,2,1,3,30,9,129,3,-1,0,4,1
34,10,2,2,1,650,2,1,3,30,9,184,2,-1,0,4,1
49,10,2,2,1,2344,2,1,3,30,9,371,2,-1,0,4,1
45,1,2,2,1,820,2,1,3,30,9,145,2,-1,0,4,1
41,8,2,2,1,96,2,1,3,30,9,136,2,-1,0,4,1
53,5,2,3,1,3911,2,2,3,30,9,63,2,-1,0,4,1
42,2,2,2,1,2441,2,1,3,30,9,143,1,-1,0,4,1
51,5,2,3,1,0,2,1,3,30,9,151,1,-1,0,4,1
32,2,2,2,1,419,2,1,3,30,9,56,2,-1,0,4,1
47,2,2,1,1,176,2,1,3,30,9,35,1,-1,0,4,1
41,1,2,2,1,4539,1,1,3,30,9,298,3,-1,0,4,1
44,10,3,2,1,2403,2,1,3,30,9,158,1,-1,0,4,1
35,10,3,3,1,391,2,1,3,30,9,47,8,-1,0,4,1
44,1,2,2,1,14,1,2,3,30,9,827,5,-1,0,4,1
42,3,2,3,1,287,2,2,3,30,9,83,2,-1,0,4,1
44,2,3,1,1,787,2,1,3,30,9,570,2,-1,0,4,1
28,2,3,1,1,-232,2,1,3,30,9,557,2,-1,0,4,1
32,2,2,2,1,883,2,2,3,30,9,59,1,-1,0,4,1
44,1,2,2,1,734,2,1,3,30,9,38,5,-1,0,4,1
34,2,2,1,1,275,2,1,3,30,9,170,1,-1,0,4,1
37,10,2,2,1,5115,2,1,3,30,9,45,4,-1,0,4,1
60,1,2,2,1,4120,2,2,3,30,9,422,2,-1,0,4,1
45,8,2,2,1,475,2,1,3,30,9,230,2,-1,0,4,1
27,10,2,2,1,7102,2,1,3,30,9,141,9,-1,0,4,1
24,1,3,2,1,1235,2,2,3,30,9,76,3,-1,0,4,1
35,10,1,2,1,5724,2,1,3,30,9,691,10,-1,0,4,2
52,1,2,1,1,321,2,1,3,30,9,141,4,-1,0,4,1
45,2,2,2,1,159,2,2,3,30,9,251,2,-1,0,4,1
29,8,2,2,1,-443,2,1,3,30,9,238,3,-1,0,4,1
34,10,1,2,1,1451,2,1,3,30,9,1097,15,-1,0,4,2
24,10,3,2,1,278,2,1,3,30,9,111,1,-1,0,4,1
41,1,2,2,1,-111,2,1,3,30,9,84,3,-1,0,4,1
37,5,3,3,1,614,2,1,3,30,9,371,2,-1,0,4,1
51,5,1,3,1,1267,2,1,3,30,9,254,2,-1,0,4,1
37,10,3,2,1,786,2,1,3,30,9,103,2,-1,0,4,1
51,5,2,3,1,307,2,1,3,30,9,206,2,-1,0,4,1
29,7,3,3,1,121,2,1,3,30,9,1500,2,-1,0,4,2
35,2,2,2,1,535,2,1,3,30,9,265,3,-1,0,4,1
44,10,2,2,1,858,1,1,3,30,9,567,2,-1,0,4,1
27,2,2,2,1,1341,2,2,3,30,9,254,2,-1,0,4,1
43,1,2,2,1,25741,2,1,3,30,9,464,2,-1,0,4,1
32,8,2,2,1,-34,2,1,3,30,9,1236,2,-1,0,4,2
51,4,2,3,1,3122,2,1,3,30,9,33,2,-1,0,4,1
44,10,2,2,1,561,2,1,3,30,9,613,2,-1,0,4,1
45,2,2,1,1,676,2,1,3,30,9,156,4,-1,0,4,1
45,10,3,4,1,7108,2,2,3,30,9,1212,3,-1,0,4,1
57,10,2,2,1,0,2,2,3,30,9,200,2,-1,0,4,1
46,10,2,2,1,49,2,1,3,30,9,96,3,-1,0,4,1
36,2,2,2,1,740,2,1,3,30,9,171,2,-1,0,4,1
49,5,2,3,1,1216,2,2,3,30,9,244,2,-1,0,4,1
42,2,2,1,1,188,2,1,3,30,9,53,5,-1,0,4,1
51,5,2,2,1,614,2,2,3,30,9,91,2,-1,0,4,1
35,2,2,1,1,361,2,1,3,30,9,185,3,-1,0,4,1
49,5,1,3,1,-2049,2,1,3,30,9,169,3,-1,0,4,1
47,2,2,2,1,1794,2,2,3,30,9,515,2,-1,0,4,1
27,8,3,3,1,3021,2,1,3,30,9,388,7,-1,0,4,1
43,2,2,1,1,6614,1,1,3,30,9,192,4,-1,0,4,1
52,1,2,1,1,2255,2,1,3,30,9,178,2,-1,0,4,1
32,5,1,3,1,1589,2,1,3,30,9,422,9,-1,0,4,1
29,8,1,2,1,590,2,1,3,30,9,76,2,-1,0,4,1
50,11,2,2,1,3674,2,1,3,30,9,886,3,-1,0,4,2
29,7,3,3,1,579,1,1,3,30,9,296,2,-1,0,4,1
39,11,3,2,1,356,2,1,3,30,9,462,2,-1,0,4,1
51,2,2,2,1,1374,2,1,3,30,9,378,1,-1,0,4,1
35,2,2,2,1,698,2,2,3,30,9,1343,3,-1,0,4,2
32,1,1,3,1,-127,2,1,3,30,9,288,4,-1,0,4,1
39,5,2,3,1,564,2,1,3,30,9,136,2,-1,0,4,1
43,5,3,3,1,690,2,1,3,30,9,58,1,-1,0,4,1
38,5,2,3,1,2548,2,1,3,30,9,60,1,-1,0,4,1
45,5,2,3,1,2022,1,1,3,30,9,340,1,-1,0,4,1
43,1,1,2,1,729,2,1,3,30,9,668,2,-1,0,4,1
52,5,2,3,1,1065,2,2,3,30,9,159,1,-1,0,4,1
40,1,3,2,1,2002,2,1,3,30,9,113,1,-1,0,4,1
35,9,3,2,1,2960,2,1,3,30,9,123,2,-1,0,4,1
44,2,2,2,1,3224,2,1,3,30,9,306,1,-1,0,4,1
42,1,1,2,1,435,2,1,3,30,9,148,1,-1,0,4,1
29,2,2,1,1,200,2,1,3,30,9,322,2,-1,0,4,1
51,10,1,2,1,468,2,1,3,30,9,475,4,-1,0,4,1
41,4,2,3,1,783,2,1,3,30,9,130,2,-1,0,4,1
54,7,2,2,1,12159,2,1,3,30,9,183,2,-1,0,4,1
42,10,1,2,1,3043,2,2,3,30,9,224,5,-1,0,4,1
45,8,3,2,1,482,2,2,3,30,9,637,2,-1,0,4,1
42,10,2,2,1,4791,2,1,3,30,9,88,2,-1,0,4,1
53,5,2,3,1,-601,2,1,3,30,9,509,2,-1,0,4,1
48,10,2,4,1,2005,2,1,3,30,9,152,1,-1,0,4,1
35,5,3,3,1,0,2,1,3,30,9,147,1,-1,0,4,1
32,1,1,2,1,-19,2,1,3,30,9,97,2,-1,0,4,1
35,5,1,3,1,3254,1,1,3,30,9,337,3,-1,0,4,1
46,2,2,1,1,-287,2,1,3,30,9,113,3,-1,0,4,1
48,8,2,2,1,7019,2,1,3,30,9,465,3,-1,0,4,1
31,10,1,2,1,646,2,1,3,30,9,294,3,-1,0,4,1
28,5,3,3,1,0,2,1,3,30,9,224,4,-1,0,4,1
36,10,3,2,1,4136,2,1,3,30,9,812,3,-1,0,4,2
31,5,3,3,1,453,2,1,3,30,9,58,3,-1,0,4,1
49,7,2,2,1,2061,2,2,3,30,9,137,3,-1,0,4,1
43,5,2,3,1,19,2,1,3,30,9,126,2,-1,0,4,1
53,5,2,3,1,1144,2,1,3,30,9,142,2,-1,0,4,1
35,2,3,2,1,-257,2,1,3,30,9,312,7,-1,0,4,1
31,10,1,2,1,342,2,1,3,30,9,34,2,-1,0,4,1
39,10,2,4,1,839,1,1,3,30,9,825,2,-1,0,4,1
41,8,2,1,1,373,2,1,3,30,9,240,2,-1,0,4,1
56,5,2,3,1,-45,2,1,3,30,9,116,6,-1,0,4,1
37,10,2,2,1,1120,2,1,3,30,9,103,5,-1,0,4,1
37,10,2,2,1,-403,2,1,3,30,9,31,6,-1,0,4,1
31,2,3,2,1,-219,2,1,3,30,9,66,2,-1,0,4,1
51,6,2,1,1,752,2,1,3,30,9,214,2,-1,0,4,1
25,5,3,4,1,17,2,1,3,30,9,65,2,-1,0,4,1
53,8,2,2,1,2719,2,1,3,30,9,80,2,-1,0,4,1
53,2,1,1,1,2656,2,1,3,30,9,1980,2,-1,0,4,2
45,10,2,2,1,2124,2,1,3,30,9,84,3,-1,0,4,1
36,5,3,3,1,2806,2,1,3,30,9,358,4,-1,0,4,1
53,10,3,2,1,198,2,2,3,30,9,521,2,-1,0,4,1
32,1,2,2,1,305,2,1,3,30,9,200,3,-1,0,4,1
41,10,2,2,1,2990,2,1,3,30,9,62,3,-1,0,4,1
36,11,3,3,1,1316,2,1,3,30,9,265,2,-1,0,4,1
36,5,3,3,1,548,2,2,3,30,9,618,3,-1,0,4,1
27,8,3,2,1,2153,2,1,3,30,9,256,6,-1,0,4,1
36,1,2,2,1,1954,2,2,3,30,9,199,3,-1,0,4,1
32,10,3,2,1,562,2,1,3,30,9,722,3,-1,0,4,2
47,10,2,1,1,12531,2,1,3,30,9,888,3,-1,0,4,1
51,3,2,2,1,0,1,1,3,30,9,510,3,-1,0,4,1
38,5,3,3,1,126,2,1,3,30,9,355,2,-1,0,4,1
27,2,2,1,1,106,2,1,3,30,9,150,5,-1,0,4,1
41,5,1,2,1,2666,2,1,3,30,9,170,2,-1,0,4,1
49,2,2,2,1,366,2,2,3,30,9,191,3,-1,0,4,1
38,2,2,1,1,580,2,1,3,30,9,572,6,-1,0,4,1
44,10,2,2,1,0,2,1,3,30,9,243,3,-1,0,4,1
36,2,2,2,1,429,2,1,3,30,9,140,2,-1,0,4,1
55,10,2,2,1,2760,2,1,3,30,9,267,14,-1,0,4,1
47,10,2,2,1,1387,2,1,3,30,9,219,4,-1,0,4,1
48,2,2,2,1,1841,2,1,3,30,9,216,3,-1,0,4,1
27,10,3,2,1,430,2,2,3,30,9,78,3,-1,0,4,1
43,3,2,1,1,0,2,1,3,30,9,222,9,-1,0,4,1
40,5,3,3,1,402,2,1,3,30,9,243,3,-1,0,4,1
47,2,2,4,1,61,2,1,3,30,9,212,4,-1,0,4,1
44,10,1,2,1,752,2,1,3,30,9,363,3,-1,0,4,1
26,10,3,2,1,174,2,1,3,30,9,67,2,-1,0,4,1
25,2,3,2,1,352,2,1,3,30,9,156,5,-1,0,4,1
55,1,2,2,1,420,2,1,3,30,9,41,3,-1,0,4,1
38,5,2,3,1,49,1,1,3,30,9,108,3,-1,0,4,1
38,8,2,2,1,-762,2,2,3,30,9,408,2,-1,0,4,1
37,2,2,1,1,461,2,1,3,30,9,272,2,-1,0,4,1
30,2,2,2,1,119,2,1,3,30,9,281,2,-1,0,4,1
44,2,2,1,1,314,2,1,3,30,9,742,2,-1,0,4,1
35,5,3,3,1,687,2,1,3,30,9,166,2,-1,0,4,1
40,2,2,2,1,0,2,1,3,30,9,376,3,-1,0,4,1
30,8,2,2,2,-849,2,1,3,30,9,138,2,-1,0,4,1
23,8,3,3,1,363,2,1,3,30,9,16,18,-1,0,4,1
46,5,3,3,1,2904,2,1,3,30,9,984,2,-1,0,4,2
32,2,2,2,1,1484,2,1,3,30,9,363,7,-1,0,4,1
38,2,2,2,1,602,2,1,3,30,9,161,12,-1,0,4,1
44,10,2,2,1,596,2,1,3,30,9,28,3,-1,0,4,1
33,10,3,2,1,268,2,1,3,30,9,275,9,-1,0,4,1
46,3,2,2,1,1375,2,1,3,30,9,170,7,-1,0,4,1
32,5,3,3,1,127,2,1,3,30,9,66,3,-1,0,4,1
58,2,2,2,1,1025,2,1,3,30,9,199,3,-1,0,4,1
35,2,2,2,1,674,2,1,3,30,9,274,2,-1,0,4,1
50,1,3,2,1,692,2,1,3,30,9,136,8,-1,0,4,1
32,2,3,2,1,1036,2,2,3,30,9,62,2,-1,0,4,1
40,10,1,2,1,692,2,1,3,30,9,58,3,-1,0,4,1
30,10,2,2,1,1,2,1,3,30,9,189,5,-1,0,4,1
31,5,3,3,2,-365,2,1,3,30,9,319,6,-1,0,4,1
57,10,2,2,1,16063,2,1,3,30,9,352,3,-1,0,4,1
26,5,3,3,1,1004,2,1,3,30,9,228,2,-1,0,4,2
36,10,1,2,1,1285,1,1,3,30,9,230,2,-1,0,4,1
35,2,2,1,1,2708,2,1,3,30,9,178,2,-1,0,4,1
50,7,2,2,1,-465,2,1,3,30,9,42,11,-1,0,4,1
41,1,2,2,1,8238,2,2,3,30,9,124,4,-1,0,4,1
58,5,2,1,1,320,2,1,3,30,9,171,2,-1,0,4,1
55,10,2,2,1,0,2,1,3,30,9,119,2,-1,0,4,1
35,10,3,2,1,1,1,1,3,30,9,66,4,-1,0,4,1
27,8,2,2,1,271,2,1,3,30,9,130,2,-1,0,4,1
40,1,2,2,1,1538,2,1,3,30,9,390,2,-1,0,4,1
31,4,2,2,1,1,2,1,3,30,9,101,16,-1,0,4,1
37,1,3,4,1,179,1,1,3,30,9,100,3,-1,0,4,1
51,6,1,2,1,343,2,1,3,30,9,78,2,-1,0,4,1
52,2,2,1,1,2439,2,1,3,30,9,212,3,-1,0,4,1
44,1,3,2,1,946,2,1,3,30,9,181,4,-1,0,4,1
27,5,3,3,1,2061,2,1,3,30,9,72,3,-1,0,4,1
45,3,2,2,1,404,2,1,3,30,9,390,2,-1,0,4,1
54,2,2,1,1,-636,2,1,3,30,9,324,3,-1,0,4,1
23,2,3,2,1,1690,2,2,3,30,9,163,3,-1,0,4,1
59,1,2,1,1,2532,2,1,3,30,9,110,6,-1,0,4,1
41,10,3,2,1,568,2,1,3,30,9,72,2,-1,0,4,1
40,5,2,1,1,472,2,1,3,30,9,85,2,-1,0,4,1
36,2,2,2,1,0,2,1,3,30,9,54,4,-1,0,4,1
42,10,3,2,1,1037,2,1,3,30,9,231,2,-1,0,4,1
37,2,2,1,1,157,2,1,3,30,9,833,8,-1,0,4,1
42,2,2,2,1,1958,2,1,3,30,9,124,3,-1,0,4,1
40,2,2,1,1,3693,2,1,3,30,9,57,10,-1,0,4,1
42,10,1,2,1,0,2,1,3,30,9,115,6,-1,0,4,1
32,2,2,2,1,501,2,2,3,30,9,43,5,-1,0,4,1
23,2,3,2,1,5145,2,1,3,30,9,229,3,-1,0,4,1
31,10,3,2,1,1771,2,1,3,30,9,81,2,-1,0,4,1
43,8,2,2,1,192,2,2,3,30,9,273,2,-1,0,4,1
31,2,2,1,1,292,2,2,3,30,9,30,18,-1,0,4,1
29,8,3,2,1,193,2,1,3,30,9,288,2,-1,0,4,1
51,2,1,2,1,1069,2,1,3,30,9,247,2,-1,0,4,1
25,2,3,1,1,155,2,1,3,30,9,85,4,-1,0,4,1
39,8,3,2,1,-189,2,1,3,30,9,76,9,-1,0,4,1
52,2,3,4,1,905,2,1,3,30,9,170,4,-1,0,4,1
38,10,3,2,1,-143,2,1,3,30,9,428,7,-1,0,4,1
37,7,2,2,1,2260,2,1,3,30,9,370,3,-1,0,4,1
40,5,2,3,1,211,2,1,3,30,9,137,3,-1,0,4,1
46,2,3,2,1,324,2,1,3,30,9,293,6,-1,0,4,1
38,11,1,2,1,0,2,1,3,30,9,281,4,-1,0,4,1
56,1,2,2,1,346,2,2,3,30,9,46,3,-1,0,4,1
55,1,2,2,1,139,2,1,3,30,9,26,25,-1,0,4,1
40,2,2,1,1,303,1,1,3,30,9,104,6,-1,0,4,1
51,5,3,3,1,0,2,1,3,30,9,164,2,-1,0,4,1
33,5,1,3,1,-1027,2,1,3,30,9,205,6,-1,0,4,1
45,10,3,2,1,410,2,1,3,30,9,891,4,-1,0,4,2
55,10,1,3,1,264,2,1,3,30,9,34,2,-1,0,4,1
31,11,1,1,1,0,2,1,3,30,9,745,12,-1,0,4,2
42,2,2,2,1,1307,2,1,3,30,9,135,3,-1,0,4,1
39,2,2,4,1,157,2,1,3,30,9,99,6,-1,0,4,1
35,2,2,1,1,3587,2,1,3,30,9,148,4,-1,0,4,1
32,7,2,2,1,1942,2,1,3,30,9,84,9,-1,0,4,1
27,2,3,2,1,5563,2,1,3,30,9,435,2,-1,0,4,1
29,5,3,3,1,0,2,1,3,30,9,539,12,-1,0,4,2
31,2,2,2,1,1533,2,1,3,30,9,29,4,-1,0,4,1
36,2,2,2,1,71,2,1,3,30,9,510,5,-1,0,4,1
22,2,3,2,1,-189,2,1,3,30,9,59,3,-1,0,4,1
53,3,3,2,1,62,2,1,3,30,9,1044,5,-1,0,4,2
37,1,2,2,1,-47,2,1,3,30,9,122,4,-1,0,4,1
52,10,1,2,1,137,2,1,3,30,9,84,3,-1,0,4,1
52,5,1,3,1,12,2,1,3,30,9,33,5,-1,0,4,1
49,8,2,2,1,486,2,2,3,30,9,43,2,-1,0,4,1
35,10,3,2,1,1609,2,1,3,30,9,288,3,-1,0,4,1
27,2,3,1,1,-79,2,1,3,30,9,385,5,-1,0,4,1
48,5,2,3,1,7867,2,2,3,30,9,306,3,-1,0,4,1
39,2,2,2,1,123,2,1,3,30,9,81,3,-1,0,4,1
32,1,2,2,1,-540,2,2,3,30,9,53,7,-1,0,4,1
51,2,2,1,1,610,2,2,3,30,9,436,3,-1,0,4,1
47,2,2,1,1,1092,1,2,3,30,9,41,8,-1,0,4,1
59,5,3,3,1,266,2,1,3,30,9,147,2,-1,0,4,1
41,2,2,1,1,0,2,1,3,30,9,232,3,-1,0,4,1
50,2,2,2,1,2641,2,1,3,30,9,97,3,-1,0,4,1
55,5,2,3,1,1267,2,1,3,30,9,82,2,-1,0,4,1
