@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10}

@data
0.071008,0.101278,0.070751,0.306141,0.561871,0.03501,0.433995,0.023499,0.365758,0.100262,0.057215,0.253271,0.002411,0.380093,0.166318,0.043401,0.145691,0.044134,0.099966,0.08845,0.060832,0.121202,0.040463,0.18807,0.079068,0.056603,0.10828,0.081271,0.081059,0.074686,0.067151,0.080717,0.022968,0.120411,0.052949,0.060372,0.076403,0.063868,0.058319,0.063818,0.053507,0.046424,0.053587,0.077798,0.063423,0.068338,0.024936,0.035558,0.051118,0.051488,0.091166,0.095211,0.074439,0.069449,0.080902,0.030818,0.066741,0.072289,0.105495,0.089821,0.096136,0.087813,0.078213,0.123555,0.065586,0.111737,0.138002,0.048414,0.099902,0.21813,0.106468,0.325629,0.059783,0.410947,0.074269,0.385034,1
0.029452,0.173335,0.08574,0.278433,0.510281,0.042033,0.415681,0.034078,0.399353,0.145887,0.034428,0.182494,0.018347,0.358712,0.107817,0.010182,0.173286,0.047978,0.095194,0.113688,0.034696,0.047364,0.007766,0.177327,0.010384,0.020554,0.103378,0.052095,0.050347,0.071354,0.021569,0.023579,0.016815,0.099118,0.029429,0.037421,0.061629,0.015165,0.046912,0.031766,0.005508,0.036501,0.024215,0.041309,0.05072,0.030282,0.028533,0.053637,0.025357,0.045286,0.063798,0.038988,0.048848,0.029149,0.051437,0.066106,0.05298,0.082328,0.083652,0.03133,0.044518,0.040771,0.081929,0.131331,0.074922,0.15954,0.100154,0.025267,0.044841,0.154345,0.094199,0.288096,0.069167,0.44473,0.077659,0.354974,1
0.0398,0.188919,0.051138,0.253421,0.566503,0.014321,0.413399,0.053157,0.340728,0.117086,0.044649,0.271521,0.018365,0.352362,0.207111,0.022778,0.150959,0.057988,0.110278,0.092983,0.054636,0.1757,0.012273,0.208955,0.125309,0.02882,0.082718,0.067737,0.147287,0.079381,0.070534,0.111882,0.027814,0.121639,0.094701,0.028399,0.048265,0.062973,0.112909,0.075129,0.074959,0.069634,0.024437,0.024178,0.044644,0.086445,0.036475,0.117564,0.066548,0.106696,0.041196,0.037419,0.031813,0.087812,0.048986,0.130656,0.058627,0.123447,0.027718,0.016246,0.023248,0.124227,0.030519,0.1638,0.035394,0.180512,0.017267,0.039509,0.020306,0.20191,0.00378,0.319137,0.016171,0.440416,0.043496,0.352859,1
0.057873,0.071774,0.042959,0.319937,0.580534,0.051946,0.422369,0.082936,0.41802,0.077733,0.050094,0.198459,0.090701,0.347125,0.178734,0.048683,0.140036,0.059178,0.036442,0.073615,0.046632,0.09135,0.058836,0.154503,0.09095,0.041989,0.094256,0.063795,0.045408,0.067058,0.040532,0.046898,0.05654,0.067655,0.050307,0.039564,0.067122,0.048188,0.032025,0.058496,0.03338,0.012881,0.037509,0.048673,0.040263,0.041746,0.021768,0.04626,0.027844,0.051631,0.052712,0.077992,0.042333,0.085484,0.025553,0.079633,0.021485,0.064804,0.03888,0.123243,0.031281,0.148098,0.003318,0.149011,0.013463,0.095226,0.044939,0.16424,0.030985,0.300267,0.06688,0.413172,0.018434,0.400697,0.075407,0.363283,1
0.052786,0.227548,0.064781,0.288862,0.4589,0.022481,0.408604,0.024798,0.383449,0.192976,0.059619,0.097206,0.053297,0.266378,0.057541,0.032711,0.194998,0.049884,0.105229,0.136701,0.037609,0.027618,0.070601,0.151763,0.04606,0.061986,0.112752,0.035522,0.087542,0.068358,0.016221,0.06949,0.086019,0.068892,0.070122,0.065359,0.047887,0.043208,0.081842,0.014445,0.048211,0.061033,0.066009,0.020098,0.046648,0.074572,0.058143,0.028067,0.039754,0.03069,0.040753,0.108403,0.058295,0.086529,0.033525,0.033495,0.017089,0.102798,0.039451,0.107379,0.040163,0.059469,0.007836,0.121509,0.031071,0.181663,0.020128,0.123909,0.011765,0.061454,0.026687,0.280984,0.014906,0.423302,0.044489,0.424267,1
0.051341,0.143833,0.039906,0.34552,0.570105,0.038241,0.385755,0.05942,0.401446,0.10377,0.024799,0.225373,0.061575,0.349512,0.190544,0.020553,0.154318,0.076005,0.076306,0.100475,0.023003,0.139658,0.068671,0.182894,0.114345,0.018139,0.109857,0.047414,0.084107,0.095249,0.02561,0.098325,0.049953,0.111163,0.080735,0.022671,0.093462,0.055161,0.053059,0.08847,0.033579,0.068579,0.031816,0.109362,0.033155,0.048925,0.041748,0.092768,0.020013,0.094257,0.045498,0.026706,0.033305,0.078701,0.045217,0.109216,0.011875,0.116654,0.043279,0.051816,0.029421,0.113237,0.043369,0.185263,0.00809,0.15484,0.062163,0.019093,0.043548,0.206703,0.069454,0.323556,0.04028,0.414554,0.071548,0.3916,1
0.102382,0.198418,0.189312,0.268938,0.528005,0.037356,0.402061,0.175549,0.351001,0.134386,0.129622,0.172963,0.113126,0.263175,0.147757,0.031114,0.120842,0.132893,0.006055,0.086556,0.15308,0.058674,0.085452,0.06989,0.06237,0.046223,0.058031,0.131091,0.02392,0.029925,0.144879,0.03744,0.083325,0.041282,0.025603,0.055035,0.037174,0.120546,0.023499,0.051432,0.121367,0.016557,0.051271,0.045553,0.070224,0.023834,0.134107,0.030634,0.135898,0.028136,0.11362,0.012958,0.069103,0.037897,0.106113,0.087238,0.135228,0.102684,0.080888,0.028326,0.041615,0.066196,0.09293,0.215841,0.118194,0.169621,0.073712,0.080945,0.024677,0.170473,0.061051,0.309859,0.048586,0.416736,0.094447,0.371648,1
0.019484,0.179851,0.032957,0.282453,0.569054,0.011747,0.436781,0.010843,0.366325,0.103058,0.018999,0.243634,0.03872,0.411049,0.186923,0.035547,0.150698,0.019685,0.1192,0.09771,0.019703,0.13368,0.049824,0.172595,0.107008,0.042663,0.111992,0.044695,0.085107,0.089339,0.021698,0.092759,0.040105,0.123713,0.068429,0.046463,0.090186,0.058829,0.075471,0.078727,0.036235,0.066059,0.06298,0.087878,0.034828,0.050693,0.041992,0.095947,0.02306,0.090494,0.02141,0.057674,0.027247,0.079969,0.013157,0.146776,0.019357,0.113478,0.020761,0.070315,0.023011,0.129957,0.010971,0.229257,0.015755,0.172136,0.012449,0.070983,0.022762,0.213419,0.007341,0.330087,0.017016,0.424438,0.021334,0.372226,1
0.121592,0.13754,0.12932,0.24182,0.67081,0.033902,0.386953,0.108036,0.290995,0.069238,0.06091,0.374266,0.01106,0.397507,0.202647,0.11333,0.049856,0.058434,0.274762,0.099612,0.149272,0.160088,0.131077,0.03671,0.039136,0.050701,0.129425,0.16392,0.158998,0.062059,0.169422,0.034945,0.034366,0.153915,0.0575,0.061743,0.06111,0.162205,0.082097,0.032694,0.096047,0.098745,0.104294,0.061645,0.068251,0.038945,0.113515,0.033401,0.12834,0.009765,0.064529,0.013567,0.017128,0.013262,0.136691,0.02301,0.156346,0.054612,0.090272,0.075301,0.080755,0.137295,0.124985,0.046578,0.114132,0.016416,0.174046,0.179034,0.104597,0.305668,0.089834,0.391725,0.082079,0.411257,0.1303,0.37134,1
0.043113,0.139221,0.018832,0.263191,0.620317,0.038768,0.413478,0.072224,0.352737,0.035148,0.035621,0.314853,0.058273,0.400047,0.226102,0.012755,0.069609,0.046017,0.181874,0.028411,0.025437,0.182228,0.045499,0.105994,0.155782,0.001106,0.033431,0.043942,0.123573,0.01972,0.030179,0.127117,0.022439,0.062651,0.127884,0.004454,0.016917,0.055172,0.10508,0.015976,0.035904,0.102264,0.024129,0.041665,0.01854,0.131071,0.008429,0.045979,0.02512,0.036183,0.046367,0.119831,0.028105,0.140842,0.021064,0.077691,0.011809,0.054981,0.051219,0.1422,0.030031,0.178557,0.0589,0.143324,0.019201,0.098964,0.047437,0.170965,0.028461,0.291612,0.028398,0.42127,0.027918,0.430059,0.036045,0.376278,1
0.093473,0.155329,0.146956,0.207512,0.662643,0.045938,0.411502,0.128742,0.303567,0.039891,0.03806,0.337107,0.079725,0.373715,0.228659,0.044444,0.039188,0.074155,0.189723,0.055553,0.042296,0.191733,0.030625,0.125034,0.130812,0.054332,0.049025,0.069239,0.196547,0.065139,0.034849,0.120014,0.075885,0.041587,0.074613,0.062826,0.061188,0.030424,0.126778,0.059792,0.02634,0.068575,0.083882,0.063302,0.054504,0.052832,0.062874,0.069371,0.036318,0.074616,0.056422,0.126607,0.051244,0.12321,0.04398,0.007145,0.031951,0.042417,0.0519,0.155006,0.028152,0.193034,0.029246,0.063066,0.038002,0.028927,0.08274,0.229666,0.030962,0.336095,0.11311,0.402259,0.042867,0.409247,0.156519,0.317581,1
0.04065,0.171139,0.056371,0.361117,0.511604,0.029422,0.41463,0.016174,0.394309,0.162465,0.0283,0.15365,0.046914,0.315238,0.12631,0.046131,0.192819,0.041445,0.057904,0.144362,0.019237,0.04796,0.051455,0.183292,0.033371,0.05491,0.144902,0.023514,0.043371,0.117342,0.032402,0.025938,0.053659,0.132176,0.031628,0.05612,0.108587,0.03,0.063744,0.085626,0.043049,0.061347,0.054608,0.091488,0.036709,0.039964,0.071893,0.069804,0.053855,0.090896,0.038919,0.054283,0.050268,0.011905,0.072235,0.095635,0.033968,0.131292,0.048629,0.056063,0.064157,0.033898,0.064708,0.156143,0.020724,0.181997,0.051666,0.090158,0.063242,0.135555,0.064011,0.255427,0.009304,0.393266,0.045469,0.401223,1
0.086867,0.171668,0.145818,0.24074,0.560698,0.038295,0.40724,0.145995,0.344826,0.108215,0.055016,0.20531,0.105077,0.302356,0.17411,0.017207,0.157887,0.088151,0.029718,0.100002,0.05066,0.096268,0.061688,0.160007,0.092968,0.013855,0.107219,0.07452,0.037374,0.087804,0.053629,0.06175,0.030178,0.095857,0.062062,0.014181,0.08691,0.06119,0.034215,0.073553,0.053013,0.048979,0.026384,0.091762,0.037646,0.048692,0.045091,0.103987,0.047496,0.088388,0.041254,0.056176,0.036335,0.076009,0.042612,0.138403,0.044506,0.108379,0.025758,0.071669,0.025971,0.13108,0.010078,0.212782,0.028027,0.166264,0.05532,0.049694,0.039473,0.230587,0.041574,0.347625,0.020651,0.43604,0.111434,0.318955,1
0.028256,0.157667,0.096369,0.309949,0.512786,0.020591,0.419029,0.028716,0.418551,0.155728,0.034238,0.141945,0.060686,0.328356,0.121567,0.034793,0.188566,0.058668,0.067307,0.134338,0.024327,0.0292,0.031036,0.169088,0.024663,0.03805,0.140438,0.033677,0.071723,0.10366,0.007363,0.018445,0.062502,0.132832,0.022766,0.04497,0.099268,0.004843,0.064941,0.069758,0.008919,0.04243,0.058694,0.094058,0.037159,0.027633,0.049538,0.064427,0.028454,0.086136,0.027737,0.036526,0.034326,0.014318,0.048302,0.093296,0.015466,0.119862,0.051767,0.053335,0.043576,0.053266,0.062551,0.183578,0.016281,0.170911,0.055827,0.041073,0.050038,0.177971,0.076064,0.351127,0.016444,0.42638,0.106413,0.381789,1
0.026936,0.259799,0.070474,0.168764,0.509456,0.023991,0.446768,0.091875,0.362708,0.165459,0.053587,0.171245,0.030129,0.309051,0.124882,0.03676,0.19622,0.045886,0.045339,0.150073,0.065453,0.066489,0.067633,0.147436,0.039552,0.059716,0.134592,0.080227,0.042838,0.117215,0.068347,0.034261,0.080676,0.079709,0.014228,0.074911,0.077565,0.054346,0.058606,0.075722,0.054671,0.027191,0.100408,0.041872,0.062632,0.019444,0.046238,0.055332,0.053603,0.094705,0.033466,0.025975,0.051588,0.003227,0.047192,0.104006,0.053772,0.134984,0.029676,0.024139,0.036535,0.060284,0.027743,0.19641,0.019671,0.191688,0.036067,0.051588,0.017988,0.180948,0.042364,0.377492,0.010686,0.470199,0.005628,0.343198,1
0.025896,0.164425,0.044853,0.359152,0.574767,0.023213,0.396601,0.059539,0.367043,0.096973,0.011345,0.248049,0.040618,0.354584,0.193813,0.00946,0.145061,0.002088,0.095176,0.092241,0.019775,0.159295,0.016571,0.206961,0.118322,0.015532,0.096176,0.013955,0.113491,0.08476,0.032432,0.104854,0.008413,0.131861,0.08567,0.033359,0.092967,0.038345,0.086773,0.075105,0.03401,0.092399,0.018344,0.119416,0.038132,0.058557,0.056756,0.091922,0.028383,0.103813,0.03931,0.016421,0.033235,0.063149,0.045217,0.14193,0.019486,0.119675,0.034973,0.026133,0.034793,0.099277,0.024249,0.176297,0.02151,0.169321,0.043115,0.054349,0.027892,0.170612,0.047501,0.307053,0.025193,0.392447,0.049958,0.432008,1
0.088431,0.086022,0.119312,0.380033,0.580773,0.033707,0.39101,0.052272,0.358077,0.082077,0.061996,0.278764,0.040962,0.33985,0.196357,0.083931,0.124911,0.0742,0.117042,0.058036,0.057224,0.180455,0.070226,0.155755,0.10788,0.107808,0.062958,0.07766,0.126481,0.04194,0.052337,0.111588,0.082798,0.077998,0.049328,0.120859,0.043601,0.061454,0.078465,0.051701,0.062087,0.049574,0.105225,0.060162,0.124632,0.002326,0.033899,0.08214,0.029129,0.05188,0.133474,0.026984,0.139477,0.042978,0.038564,0.045271,0.023651,0.045568,0.138474,0.067888,0.143991,0.096411,0.063519,0.080371,0.027556,0.092404,0.15496,0.039597,0.12849,0.191114,0.142262,0.281293,0.041254,0.374164,0.132012,0.423532,1
0.035885,0.162081,0.124813,0.347771,0.563429,0.026171,0.379145,0.057386,0.35843,0.123366,0.019815,0.265192,0.060421,0.354179,0.208194,0.055002,0.146394,0.007817,0.112346,0.106946,0.034806,0.188372,0.065471,0.184822,0.14058,0.067027,0.096814,0.039654,0.139656,0.083622,0.065491,0.150009,0.06273,0.112148,0.107617,0.057668,0.067336,0.076706,0.133434,0.059427,0.072224,0.133556,0.074831,0.07293,0.024668,0.025542,0.034782,0.079021,0.031721,0.084781,0.01433,0.03506,0.029354,0.0519,0.035097,0.107741,0.022586,0.113661,0.00873,0.043151,0.027072,0.092103,0.045178,0.131761,0.015456,0.180945,0.038531,0.051862,0.03113,0.139179,0.074562,0.247922,0.031263,0.39101,0.143077,0.398327,1
0.040811,0.100164,0.063592,0.409247,0.554641,0.012148,0.381819,0.102021,0.408918,0.134229,0.05247,0.240394,0.031936,0.367396,0.203503,0.029853,0.137886,0.066109,0.088473,0.116122,0.064156,0.137273,0.026426,0.154235,0.139329,0.052408,0.10793,0.093828,0.074309,0.092061,0.087649,0.120751,0.051884,0.106495,0.112867,0.047271,0.065593,0.104185,0.082828,0.069404,0.095936,0.097836,0.032287,0.056376,0.06478,0.095508,0.043174,0.100092,0.055057,0.109437,0.044199,0.06594,0.055762,0.108312,0.056184,0.142325,0.047066,0.149416,0.039804,0.047937,0.037855,0.109411,0.058851,0.182276,0.028508,0.188158,0.024538,0.073272,0.016681,0.166233,0.02322,0.243914,0.023015,0.394403,0.01273,0.417189,1
0.063987,0.16255,0.056519,0.286414,0.60149,0.032032,0.401245,0.067881,0.306921,0.056171,0.072707,0.330028,0.059387,0.383975,0.20472,0.057852,0.059702,0.074284,0.196691,0.050258,0.063896,0.18172,0.068864,0.123728,0.122768,0.052358,0.032358,0.068643,0.195393,0.045901,0.061806,0.096778,0.072301,0.07937,0.081815,0.047163,0.057317,0.079172,0.078245,0.046304,0.053735,0.055349,0.053268,0.084844,0.025286,0.082269,0.042223,0.093463,0.056034,0.07903,0.048986,0.07854,0.032936,0.099843,0.023061,0.117599,0.045506,0.095464,0.054785,0.062836,0.028885,0.127239,0.029654,0.155386,0.029673,0.150434,0.044942,0.077872,0.036778,0.211098,0.013931,0.404945,0.033648,0.431335,0.070693,0.448556,1
0.077548,0.204641,0.168715,0.22204,0.602317,0.025757,0.420934,0.13742,0.300081,0.076076,0.037883,0.289756,0.062374,0.362255,0.244774,0.040863,0.106627,0.065879,0.13475,0.056766,0.035306,0.194427,0.021191,0.164974,0.175735,0.058052,0.068714,0.04899,0.156725,0.052904,0.036493,0.163854,0.059484,0.088019,0.13009,0.062877,0.05342,0.03166,0.157552,0.067914,0.046051,0.125848,0.070109,0.066089,0.044827,0.110198,0.043824,0.091799,0.056062,0.067078,0.050042,0.115168,0.05214,0.145644,0.026056,0.123178,0.042501,0.08534,0.063275,0.079239,0.046425,0.171997,0.010895,0.142754,0.030704,0.132719,0.071231,0.075044,0.049825,0.243258,0.071633,0.315221,0.037015,0.412185,0.124184,0.341715,1
0.012848,0.206162,0.017776,0.285733,0.581058,0.048534,0.441978,0.031377,0.33689,0.09237,0.025107,0.238917,0.041847,0.32719,0.210547,0.055482,0.149798,0.042852,0.059727,0.076112,0.052673,0.150032,0.080216,0.205773,0.141217,0.072185,0.102624,0.042964,0.112697,0.058458,0.063362,0.128436,0.092017,0.105579,0.11104,0.073393,0.061934,0.058863,0.100623,0.055865,0.072786,0.109789,0.091752,0.068123,0.057325,0.087746,0.066477,0.09891,0.064682,0.074659,0.037301,0.094586,0.059165,0.119889,0.053068,0.110821,0.057576,0.088165,0.033826,0.092686,0.044112,0.152569,0.059907,0.180915,0.052915,0.142304,0.028205,0.127027,0.024276,0.238656,0.026693,0.357631,0.040494,0.395964,0.018796,0.387232,1
0.082539,0.121919,0.203089,0.31492,0.560825,0.015557,0.405109,0.175063,0.374773,0.092372,0.168167,0.209617,0.090535,0.288645,0.163429,0.009791,0.107379,0.186576,0.043481,0.052484,0.177454,0.08379,0.072731,0.061673,0.051715,0.018259,0.052102,0.207974,0.028011,0.0467,0.151072,0.032421,0.012332,0.076078,0.024287,0.029174,0.077468,0.134725,0.042189,0.065644,0.087714,0.057239,0.032624,0.122551,0.022611,0.044601,0.062506,0.039725,0.107196,0.036458,0.028091,0.074557,0.023001,0.012175,0.131214,0.028772,0.149971,0.054536,0.057325,0.020345,0.017873,0.063898,0.119719,0.08555,0.125158,0.102156,0.155078,0.111712,0.07823,0.226082,0.173455,0.349862,0.08163,0.376968,0.079492,0.37429,1
0.125137,0.282517,0.316386,0.165429,0.617991,0.020482,0.339118,0.260655,0.154136,0.007733,0.196417,0.288769,0.094852,0.143867,0.147148,0.135476,0.039623,0.242094,0.065796,0.087999,0.06638,0.055655,0.12713,0.031907,0.063191,0.119121,0.035752,0.119139,0.06066,0.054282,0.072078,0.041083,0.125317,0.009207,0.060119,0.052507,0.044014,0.074009,0.084129,0.042856,0.079451,0.039304,0.033641,0.0809,0.054878,0.049473,0.122636,0.043069,0.087604,0.043749,0.09886,0.085962,0.122455,0.074982,0.030074,0.149425,0.018193,0.144443,0.117909,0.09279,0.133938,0.106129,0.120421,0.096424,0.093843,0.100671,0.091194,0.171494,0.050868,0.223759,0.040047,0.312881,0.041359,0.445443,0.239922,0.275223,1
0.063315,0.219943,0.090613,0.22431,0.525535,0.023084,0.459529,0.093646,0.307075,0.150929,0.071492,0.190134,0.075757,0.318783,0.147908,0.014094,0.173067,0.080877,0.032862,0.131358,0.062761,0.067093,0.070119,0.14656,0.059077,0.048718,0.131033,0.066344,0.007802,0.102833,0.064822,0.03543,0.111091,0.095525,0.016629,0.068489,0.073869,0.073512,0.008508,0.070419,0.057075,0.012482,0.108327,0.036442,0.051461,0.008648,0.028264,0.082031,0.041278,0.093469,0.029877,0.046734,0.029358,0.04144,0.032026,0.135424,0.044251,0.143232,0.025461,0.062901,0.005382,0.081058,0.012076,0.229396,0.039893,0.188199,0.015351,0.134057,0.019105,0.189451,0.006765,0.304271,0.008968,0.417182,0.065421,0.35877,1
0.039939,0.092265,0.109067,0.247463,0.571608,0.044246,0.427853,0.077494,0.380757,0.096491,0.024605,0.263518,0.022985,0.397782,0.190729,0.076724,0.095867,0.057679,0.125103,0.073438,0.00475,0.103875,0.103284,0.135959,0.105163,0.097946,0.060695,0.028132,0.085978,0.041633,0.007941,0.041111,0.088675,0.056356,0.058161,0.096371,0.047091,0.023339,0.006922,0.009962,0.011265,0.023415,0.075682,0.036472,0.108744,0.067415,0.037002,0.025827,0.030904,0.028189,0.107411,0.082577,0.105049,0.093606,0.029435,0.091056,0.034765,0.066609,0.118609,0.079908,0.098845,0.15083,0.07588,0.13834,0.032955,0.130043,0.080337,0.098661,0.06604,0.277281,0.030627,0.338969,0.027396,0.451674,0.033046,0.306953,1
0.031422,0.1531,0.057029,0.28032,0.602912,0.050841,0.418645,0.068359,0.361281,0.054086,0.05806,0.27362,0.070644,0.366192,0.20858,0.065395,0.098179,0.06326,0.101521,0.0409,0.048777,0.153734,0.096927,0.146211,0.128525,0.070979,0.050707,0.099436,0.101007,0.023386,0.05434,0.100032,0.084109,0.068553,0.089025,0.083236,0.033982,0.062426,0.085087,0.019214,0.052973,0.070799,0.06793,0.05645,0.085589,0.07841,0.031192,0.069555,0.035524,0.036932,0.097644,0.07319,0.081549,0.102052,0.023157,0.084542,0.032477,0.06046,0.062315,0.105923,0.064748,0.150842,0.029207,0.16204,0.011784,0.105278,0.085533,0.12576,0.048718,0.27632,0.037864,0.387887,0.017643,0.420092,0.036235,0.379364,1
0.08579,0.196267,0.118257,0.252557,0.588143,0.039101,0.418782,0.133393,0.315993,0.069092,0.119944,0.281624,0.089437,0.345638,0.199563,0.04844,0.077804,0.179486,0.119134,0.030685,0.147704,0.143637,0.05143,0.097842,0.09696,0.060706,0.022954,0.173123,0.082742,0.020648,0.151711,0.046094,0.058994,0.023136,0.022823,0.078847,0.053652,0.153229,0.008871,0.041264,0.115841,0.041944,0.089234,0.067961,0.048821,0.017492,0.112764,0.032351,0.126542,0.015352,0.032586,0.024294,0.042062,0.066613,0.124826,0.066695,0.125266,0.060075,0.043005,0.068223,0.044862,0.124823,0.08538,0.178268,0.109768,0.13643,0.048,0.064684,0.038497,0.224288,0.020087,0.333772,0.038757,0.423396,0.075047,0.376751,1
0.039626,0.423361,0.069361,0.050857,0.396034,0.006251,0.487403,0.041195,0.364585,0.221284,0.02461,0.036707,0.061943,0.232626,0.025266,0.015078,0.178036,0.013997,0.156304,0.109631,0.014148,0.104356,0.034479,0.064145,0.102445,0.018834,0.043564,0.005657,0.130309,0.026001,0.005093,0.100981,0.000259,0.043647,0.075033,0.021147,0.055426,0.031701,0.057478,0.066855,0.01712,0.046567,0.009447,0.072345,0.023099,0.04933,0.011609,0.07595,0.007244,0.059677,0.036858,0.0827,0.024035,0.101274,0.022522,0.063437,0.018651,0.058425,0.01949,0.157207,0.005644,0.108316,0.042556,0.102322,0.021333,0.186672,0.027693,0.190707,0.015297,0.053888,0.061697,0.227197,0.012415,0.453616,0.074358,0.359503,1
0.038735,0.391151,0.089051,0.080593,0.362736,0.071789,0.450586,0.061563,0.338996,0.235424,0.049743,0.00586,0.130067,0.224966,0.050175,0.05239,0.159098,0.093455,0.122046,0.089201,0.066849,0.108761,0.06198,0.055506,0.115629,0.048951,0.033006,0.05296,0.090252,0.045228,0.053446,0.081165,0.081644,0.015576,0.062119,0.072268,0.049137,0.047717,0.054485,0.07613,0.04871,0.025645,0.073442,0.012728,0.071982,0.051048,0.02553,0.08577,0.026106,0.08144,0.060392,0.075278,0.046993,0.106377,0.020338,0.091827,0.062549,0.048674,0.033689,0.13042,0.005927,0.137803,0.044365,0.053314,0.042914,0.160072,0.026501,0.170823,0.054648,0.056655,0.017291,0.1725,0.033081,0.427651,0.094253,0.400095,1
0.063653,0.210422,0.148061,0.221437,0.51943,0.038687,0.43326,0.096684,0.409119,0.146282,0.071403,0.157099,0.037369,0.32668,0.139014,0.039857,0.173816,0.067505,0.062647,0.117583,0.067472,0.066006,0.01614,0.172218,0.077524,0.018854,0.110984,0.062454,0.057323,0.087643,0.064676,0.064666,0.026698,0.089046,0.075654,0.014758,0.078267,0.060528,0.067114,0.072667,0.054947,0.067701,0.015328,0.083339,0.004388,0.071235,0.051772,0.085097,0.060424,0.082285,0.035216,0.052626,0.025033,0.074132,0.069593,0.111601,0.075931,0.110547,0.038933,0.042134,0.026973,0.093692,0.046791,0.172131,0.063853,0.169847,0.021888,0.050588,0.021188,0.204586,0.045059,0.364211,0.051362,0.447736,0.051132,0.346506,1
0.084041,0.173419,0.055051,0.294634,0.49539,0.063065,0.405341,0.092062,0.411125,0.161797,0.096262,0.143034,0.112046,0.30012,0.114608,0.083487,0.128716,0.117403,0.055046,0.105697,0.100241,0.058681,0.119685,0.091233,0.052547,0.097972,0.058612,0.075449,0.08008,0.056085,0.068298,0.07413,0.101058,0.058816,0.057988,0.084934,0.057509,0.025245,0.086256,0.061903,0.034985,0.083349,0.06842,0.072229,0.077426,0.03085,0.038842,0.034399,0.051072,0.057518,0.078829,0.033117,0.088325,0.014155,0.03534,0.086543,0.068792,0.107727,0.067316,0.064888,0.069686,0.035312,0.051729,0.162428,0.062814,0.17904,0.030674,0.050825,0.019642,0.144685,0.010784,0.329998,0.017892,0.419753,0.074796,0.406616,1
0.05237,0.145388,0.047433,0.318646,0.607374,0.039532,0.405836,0.039605,0.384182,0.046673,0.057815,0.252869,0.071425,0.377058,0.209102,0.05239,0.120373,0.109731,0.098095,0.033459,0.071681,0.169024,0.05199,0.173676,0.125405,0.077473,0.045226,0.095645,0.131485,0.023766,0.063221,0.106309,0.085449,0.052724,0.080885,0.085093,0.039679,0.080551,0.081442,0.036525,0.062303,0.056567,0.091843,0.058849,0.090409,0.065572,0.04996,0.019171,0.061315,0.011414,0.105842,0.085587,0.083453,0.110622,0.042153,0.06077,0.049546,0.047302,0.09809,0.127856,0.076324,0.167656,0.061086,0.163823,0.036391,0.118871,0.039229,0.120651,0.046639,0.258355,0.008053,0.40128,0.032496,0.400839,0.033207,0.408013,1
0.026285,0.132317,0.029268,0.318747,0.635609,0.034165,0.413343,0.043455,0.359665,0.014559,0.047452,0.313169,0.068243,0.382871,0.243044,0.023842,0.069582,0.079846,0.163114,0.008515,0.063654,0.203014,0.02409,0.137986,0.168977,0.03739,0.0048,0.078768,0.180424,0.036616,0.063089,0.162101,0.054785,0.026874,0.125493,0.056111,0.054202,0.074579,0.152566,0.061055,0.065217,0.10145,0.070578,0.05031,0.067815,0.111912,0.057163,0.033237,0.060361,0.041154,0.050662,0.134098,0.042795,0.161707,0.039903,0.053141,0.056005,0.033351,0.041118,0.173533,0.031403,0.196365,0.049345,0.164376,0.046715,0.085391,0.019301,0.172826,0.028768,0.295704,0.018879,0.395456,0.01902,0.395044,0.036253,0.395407,1
