%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au6-cd1-400

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2}
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 {v1,v2,v3}
@attribute Class {class1,class2,class3,class4,class5,class6,class7,class8}

@data
3.7,55067,42.3,1.83,59661,0.165,81.9,55,4.6,6.6,54.8,v1,0.613,46,6891,744,0.885,4.4,0.37,821,24.2,0.47,0.85,93.7,6.87,0.721,0.603,0.85,9.1,0.5,v2,58,0.42,40,67.7,0.49,63213,7.31,0.831,v1,class8
2.54,53148,39.8,2.44,20510,0.497,78.1,69,4.59,9.4,53.5,v1,0.681,65.7,4997,761,0.607,3.06,0.59,821,24.4,0.26,1.43,73.6,7.29,0.691,0.625,0.92,9.12,0.22,v2,61.2,0.42,23,56.5,0.32,24988,6.71,0.731,v1,class8
3.71,52313,22.2,2.71,78909,0.195,74.6,74,4.7,3.8,50.2,v1,0.812,98.1,4899,747,0.372,5.98,0.36,599,26.6,0.27,2.56,96.8,8.42,0.89,0.602,0.95,9.13,0.25,v1,47.2,0.35,70,57.3,0.88,63440,7.47,0.821,v1,class3
3.81,56369,46.1,0.51,58083,0.497,77.9,93,4.66,4.1,50.7,v2,0.692,80,6477,759,0.642,5.18,0.17,608,33.3,0.19,3.47,93.7,6.9,0.251,0.624,0.95,9.67,0.33,v1,61.4,0.49,70.2,56,0.42,38341,6.82,0.752,v1,class3
3.58,46349,32.5,2.13,19133,0.495,78.6,94,4.56,6,52.6,v1,0.653,80.4,4537,764,0.642,4.12,0.72,553,23.9,0.46,3.51,85.8,7.21,0.182,0.498,0.6,9.1,0.51,v2,61.4,0.43,19.7,54.8,0.69,73792,7.11,0.691,v3,class4
2.44,54611,44.4,3.19,41564,0.315,75.7,65,4.7,4.5,50.7,v2,0.486,89.5,4154,809,0.642,5.31,0.73,222,28.5,0.47,0.6,80.9,7.22,0.138,0.615,0.94,9.6,0.3,v1,58.9,0.43,66.9,67.2,0.48,47488,7.59,0.683,v1,class7
1.75,46067,42.5,2.05,81112,0.414,77.1,69,4.67,8.5,50.7,v2,0.756,86.7,6128,743,0.237,6.22,0.48,601,26.2,0.47,1.59,72.5,6.75,0.335,0.362,0.86,8.26,0.43,v1,61.6,0.43,20.5,70.4,0.21,25746,7.34,0.721,v1,class8
3.84,48116,48,2.37,58483,0.42,77.7,78,4.24,8.5,51.5,v1,0.66,79.4,4611,794,0.247,5.88,0.36,604,24,0.23,2.87,89.2,6.84,0.88,0.373,0.98,9.03,0.55,v1,60.4,0.43,18.8,55.5,0.85,54234,6.67,0.726,v2,class6
2.51,46953,39.9,3.23,19231,0.315,79.3,71,4.32,7.3,50.9,v2,0.662,90,7418,770,0.609,6,0.69,672,25.3,0.26,0.76,97.4,6.93,0.195,0.441,0.56,9.14,0.26,v2,50.8,0.34,69.5,63.3,0.35,18928,7.56,0.774,v1,class3
3.33,51651,19.5,2.73,21589,0.171,77.7,90,4.62,7.1,53.5,v1,0.649,95.9,5327,800,0.627,4.04,0.19,617,31.1,0.32,2.13,79.5,7.04,0.546,0.367,0.53,9.29,0.34,v2,52.8,0.4,21.7,60.2,0.64,83660,8,0.794,v3,class2
3.6,56663,29,2.08,59232,0.316,73.1,87,4.32,8,54.4,v1,0.665,97.7,4550,806,0.416,6.28,0.19,610,32.7,0.45,3.96,89.2,7.09,0.276,0.517,0.91,9.04,0.46,v1,60.6,0.62,59.4,68.1,0.38,25835,7.24,0.791,v2,class4
2.96,46780,39.3,1.88,44560,0.171,78.2,74,4.44,5.1,50.2,v2,0.64,97.3,4589,757,0.649,5.82,0.34,812,24.2,0.22,0.94,94.6,6.93,0.579,0.62,0.93,9.05,0.28,v2,56.3,0.44,24,58.6,0.5,79950,7.28,0.801,v1,class4
3.78,55049,45.5,2.11,57966,0.496,75.5,68,4.64,6.8,50.2,v1,0.644,80.7,7177,762,0.65,5.87,0.17,814,27.4,0.41,3.99,93.3,8.35,0.182,0.37,0.62,9.03,0.39,v1,46.9,0.62,45.5,71.8,0.32,34037,8.15,0.821,v1,class4
2.85,56424,28.4,2.19,52544,0.497,76.5,94,4.59,7.6,51.1,v2,0.736,70.9,6491,808,0.643,5.94,0.42,400,24.2,0.36,3.59,69.1,6.95,0.112,0.621,0.54,8.99,0.39,v1,52.5,0.34,61.4,71.8,0.32,66008,6.6,0.766,v3,class4
3.58,53922,38.1,1.13,34690,0.169,76.2,71,4.6,8.4,52.3,v1,0.674,96.5,6852,795,0.647,5.03,0.55,815,23.9,0.33,2.18,62.7,7.01,0.159,0.501,0.96,9.1,0.54,v1,56,0.39,22.1,68.1,0.28,68577,7.06,0.715,v1,class4
2.64,55058,20.9,0.37,56810,0.315,77.8,68,4.68,6.8,51.7,v1,0.807,79.5,5867,799,0.488,4.89,0.5,671,24.8,0.17,3.63,74.7,6.75,0.709,0.48,0.91,9.07,0.37,v1,59.6,0.36,59.9,72.5,0.38,53114,7.39,0.712,v3,class4
1.2,55274,37.2,3.18,23307,0.168,83,71,4.6,7.7,50.2,v1,0.649,84.6,6632,808,0.245,4.97,0.17,516,26.2,0.46,0.92,87,6.92,0.729,0.337,0.91,8.97,0.62,v1,59.9,0.51,59.7,64.7,0.4,39823,6.58,0.725,v3,class4
1.63,55815,36.8,1.85,86782,0.496,77.9,55,4.49,5,52.9,v2,0.648,94.4,7463,803,0.25,6.07,0.42,605,26.1,0.38,2.71,82.3,8.55,0.427,0.609,0.84,9.58,0.29,v2,48.9,0.59,63.7,64.7,0.21,21353,6.74,0.683,v3,class6
1.66,54751,17.9,0.77,48008,0.194,71.9,86,4.39,5.4,50.7,v2,0.68,90.2,5825,792,0.716,3.28,0.53,569,27.3,0.46,4.08,69.4,8.54,0.456,0.497,0.39,9.65,0.31,v2,59.6,0.34,36.6,60.7,0.63,19619,8.25,0.742,v1,class4
1.26,48679,35.1,1.84,38277,0.191,78.6,89,4.56,6.9,52.9,v2,0.863,74.7,7160,743,0.342,6.27,0.66,815,23.9,0.3,1.15,90.9,6.9,0.597,0.48,0.59,9.39,0.41,v2,47.6,0.41,30.4,71.6,0.44,56028,6.82,0.831,v2,class4
3.46,53755,36.9,2.11,37193,0.218,72.4,67,4.37,8.9,52.2,v2,0.688,80.1,4945,795,0.769,6.22,0.3,601,32.4,0.29,0.39,91.3,7.86,0.779,0.372,0.58,9.06,0.26,v1,54.6,0.44,59.5,68.6,0.43,59995,6.34,0.741,v3,class4
2.98,50291,16.8,1.01,21486,0.339,78.2,89,4.35,5.3,50.2,v1,0.864,97.6,6139,761,0.621,4.86,0.61,304,24.2,0.28,0.49,87.8,6.82,0.105,0.461,0.5,9.05,0.59,v1,60.3,0.6,18,71.9,0.73,64023,8.02,0.753,v3,class2
1.19,56147,37,1.67,22692,0.218,77.9,73,4.7,4.6,54.3,v1,0.633,75.8,6811,742,0.599,6.14,0.16,648,24.3,0.35,0.45,76.7,7.8,0.829,0.55,0.88,8.2,0.62,v1,56,0.41,54.7,68.4,0.83,22119,6.33,0.754,v2,class7
3.73,55213,32.5,1.85,63747,0.316,77.6,66,4.7,3.5,52.1,v1,0.721,75.7,5562,796,0.76,5.94,0.63,355,31,0.29,1.13,96.3,7.01,0.405,0.622,0.93,8.52,0.62,v2,58.6,0.48,81.8,71.2,0.79,17174,7.5,0.816,v1,class8
1.84,46329,46.5,1.83,24146,0.316,76,76,4.52,8.4,50.2,v1,0.644,98.5,4482,759,0.647,3.6,0.25,570,24.7,0.25,2.66,92.7,6.69,0.281,0.626,0.45,9.22,0.25,v2,52.2,0.36,59.6,62.4,0.71,34091,7.54,0.764,v2,class7
3.39,46145,14,2.36,92087,0.315,79.5,89,4.4,7.5,56,v1,0.689,74.7,6409,771,0.637,3.47,0.51,603,34.7,0.46,3.85,74.9,7.22,0.434,0.619,0.54,9.13,0.62,v1,59.3,0.47,29.4,70.6,0.43,17360,8.48,0.764,v1,class4
2.29,55431,28.5,2.23,24183,0.168,74.9,90,4.58,6.7,51,v1,0.71,39.8,4951,803,0.627,3.18,0.39,345,23.9,0.42,4.09,73.6,7.72,0.108,0.404,0.45,9.34,0.61,v2,57.5,0.42,21.3,57.4,0.88,38435,7.34,0.725,v3,class2
3.54,52540,39,0.92,24045,0.169,78.4,78,4.7,8.5,51.7,v2,0.648,80.1,7418,747,0.487,6.06,0.48,224,26.1,0.18,0.4,85.5,6.7,0.478,0.623,0.65,9.06,0.32,v1,61.6,0.5,88,55.9,0.36,23075,7.16,0.758,v1,class4
3.52,54905,38.5,1.86,59518,0.172,73,74,4.68,6.8,50.2,v1,0.697,97.3,6110,763,0.311,6.25,0.65,619,24.3,0.46,2.25,82,6.75,0.33,0.523,0.9,9.32,0.24,v2,58.3,0.42,28.3,70.3,0.52,79769,6.44,0.704,v3,class4
3.47,55208,18.1,1.86,59240,0.305,75.3,93,4.63,8.7,55.4,v2,0.639,97.6,5675,765,0.581,3,0.46,608,24.2,0.3,1.9,72.3,7.1,0.772,0.382,0.93,9.57,0.32,v2,60.7,0.45,65.2,65.2,0.53,56360,6.97,0.761,v2,class7
3.76,49099,13.6,1.83,22556,0.167,79.4,72,4.38,8.7,52.2,v2,0.815,40.2,6578,807,0.519,4.12,0.13,680,34.3,0.26,3.42,85.4,6.93,0.966,0.361,0.94,9.04,0.25,v1,52.6,0.58,61.6,67.1,0.54,71877,7.46,0.686,v3,class3
1.84,45972,39.9,2.34,54926,0.167,79,66,4.23,7.9,51.4,v1,0.681,96,5028,753,0.252,3.75,0.7,823,28,0.16,3.86,76.6,6.97,0.812,0.614,0.96,9.24,0.24,v1,48.6,0.53,21.3,61.1,0.51,56789,8.56,0.736,v2,class5
3.68,53213,43.7,2.31,23901,0.497,76.2,83,4.25,8.6,50.4,v1,0.592,88.5,6804,810,0.852,5.43,0.45,595,28,0.29,1.65,78,7.01,0.702,0.346,0.86,9.05,0.27,v2,60.9,0.37,26.8,63.5,0.87,59721,8.12,0.824,v3,class3
3.21,53499,40.4,2.08,24373,0.17,73.5,58,4.27,6,50.4,v2,0.637,87.8,4213,786,0.643,6.25,0.6,814,34.4,0.15,1.83,82.5,6.78,0.905,0.341,0.79,9.57,0.53,v1,60.5,0.44,27.8,71.2,0.7,65057,7.54,0.843,v3,class2
2.38,52991,43.9,0.29,22939,0.166,72.4,72,4.68,8.4,50.5,v2,0.649,85.5,4397,781,0.357,6.16,0.36,595,24.6,0.28,0.47,81.9,6.9,0.315,0.349,0.73,9.17,0.4,v2,57.6,0.43,18,56.3,0.46,51739,7.94,0.761,v3,class2
3.37,54396,43.3,2.8,40033,0.391,78.2,67,4.56,6.4,50.4,v2,0.646,74.7,7364,797,0.456,6.24,0.49,822,29,0.47,1.5,83.6,7.04,0.31,0.457,0.52,9.33,0.62,v1,59.4,0.44,60.1,56.1,0.55,17289,7.61,0.772,v2,class6
3.57,54110,51.2,2.06,24795,0.218,72,66,4.59,8.5,51,v1,0.645,75.9,4155,791,0.237,4.55,0.68,792,25.3,0.35,1.89,98,7.03,0.27,0.37,0.98,9.08,0.4,v2,51.7,0.42,23,54.8,0.39,76668,6.57,0.705,v1,class4
1.64,54358,29.1,3.33,38988,0.151,79.4,81,4.41,8.3,53.7,v1,0.692,76.8,7408,778,0.641,6.1,0.52,302,29.8,0.47,3.95,79.2,7.42,0.259,0.556,0.84,9.04,0.62,v1,57,0.35,77.1,55.6,0.63,59655,7.81,0.769,v2,class5
3.28,55916,23.7,2.18,95491,0.497,78.2,67,4.48,8.5,50.2,v1,0.834,78.6,4713,769,0.737,4.89,0.14,598,26.2,0.47,0.94,93.8,6.94,0.758,0.572,0.72,9.1,0.41,v2,59.4,0.43,33.6,72,0.52,59659,6.27,0.809,v2,class4
3.38,55070,41.6,2.33,81732,0.274,72.8,69,4.38,6.8,52.5,v2,0.646,94.2,7489,744,0.407,4.98,0.68,816,29.1,0.38,1.61,63.8,7.24,0.267,0.332,0.57,9.57,0.33,v1,50.3,0.45,19,55.4,0.89,75451,7.75,0.816,v3,class6
3.55,55516,30.4,2.04,57591,0.154,79.5,51,4.64,7.4,51.2,v2,0.634,97.7,7431,809,0.648,4.88,0.15,608,25.5,0.47,3.49,78.6,6.82,0.506,0.379,0.88,9.01,0.35,v1,58.6,0.4,75.4,68.8,0.89,14672,7.28,0.71,v3,class3
3.29,55548,22.9,2.16,51427,0.321,77.7,62,4.37,3.8,54.1,v2,0.694,75.2,6250,796,0.241,5.87,0.32,597,24.6,0.22,1.87,77.5,6.85,0.241,0.622,0.91,9.12,0.35,v2,48,0.6,26.3,71.4,0.88,16022,8.09,0.719,v2,class4
3.59,55766,33.4,2.01,78772,0.15,75.2,65,4.6,4.6,53.9,v1,0.618,92.4,5476,743,0.752,4.06,0.17,488,25.2,0.39,0.4,93.9,6.96,0.839,0.622,0.86,9.47,0.27,v1,61.9,0.46,64.9,57.4,0.73,20945,6.6,0.712,v1,class1
3.57,55001,14.4,1.9,19804,0.304,78.9,93,4.6,5.4,50.2,v2,0.68,82.7,7074,800,0.88,6.12,0.65,600,30,0.26,3.79,83.1,7.21,0.55,0.446,0.6,9.09,0.62,v1,59.7,0.45,22.2,65.6,0.69,20732,7.85,0.724,v2,class4
3.54,54217,24.7,2.12,57595,0.167,72.8,85,4.63,7.8,51.8,v1,0.864,97.5,6042,740,0.646,4.38,0.72,823,26.2,0.4,2.84,94.2,6.81,0.238,0.467,0.88,9.09,0.42,v1,58.7,0.44,36.3,67.5,0.66,85855,6.39,0.742,v1,class4
1.8,46122,39.6,1.91,92047,0.34,78.2,62,4.23,9.4,50.2,v1,0.645,34.1,6944,805,0.492,4.46,0.48,238,26.3,0.47,2.77,89.2,7.05,0.274,0.509,0.85,9.48,0.32,v1,55.2,0.45,61.5,63.2,0.38,16730,6.55,0.729,v2,class6
3.72,54734,27.9,0.54,59074,0.315,78.8,82,4.6,3.7,50.8,v2,0.647,97.1,5853,772,0.638,5.14,0.72,549,34.3,0.47,3.2,94.3,6.83,0.799,0.538,0.89,9.09,0.34,v2,58.9,0.43,20.8,58.9,0.7,56865,7.46,0.747,v2,class7
3.31,56607,47,1.26,58845,0.316,77.5,70,4.65,5.1,54.2,v1,0.68,92.4,4687,740,0.63,6.3,0.64,692,26.6,0.27,0.67,82.3,6.96,0.21,0.62,0.59,9.04,0.46,v1,49.3,0.57,22.4,60.4,0.19,82618,7.15,0.821,v2,class4
1.64,55081,45.8,1.1,47695,0.164,83.2,94,4.59,5.3,51.9,v2,0.521,39.3,6260,740,0.649,4.36,0.71,607,32.7,0.17,0.45,91.1,7.6,0.135,0.593,0.76,9.22,0.3,v1,58.8,0.38,20.4,60.4,0.82,82546,7.47,0.736,v2,class4
2.79,52892,36.9,3.01,25675,0.315,77.2,89,4.4,4.8,50.4,v1,0.506,99.1,5472,760,0.626,6.17,0.7,610,33.7,0.3,3.87,80.6,7.15,0.725,0.595,0.57,9.83,0.35,v1,61.7,0.5,77.2,61.6,0.38,57980,8.12,0.745,v3,class6
3.54,48717,12.4,1.94,35550,0.164,77.2,72,4.68,9.5,52.2,v2,0.834,71.5,4288,741,0.253,6.05,0.35,710,24,0.46,2.36,80,6.71,0.794,0.626,0.68,9.37,0.48,v2,53.7,0.43,20.5,70.9,0.19,21676,6.6,0.736,v1,class1
2.02,49460,46,1.98,24415,0.296,77.4,93,4.67,5.6,50.3,v2,0.682,78,5872,752,0.887,5.87,0.45,601,27.1,0.26,3.43,82,6.99,0.158,0.371,0.82,9.5,0.23,v1,53.6,0.42,26.5,72.6,0.46,69130,6.21,0.843,v2,class2
3.3,55260,39.7,2.27,88950,0.498,83.3,62,4.4,4.9,53.2,v2,0.563,98.7,5563,760,0.525,6,0.42,609,25.9,0.3,3.96,69.5,8.61,0.868,0.34,0.84,9.73,0.35,v1,55.9,0.52,74.4,68.8,0.47,83003,6.77,0.728,v2,class6
3.84,46493,37.9,2.24,76253,0.165,77.7,67,4.7,4.4,50.2,v2,0.641,95.6,7249,762,0.625,3.92,0.43,821,27.7,0.22,1.98,64.2,8.63,0.63,0.612,0.61,9.1,0.31,v1,49.3,0.45,29.2,71.8,0.66,18895,6.4,0.779,v3,class6
2.83,53079,48,2.88,78737,0.26,77.3,73,4.6,5,50.4,v2,0.858,74.4,6610,743,0.389,5.56,0.49,572,26.3,0.22,2.73,67.9,7.51,0.198,0.621,0.54,9.12,0.25,v2,59.1,0.55,67,61.5,0.84,35832,7.36,0.769,v2,class3
3.59,51840,35.2,3.01,38322,0.189,77.5,93,4.29,8.2,54.5,v2,0.716,74.6,7444,745,0.253,6.07,0.37,600,30.8,0.45,0.47,71.2,7.05,0.746,0.611,0.84,9.04,0.44,v2,48.6,0.43,18.1,57.6,0.87,22967,6.76,0.75,v1,class4
3.38,53126,35.7,1.51,24245,0.316,72.3,94,4.63,7.7,51.8,v1,0.598,90.3,4408,746,0.253,4.66,0.56,821,26.6,0.38,2.48,83.5,6.9,0.508,0.333,0.92,9.18,0.62,v1,51.6,0.42,69.8,64.8,0.55,23177,6.5,0.824,v1,class2
1.47,53233,40.8,2.98,89757,0.316,72.3,73,4.33,9.1,51.2,v1,0.863,76.7,5457,760,0.25,4.17,0.58,598,34.7,0.34,3.6,81.1,6.74,0.47,0.337,0.87,9.31,0.41,v1,48.7,0.36,20.9,55.7,0.63,15259,6.42,0.766,v1,class6
3.05,48257,39.8,0.54,88019,0.323,78,70,4.46,8.6,51.4,v2,0.662,68.7,6855,809,0.253,5.99,0.56,689,24,0.28,3,84.7,7.03,0.188,0.625,0.52,9.07,0.23,v1,51.8,0.5,81.9,70.1,0.88,52728,7.24,0.763,v1,class8
3.63,46250,15.6,1.85,92124,0.154,75.4,94,4.62,8.7,52.2,v2,0.864,97.7,7130,796,0.474,6.09,0.36,380,26.8,0.27,3.17,89.1,6.86,0.803,0.602,0.59,9.15,0.23,v2,60.8,0.36,18.4,70.9,0.88,86776,6.29,0.711,v1,class3
2.19,46078,35.5,0.43,24481,0.148,78,61,4.45,7.2,51.3,v2,0.478,82.7,5735,762,0.266,4.65,0.67,733,24.9,0.17,2.91,97.2,8.1,0.256,0.594,0.4,9.01,0.4,v1,58.1,0.42,59.9,57.3,0.32,20672,6.8,0.738,v2,class5
3.73,52944,38,0.61,91336,0.496,71.6,94,4.27,4.6,50.6,v1,0.525,90.3,6035,785,0.528,3.45,0.71,607,32.2,0.24,1.95,90.4,7.22,0.375,0.522,0.8,9.16,0.52,v2,58.7,0.43,57.5,71.8,0.89,64216,7.34,0.716,v1,class6
2.84,52808,41.4,2.37,28483,0.472,76.3,68,4.48,7.2,52.4,v2,0.649,91.3,7312,762,0.46,6.12,0.16,629,33.4,0.45,0.85,98.9,6.96,0.926,0.335,0.54,9.15,0.6,v2,58.1,0.48,28.4,69.5,0.78,52767,8.17,0.75,v3,class3
3.5,53529,26.8,0.57,54733,0.201,72.4,93,4.7,6.3,50.2,v2,0.621,96.7,7213,798,0.624,6.32,0.46,796,27.6,0.29,3.13,82.6,7.57,0.268,0.603,0.59,9.06,0.62,v1,58.3,0.35,71.7,59.2,0.4,14390,6.27,0.682,v1,class4
3.85,47902,15.2,1.83,96494,0.155,78.3,77,4.33,9.4,52.4,v1,0.649,82.5,6106,780,0.236,5.67,0.73,823,24.9,0.28,3.98,91.5,6.81,0.107,0.594,0.93,8.27,0.37,v1,50.6,0.45,59.5,57.6,0.55,42454,7.56,0.743,v3,class1
3.85,56340,51.1,2.11,58935,0.316,72.5,56,4.51,7,51.3,v1,0.696,44,6040,740,0.593,3.03,0.38,604,34.2,0.31,1.07,84.5,8.39,0.581,0.617,0.86,9.25,0.52,v2,50.7,0.53,67,64.3,0.57,44665,6.59,0.756,v1,class4
3.25,50017,26.9,2.95,29467,0.311,76.7,94,4.59,7.8,52.8,v1,0.654,79.3,4862,805,0.67,4.79,0.7,588,33.3,0.22,1.3,82.9,6.7,0.158,0.62,0.4,9.26,0.31,v2,58.1,0.4,61.4,57.8,0.87,53165,7.58,0.688,v2,class6
1.6,50338,38.4,2.02,22229,0.166,78.7,83,4.61,8.2,50.2,v1,0.544,84,6352,799,0.25,5.11,0.17,610,25.2,0.3,3.74,68.2,8.67,0.302,0.335,0.71,9.65,0.34,v1,54.8,0.55,22.2,63.8,0.51,19755,7.06,0.813,v3,class6
3.66,54923,22.4,2.04,21773,0.392,81.2,93,4.36,6.9,50.2,v1,0.624,95.2,7045,808,0.851,4.19,0.69,269,23.9,0.25,3.49,89.8,8.02,0.341,0.524,0.68,9.11,0.29,v1,50.7,0.47,53.4,71.3,0.64,54649,7.18,0.774,v1,class8
3.85,56519,39.8,2.4,39670,0.159,78.1,68,4.33,8.1,50.2,v2,0.863,96.7,5454,745,0.361,6.15,0.17,412,33.4,0.41,2.45,85.7,6.94,0.532,0.526,0.84,9.72,0.23,v1,48.8,0.61,26.7,55.1,0.84,62009,7.3,0.693,v3,class8
1.19,46800,26.2,2.98,23462,0.352,77.5,71,4.57,5.2,50.2,v2,0.477,62.9,6488,806,0.252,6.05,0.68,811,32.3,0.29,2.54,65.6,8.15,0.228,0.498,0.95,8.24,0.24,v1,60.6,0.38,88.6,62.9,0.47,19642,8.48,0.76,v3,class8
3.72,46521,48.6,1.89,59636,0.154,84.6,79,4.57,6.5,51.2,v2,0.686,97.5,4156,763,0.396,4.78,0.64,531,34.7,0.2,2.97,88.9,6.98,0.107,0.624,0.98,9.66,0.62,v2,50.9,0.42,65.1,69.8,0.87,77591,7.55,0.734,v1,class8
3.65,54679,39.9,3.22,57260,0.298,73.2,58,4.47,5.8,50.2,v1,0.824,88.4,5133,810,0.631,5.6,0.6,819,33,0.17,3.71,83.3,7.14,0.745,0.481,0.54,9.07,0.4,v2,60.5,0.43,66.3,72.1,0.55,25729,7.64,0.792,v2,class1
3.4,50618,20.5,2.77,51988,0.496,78.6,68,4.54,3.4,50.5,v1,0.683,96.2,6717,746,0.27,6.25,0.38,292,25,0.36,0.39,77.7,7.14,0.239,0.611,0.86,9.61,0.61,v2,48.6,0.57,59.8,55.7,0.45,42180,7.64,0.692,v2,class4
3.52,48825,38.6,0.69,92837,0.165,72.3,87,4.69,7.5,50.2,v1,0.686,39.4,4135,743,0.685,6.04,0.73,725,30.9,0.24,4.08,93.7,7.89,0.854,0.605,0.64,9.08,0.24,v2,58.2,0.44,59.4,69.8,0.45,70860,7.33,0.746,v2,class4
2.1,51811,24.7,2.02,43688,0.316,77.8,73,4.59,5.4,55.2,v2,0.654,41,6907,783,0.241,5.4,0.7,674,24.1,0.22,3.5,95.6,7.02,0.681,0.481,0.49,9.03,0.43,v2,60.7,0.4,67.4,62.7,0.88,23409,6.6,0.742,v2,class2
2.15,46628,37,2.7,21904,0.268,76.7,85,4.46,7.8,53.2,v1,0.668,96.7,6132,809,0.62,6.18,0.23,818,26.6,0.3,3.32,85.1,7.78,0.805,0.473,0.9,9.56,0.39,v2,60.5,0.46,68.3,64.2,0.45,50112,6.35,0.72,v1,class3
3.65,54276,40.9,0.38,20689,0.496,78.4,68,4.38,6.4,51.2,v1,0.638,77.6,4392,760,0.642,6.15,0.52,327,26.6,0.17,3.38,63.6,6.78,0.497,0.458,0.68,9.08,0.48,v2,50.2,0.45,55,68.6,0.49,25829,6.21,0.753,v2,class6
2.3,56185,27.1,2.18,77370,0.166,73.8,80,4.37,7.2,50.3,v2,0.697,90.2,4281,776,0.651,6.32,0.72,551,29.9,0.17,3.58,94.4,7.04,0.523,0.499,0.92,9.34,0.24,v2,58.9,0.48,19.5,62.8,0.32,57925,7.09,0.754,v3,class3
3.76,56161,51.3,2.25,51318,0.166,78.3,94,4.61,3.9,50.2,v2,0.63,88.7,5039,750,0.614,6.19,0.7,821,32.2,0.28,2.32,83.7,6.78,0.318,0.326,0.79,9.63,0.53,v1,47.5,0.44,40.8,72,0.77,85208,8.55,0.75,v3,class6
