@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute Class {1,2,3,4}

@data
1.324,0.477,4
1.314,0.48,4
1.305,0.483,4
1.295,0.486,4
1.286,0.489,4
1.277,0.493,4
1.271,0.497,1
1.259,0.5,1
1.25,0.503,1
1.245,0.507,1
1.236,0.511,1
1.225,0.516,1
1.213,0.522,1
1.199,0.528,1
1.185,0.536,1
1.17,0.543,1
1.154,0.551,1
1.138,0.564,1
1.121,0.573,1
1.101,0.579,1
1.084,0.592,1
1.066,0.604,1
1.049,0.715,1
1.031,0.634,1
1.027,0.638,1
0.998,0.668,1
0.982,0.657,1
0.962,0.669,1
0.946,0.683,1
0.93,0.691,1
0.914,0.706,1
0.899,0.717,2
0.883,0.725,2
0.867,0.739,2
0.851,0.75,2
0.835,0.762,2
0.819,0.772,2
0.806,0.781,2
0.8,0.78,2
0.801,0.779,2
0.802,0.777,2
0.802,0.777,2
0.801,0.778,2
0.8,0.778,2
0.8,0.777,2
0.799,0.778,2
0.799,0.78,2
0.799,0.778,2
0.798,0.781,2
0.797,0.781,2
0.796,0.781,2
0.795,0.782,2
0.795,0.786,2
0.794,0.789,2
0.793,0.796,2
0.796,0.793,2
0.796,0.827,2
0.796,0.826,2
0.799,0.824,2
0.803,0.793,2
0.81,0.819,2
0.798,0.816,2
0.795,0.813,2
0.794,0.808,2
0.794,0.808,2
0.797,0.806,2
0.8,0.809,2
0.801,0.792,2
0.821,0.789,2
1.463,0.783,1
1.461,0.78,1
1.466,0.777,1
1.467,0.775,1
1.466,0.774,1
1.462,0.772,1
1.456,0.771,1
1.448,0.768,1
1.437,0.763,1
1.425,0.757,1
1.411,0.751,1
1.395,0.745,1
1.379,0.738,1
1.362,0.732,1
1.345,0.725,1
1.328,0.717,1
1.309,0.71,1
1.291,0.703,1
1.273,0.696,1
1.257,0.689,1
1.235,0.682,1
1.216,0.675,1
1.196,0.668,1
1.177,0.661,1
1.159,0.654,1
1.14,0.647,1
1.122,0.64,1
1.103,0.633,1
1.085,0.626,1
1.066,0.619,1
1.046,0.612,1
1.027,0.604,1
1.009,0.597,1
0.99,0.59,1
0.971,0.583,1
0.775,0.576,2
0.759,0.569,2
0.712,0.562,2
0.689,0.554,2
0.674,0.547,2
0.656,0.54,2
0.655,0.534,2
0.847,0.533,2
0.85,0.535,2
0.852,0.531,2
0.853,0.531,2
0.853,0.527,2
0.852,0.526,2
0.852,0.525,2
0.584,0.524,2
0.582,0.523,2
0.582,0.522,2
0.852,0.521,2
0.582,0.52,2
0.583,0.52,2
0.85,0.519,2
0.849,0.518,2
0.849,0.517,2
0.85,0.517,2
0.85,0.516,2
0.851,0.515,2
0.851,0.513,2
0.852,0.512,2
0.855,0.51,2
0.857,0.509,2
0.858,0.508,2
0.858,0.507,2
0.602,0.504,2
0.854,0.501,2
0.854,0.498,2
0.854,0.496,2
0.854,0.494,2
0.857,0.492,2
0.858,0.49,2
0.857,0.488,2
0.856,0.486,2
0.855,0.483,2
0.851,0.48,2
0.85,0.477,2
0.852,0.475,2
0.851,0.473,2
0.851,0.471,2
0.851,0.47,2
0.854,0.468,2
0.852,0.467,2
0.847,0.469,2
0.845,0.47,2
0.841,0.466,2
0.839,0.465,2
0.841,0.464,2
0.84,0.463,2
0.839,0.467,2
0.838,0.48,2
5,0.506,1
5,0.575,1
5,0.475,4
5,0.476,4
0.939,0.565,1
5,0.569,1
5,0.569,1
5,0.569,1
5,0.566,1
5,0.483,4
5,0.573,1
5,0.573,1
0.816,0.506,2
0.806,0.516,2
0.794,0.528,2
0.784,0.54,2
0.772,0.552,2
0.764,0.565,2
0.756,0.606,2
0.752,0.772,2
0.753,0.993,2
0.758,0.992,2
0.758,0.595,2
0.758,0.991,2
0.758,0.597,2
0.758,0.594,2
0.761,0.986,2
0.774,0.988,2
0.777,0.762,2
3.163,0.589,1
3.163,0.587,1
3.164,0.589,1
3.163,0.597,1
3.162,0.598,1
3.158,0.598,1
3.151,0.604,1
3.142,0.613,1
3.131,0.627,1
3.118,0.722,1
3.104,0.715,1
3.088,0.708,1
3.072,0.7,1
3.055,0.692,1
3.037,0.684,1
3.019,0.675,1
3,0.667,1
2.982,0.658,1
2.964,0.649,1
2.945,0.641,1
2.928,0.632,1
2.91,0.624,1
0.808,0.616,2
0.789,0.609,2
0.758,0.601,2
0.759,0.593,2
0.747,0.586,2
2.801,0.621,1
2.786,0.611,1
2.776,0.605,1
2.769,0.603,1
2.765,0.598,1
2.769,0.599,1
2.766,0.6,1
2.764,0.6,1
2.763,0.599,1
2.761,0.598,1
2.758,0.597,1
2.753,0.595,1
2.745,0.592,1
2.734,0.578,1
2.722,0.583,1
2.708,0.574,1
2.693,0.551,1
2.678,0.551,1
2.661,0.558,1
2.644,0.55,1
2.626,0.546,1
2.608,0.536,1
2.589,0.528,1
2.57,0.521,1
2.55,0.513,1
2.531,0.505,1
2.511,0.498,1
2.491,0.49,4
2.472,0.482,4
2.452,0.474,4
2.433,0.466,4
2.415,0.457,4
2.397,0.45,4
2.38,0.443,4
2.363,0.436,4
2.348,0.43,4
2.333,0.427,4
2.319,0.425,4
2.307,0.437,4
1.793,0.426,4
1.78,0.418,4
1.768,0.426,4
1.757,0.403,4
1.749,0.397,4
1.745,0.394,4
2.243,0.392,4
2.236,0.39,4
2.229,0.388,4
2.222,0.386,4
2.218,0.387,4
2.212,0.388,4
2.205,0.387,4
2.199,0.504,1
2.192,0.432,4
2.185,0.381,4
2.177,0.38,4
2.165,0.376,4
2.156,0.379,4
2.147,0.428,4
2.137,0.42,4
2.127,0.422,4
2.116,0.452,4
2.105,0.426,4
2.094,0.388,4
2.083,0.39,4
2.072,0.427,4
2.062,0.401,4
2.051,1.407,3
2.04,1.401,3
2.028,1.399,3
2.015,1.4,3
2.002,1.399,3
1.988,1.395,3
1.973,1.391,3
1.958,1.391,3
1.943,1.39,3
1.928,1.387,3
1.912,1.386,3
1.897,1.386,3
1.882,1.382,3
1.867,1.381,3
1.852,1.381,3
1.838,1.381,3
1.824,1.381,3
1.811,1.384,3
1.799,1.383,3
1.787,1.386,3
1.68,1.417,3
1.671,1.384,3
1.745,1.38,3
1.601,1.379,3
1.599,1.38,3
1.605,0.621,1
1.395,0.622,1
1.385,0.629,1
1.369,0.639,1
1.36,0.72,1
1.399,0.744,1
1.408,0.751,1
1.372,0.764,1
1.327,0.889,1
1.317,0.9,1
1.308,0.923,3
1.291,0.937,3
1.277,2.127,3
1.263,2.14,3
1.249,2.153,3
1.235,2.165,3
1.221,2.177,3
1.208,2.191,3
1.195,2.202,3
1.183,2.213,3
1.17,2.222,3
1.158,2.228,3
1.149,2.234,3
1.137,2.243,3
1.128,2.251,3
1.117,2.255,3
1.104,2.263,3
1.091,2.271,3
1.078,2.278,3
1.061,0.785,1
1.045,0.786,1
1.033,0.784,1
1.02,0.755,1
1.008,0.758,1
1.001,0.762,1
0.988,0.762,1
0.974,0.765,1
0.959,0.769,1
0.942,0.769,1
0.921,0.773,1
0.902,0.776,1
0.882,0.78,2
0.863,0.781,2
0.843,0.785,2
0.823,0.789,2
0.803,0.789,2
0.785,0.792,2
0.773,0.797,2
0.77,0.795,2
0.773,0.794,2
0.776,0.793,2
0.778,0.793,2
0.778,0.793,2
0.777,0.792,2
0.777,0.793,2
0.777,0.792,2
0.778,0.792,2
0.778,0.793,2
0.778,0.792,2
0.78,0.788,2
0.78,0.788,2
0.78,0.787,2
0.78,0.786,2
0.78,0.785,2
0.78,0.784,2
0.782,0.783,2
0.782,0.779,2
0.78,0.778,2
0.777,0.776,2
0.776,0.778,2
0.776,0.776,2
0.775,0.775,2
0.775,0.773,2
0.778,0.776,2
0.778,0.798,2
0.776,0.785,2
0.772,0.777,2
0.771,0.776,2
0.77,0.772,2
0.768,0.768,2
0.767,0.77,2
0.766,0.856,2
0.765,0.82,2
0.768,0.817,2
0.767,0.799,2
0.767,0.791,2
0.827,0.789,2
0.789,0.84,2
0.765,0.791,2
0.765,0.781,2
0.768,0.832,2
0.771,0.768,2
0.781,0.762,2
0.851,0.755,2
0.847,0.753,2
0.87,0.75,2
0.904,0.751,1
0.9,0.748,2
1.38,0.758,1
1.384,0.738,1
1.384,0.734,1
1.384,0.737,1
1.38,0.735,1
1.379,0.741,1
1.381,0.737,1
1.378,0.737,1
1.37,0.735,1
1.365,0.733,1
1.35,0.729,1
1.34,0.723,1
1.326,0.722,1
1.306,0.719,1
1.293,0.713,1
1.275,0.714,1
1.257,0.715,1
1.238,0.707,1
1.22,0.697,1
1.202,0.704,1
1.183,0.692,1
1.163,0.698,1
1.144,0.673,1
1.124,0.67,1
1.104,0.664,1
1.084,0.648,1
0.927,0.649,1
0.899,0.638,2
0.879,0.635,2
0.862,0.629,2
0.845,0.615,2
0.829,0.609,2
0.813,0.602,2
0.8,0.608,2
0.794,0.587,2
0.809,0.58,2
0.922,0.583,1
0.923,0.579,1
0.923,0.58,1
0.923,0.58,1
0.921,0.579,1
0.918,0.578,1
0.914,0.577,1
0.907,0.575,1
0.898,0.573,2
0.887,0.57,2
0.873,0.566,2
0.859,0.563,2
0.845,0.558,2
0.833,0.554,2
0.821,0.551,2
0.811,0.548,2
0.805,0.541,2
0.805,0.537,2
0.807,0.536,2
0.808,0.536,2
0.808,0.536,2
0.808,0.535,2
0.808,0.534,2
0.809,0.533,2
0.809,0.529,2
0.81,0.529,2
0.81,0.528,2
0.811,0.528,2
0.811,0.526,2
0.812,0.528,2
0.812,0.527,2
0.811,0.527,2
0.811,0.525,2
0.81,0.53,2
0.809,0.523,2
0.809,0.517,2
0.808,0.512,2
0.808,0.509,2
0.808,0.51,2
0.807,0.509,2
0.806,0.511,2
0.805,0.516,2
0.803,0.514,2
0.803,0.503,2
0.802,0.498,2
0.802,0.492,2
0.802,0.49,2
0.805,0.491,2
0.804,0.49,2
0.798,0.513,2
0.797,0.591,2
0.795,0.515,2
0.794,0.487,2
0.793,0.486,2
0.792,0.486,2
0.791,0.854,2
0.794,0.833,2
0.793,0.822,2
0.831,0.644,2
0.82,0.631,2
0.792,0.625,2
0.792,0.622,2
0.795,0.624,2
0.798,0.502,2
0.801,0.503,2
0.815,0.511,2
0.945,0.513,1
0.944,0.777,1
1.738,0.774,1
1.738,0.772,1
1.737,0.774,1
1.735,0.774,1
1.735,0.774,1
1.733,0.773,1
1.731,0.769,1
1.726,0.767,1
1.719,0.764,1
1.709,0.76,1
1.696,0.757,1
1.682,0.751,1
0.94,0.746,1
0.926,0.74,1
0.908,0.732,1
0.899,0.726,2
0.878,0.718,2
0.866,0.711,2
1.558,0.704,1
0.845,0.697,2
0.832,0.69,2
0.902,0.684,1
0.806,0.682,2
1.483,0.676,1
1.477,0.672,1
1.476,0.672,1
1.476,0.674,1
1.474,0.67,1
1.472,0.67,1
1.47,0.669,1
1.468,0.668,1
0.851,0.67,2
1.465,0.667,1
0.848,0.667,2
1.463,0.672,1
1.462,0.671,1
1.46,0.67,1
1.458,0.665,1
1.457,0.664,1
1.455,0.664,1
1.453,0.663,1
1.452,0.666,1
1.449,0.659,1
0.9,0.661,2
0.898,0.664,2
0.894,0.659,2
1.432,0.653,1
1.425,0.65,1
1.415,0.644,1
1.408,0.641,1
1.4,0.638,1
1.391,0.635,1
1.379,0.631,1
1.366,0.627,1
1.352,0.623,1
1.336,0.619,1
1.322,0.614,1
1.305,0.61,1
1.288,0.605,1
1.27,0.601,1
1.252,0.597,1
1.234,0.593,1
1.215,0.589,1
1.197,0.584,1
1.182,0.579,1
1.164,0.575,1
1.146,0.571,1
1.128,0.566,1
1.111,0.562,1
1.097,0.558,1
1.08,0.554,1
1.066,0.55,1
1.048,0.543,1
1.03,0.539,1
1.009,0.536,1
0.988,0.533,1
0.971,0.53,1
0.954,0.528,1
0.935,0.525,1
0.919,0.523,1
0.899,0.52,2
0.882,0.518,2
0.865,0.515,2
0.848,0.513,2
0.833,0.51,2
0.818,0.507,2
0.806,0.505,2
0.803,0.502,2
0.804,0.501,2
0.806,0.501,2
0.806,0.501,2
0.806,0.501,2
0.805,0.5,2
0.805,0.5,2
0.808,0.499,2
0.809,0.499,2
0.805,0.498,2
0.808,0.497,2
0.814,0.495,2
1.074,0.493,4
1.07,0.49,4
1.069,0.489,4
0.82,0.487,2
1.473,0.485,4
1.472,0.486,4
1.072,0.486,4
1.471,0.486,4
1.471,0.486,4
1.471,0.486,4
1.471,0.486,4
1.47,0.486,4
1.47,0.485,4
1.47,0.485,4
1.468,0.486,4
1.466,0.486,4
1.462,0.486,4
1.458,0.486,4
1.452,0.487,4
1.445,0.488,4
1.437,0.488,4
1.425,0.49,4
1.417,0.491,4
1.412,0.493,4
1.404,0.494,4
1.393,0.496,1
1.385,0.497,1
1.377,0.498,1
1.369,0.5,1
1.363,0.502,1
1.353,0.505,1
1.342,0.509,1
1.33,0.513,1
1.318,0.518,1
1.305,0.523,1
1.293,0.529,1
1.28,0.534,1
1.267,0.54,1
1.252,0.546,1
1.233,0.552,1
1.217,0.558,1
1.199,0.564,1
1.179,0.57,1
1.16,0.576,1
1.141,0.583,1
1.122,0.589,1
1.101,0.595,1
1.085,0.601,1
1.065,0.607,1
1.045,0.613,1
1.026,0.619,1
1.008,0.625,1
0.989,0.63,1
0.971,0.632,1
0.952,0.631,1
0.934,0.634,1
0.879,0.637,2
0.857,0.64,2
0.835,0.644,2
0.816,0.649,2
0.794,0.653,2
0.776,0.661,2
0.762,0.66,2
0.756,0.658,2
0.757,0.652,2
0.76,0.651,2
0.761,0.65,2
0.761,0.65,2
0.76,0.649,2
0.763,0.649,2
0.763,0.648,2
0.767,0.648,2
0.77,0.647,2
1.461,0.646,1
1.461,0.646,1
1.462,0.644,1
1.036,0.644,1
1.035,0.644,1
1.034,0.645,1
1.032,0.646,1
1.031,0.648,1
1.023,0.651,1
1.018,0.656,1
1.012,0.661,1
1.002,0.667,1
0.998,0.674,1
0.989,0.685,1
0.981,0.693,1
0.664,0.702,2
0.641,0.71,2
0.619,0.718,2
0.602,0.724,2
0.586,0.732,2
0.569,0.736,2
0.558,0.737,2
0.548,0.74,2
0.544,0.738,2
0.545,0.736,2
0.549,0.735,2
0.55,0.735,2
0.55,0.735,2
0.549,0.732,2
0.553,0.734,2
1.011,0.733,1
1.012,0.732,1
1.015,0.732,1
1.014,0.731,1
1.023,0.732,1
1.015,0.732,1
1.009,0.733,1
1.005,0.734,1
1.002,0.736,1
0.99,0.736,1
0.976,0.736,1
0.964,0.738,1
0.951,0.739,1
0.943,0.742,1
0.948,0.741,1
0.936,0.738,1
0.886,0.735,2
0.867,0.735,2
0.847,0.734,2
0.831,0.739,2
0.813,0.741,2
0.799,0.746,2
0.787,0.753,2
0.777,0.856,2
0.774,0.854,2
0.775,0.85,2
0.776,0.85,2
0.776,0.849,2
0.776,0.849,2
0.776,0.755,2
0.776,0.75,2
0.775,0.749,2
0.775,0.746,2
0.775,0.745,2
0.775,0.744,2
0.774,0.74,2
0.774,0.738,2
0.774,0.736,2
0.773,0.731,2
0.776,0.732,2
0.776,0.73,2
0.786,0.732,2
0.786,0.372,2
0.775,0.363,2
0.775,0.36,2
0.775,0.355,2
0.778,0.356,2
0.781,0.354,2
0.784,0.735,2
0.804,0.732,2
1.826,0.778,1
1.82,0.349,4
1.817,0.342,4
1.819,0.34,4
1.819,0.34,4
1.818,0.341,4
1.818,0.341,4
1.818,0.341,4
1.818,0.341,4
1.818,0.341,4
1.817,0.341,4
1.817,0.341,4
1.818,0.341,4
1.817,0.34,4
1.816,0.34,4
1.813,0.34,4
1.809,0.341,4
0.95,0.341,4
0.941,0.345,4
0.928,0.356,4
0.921,0.74,1
0.914,0.74,1
0.906,0.734,1
0.905,0.727,1
2.751,0.723,1
2.739,0.355,4
2.726,0.355,4
2.711,0.361,4
2.696,0.367,4
2.68,0.394,4
2.665,0.691,1
2.652,0.687,1
2.638,0.683,1
2.626,0.68,1
2.616,0.676,1
2.603,0.672,1
2.591,0.478,4
2.575,0.664,1
2.555,0.659,1
2.541,0.655,1
2.52,0.552,1
1.493,0.647,1
1.476,0.533,1
1.455,0.571,1
1.433,0.634,1
2.427,0.63,1
1.403,0.626,1
1.96,0.621,1
1.364,0.617,1
1.345,0.613,1
1.324,0.609,1
1.306,0.604,1
1.287,0.6,1
1.272,0.595,1
1.253,0.59,1
1.235,0.586,1
1.216,0.581,1
1.197,0.576,1
1.182,0.572,1
1.161,0.564,1
1.144,0.561,1
1.126,0.558,1
1.108,0.553,1
1.09,0.549,1
1.075,0.545,1
1.054,0.54,1
1.04,0.536,1
0.592,0.531,2
0.587,0.527,2
0.579,0.522,2
0.577,0.517,2
0.573,0.512,2
0.569,0.508,2
1.898,0.503,1
1.897,0.501,1
1.9,0.501,1
1.9,0.501,1
1.898,0.501,1
1.895,0.5,1
1.889,0.499,1
1.879,0.498,1
1.868,0.495,1
1.855,0.493,4
1.84,0.49,4
1.825,0.487,4
1.809,0.484,4
1.793,0.481,4
0.818,0.478,2
0.803,0.475,2
0.788,0.472,2
0.778,0.47,2
0.768,0.468,2
0.755,0.465,2
0.747,0.463,2
0.746,0.459,2
0.747,0.461,2
0.749,0.461,2
0.749,0.461,2
0.749,0.46,2
0.752,0.46,2
0.765,0.46,2
0.756,0.459,2
1.494,0.459,4
1.491,0.458,4
1.488,0.457,4
1.491,0.456,4
1.493,0.456,4
1.489,0.456,4
1.492,0.456,4
1.71,0.456,4
1.495,0.456,4
1.492,0.456,4
1.492,0.456,4
1.492,0.456,4
1.492,0.456,4
1.495,0.456,4
1.709,0.456,4
1.709,0.456,4
1.494,0.456,4
1.708,0.456,4
1.707,0.456,4
1.707,0.456,4
1.707,0.456,4
1.707,0.456,4
1.705,0.456,4
1.702,0.455,4
1.697,0.454,4
1.69,0.453,4
1.683,0.452,4
1.674,0.452,4
1.665,0.451,4
1.655,0.451,4
1.645,0.45,4
1.636,0.449,4
1.626,0.449,4
1.616,0.449,4
1.606,0.45,4
1.596,0.45,4
1.586,0.451,4
1.575,0.452,4
1.565,0.452,4
1.556,0.453,4
1.547,0.454,4
1.537,0.454,4
1.329,0.455,4
1.317,0.457,4
1.312,0.458,4
1.304,0.459,4
1.296,0.461,4
1.29,0.462,4
1.282,0.464,4
1.273,0.466,4
1.447,0.468,4
1.435,0.47,4
1.424,0.472,4
1.413,0.474,4
1.406,0.476,4
1.397,0.478,4
1.387,0.479,4
1.375,0.481,4
1.366,0.483,4
1.356,0.485,4
1.346,0.487,4
1.336,0.489,4
1.326,0.491,4
1.316,0.494,4
1.306,0.496,1
1.296,0.499,1
1.287,0.501,1
1.278,0.504,1
1.267,0.507,1
1.255,0.511,1
1.241,0.516,1
1.226,0.521,1
1.21,0.527,1
1.194,0.533,1
1.178,0.539,1
1.161,0.546,1
1.143,0.553,1
1.125,0.561,1
1.106,0.568,1
1.087,0.576,1
1.068,0.584,1
1.049,0.595,1
1.033,0.599,1
1.014,0.61,1
0.995,0.618,1
0.976,0.627,1
0.957,0.636,1
0.936,0.646,1
0.917,0.655,1
0.899,0.664,2
0.881,0.673,2
0.863,0.683,2
0.846,0.691,2
0.829,0.7,2
0.812,0.708,2
0.797,0.717,2
0.789,0.722,2
0.785,0.726,2
0.782,0.723,2
0.783,0.722,2
0.783,0.728,2
0.783,0.725,2
0.782,0.725,2
0.781,0.724,2
0.781,0.724,2
0.78,0.723,2
0.778,0.719,2
0.777,0.719,2
0.776,0.718,2
0.776,0.717,2
0.775,0.72,2
0.775,0.719,2
0.774,0.726,2
0.777,0.733,2
0.78,1.142,2
0.791,0.725,2
0.777,1.129,2
0.776,0.728,2
0.776,0.791,2
0.775,0.853,2
0.781,0.752,2
0.781,0.817,2
0.799,0.773,2
1.555,0.767,1
1.556,0.765,1
1.557,0.747,1
1.557,0.752,1
0.791,0.755,2
0.786,0.754,2
0.787,0.752,2
0.78,0.748,2
1.53,0.743,1
1.522,0.739,1
1.515,0.735,1
1.509,0.731,1
1.502,0.731,1
1.493,0.727,1
1.483,0.723,1
1.471,0.719,1
1.457,0.714,1
1.443,0.708,1
1.426,0.711,1
1.413,0.705,1
1.396,0.699,1
1.378,0.689,1
1.36,0.683,1
1.338,0.677,1
1.32,0.668,1
1.301,0.658,1
1.285,0.656,1
1.265,0.65,1
1.245,0.648,1
1.225,0.642,1
1.206,0.633,1
1.186,0.627,1
1.167,0.618,1
1.147,0.611,1
1.128,0.605,1
1.109,0.598,1
1.087,0.592,1
1.068,0.586,1
1.05,0.58,1
1.031,0.574,1
1.013,0.567,1
0.995,0.561,1
0.733,0.555,2
0.704,0.549,2
0.682,0.542,2
0.666,0.541,2
0.656,0.534,2
0.886,0.525,2
0.87,0.519,2
0.86,0.507,2
0.859,0.504,2
0.862,0.502,2
0.864,0.502,2
0.864,0.502,2
0.863,0.502,2
0.865,0.501,2
0.865,0.5,2
0.865,0.499,2
0.866,0.498,2
0.866,0.496,2
0.867,0.495,2
0.867,0.495,2
0.867,0.495,2
0.867,0.495,2
0.867,0.494,2
0.868,0.493,2
0.868,0.492,2
0.869,0.491,2
0.869,0.49,2
0.869,0.489,2
0.866,0.488,2
0.865,0.487,2
0.586,0.485,2
0.588,0.483,2
0.87,0.481,2
0.87,0.478,2
0.87,0.476,2
0.87,0.474,2
0.87,0.472,2
0.87,0.47,2
0.87,0.469,2
0.869,0.466,2
0.865,0.463,2
0.864,0.461,2
0.866,0.459,2
0.865,0.456,2
0.864,0.454,2
0.863,0.452,2
0.863,0.451,2
0.865,0.449,2
0.862,0.448,2
0.863,0.45,2
0.853,0.451,2
0.856,0.446,2
0.854,0.445,2
0.853,0.445,2
0.852,0.444,2
0.851,0.448,2
0.851,0.474,2
0.853,0.504,2
0.855,0.538,2
0.857,0.455,2
0.951,0.452,4
0.856,0.452,2
0.901,0.452,4
0.897,0.452,2
0.866,0.456,2
0.869,0.455,2
0.876,0.455,2
0.897,0.455,2
0.896,0.475,2
0.852,0.529,2
0.852,0.529,2
0.852,0.531,2
0.852,0.53,2
0.852,0.873,2
0.855,0.479,2
0.855,1.032,2
0.858,0.468,2
0.868,0.463,2
0.879,0.467,2
3.283,0.469,4
3.281,0.478,4
3.285,0.838,1
3.287,0.833,1
3.287,0.832,1
3.286,0.835,1
3.284,0.834,1
3.28,0.83,1
3.27,0.828,1
3.26,0.511,1
3.251,0.821,1
3.241,0.813,1
3.226,0.81,1
3.207,0.801,1
3.191,0.797,1
3.171,0.788,1
3.156,0.78,1
3.14,0.773,1
3.117,0.768,1
1.001,0.761,1
3.078,0.754,1
3.061,0.746,1
3.037,0.738,1
3.017,0.731,1
2.997,0.72,1
0.908,0.716,1
2.956,0.709,1
0.873,0.701,2
2.916,0.694,1
2.897,0.701,1
2.878,0.691,1
2.86,0.687,1
2.842,0.675,1
2.826,0.667,1
2.81,0.662,1
2.794,0.658,1
2.777,0.655,1
2.761,0.653,1
2.744,0.647,1
2.727,0.653,1
2.709,0.634,1
2.692,0.628,1
2.674,0.621,1
2.657,0.615,1
2.639,0.627,1
2.621,0.603,1
2.604,0.6,1
2.586,0.59,1
2.567,0.583,1
2.549,0.577,1
2.531,0.574,1
2.512,0.564,1
2.493,0.558,1
2.474,0.551,1
2.455,0.545,1
2.437,0.542,1
2.418,0.532,1
2.399,0.534,1
2.381,0.525,1
2.362,0.513,1
2.343,0.507,1
2.324,0.501,1
2.306,0.496,1
1.946,0.491,4
1.931,0.484,4
2.249,0.484,4
2.231,0.481,4
2.213,0.48,4
2.195,0.486,4
2.18,0.485,4
2.164,0.524,1
1.907,0.556,1
1.893,0.492,4
2.12,0.512,1
2.11,0.491,4
1.892,0.482,4
2.084,0.483,4
1.836,0.49,4
1.823,0.588,1
1.814,0.488,4
2.041,0.602,1
2.027,0.628,1
2.018,0.573,1
2.003,0.607,1
1.995,0.613,1
1.98,0.546,1
1.967,0.523,1
1.954,0.522,1
1.941,0.529,1
1.926,1.455,3
1.911,1.447,3
1.894,1.439,3
1.877,1.432,3
1.858,1.429,3
1.841,1.426,3
1.822,1.424,3
1.804,1.421,3
1.786,1.418,3
1.769,1.415,3
1.752,1.415,3
1.734,1.412,3
1.717,1.41,3
1.701,1.408,3
1.686,1.406,3
1.672,1.405,3
1.659,1.41,3
1.653,1.419,3
1.651,1.414,3
1.65,1.412,3
1.649,1.412,3
1.646,1.415,3
1.636,1.411,3
1.629,1.411,3
1.629,1.411,3
1.631,1.412,3
1.627,1.412,3
1.629,1.411,3
1.626,1.412,3
1.628,1.412,3
1.624,1.412,3
1.629,1.412,3
1.604,1.413,3
1.603,1.413,3
1.557,1.413,3
1.556,1.413,3
1.556,1.413,3
1.558,1.413,3
1.558,1.414,3
1.558,1.413,3
1.557,1.414,3
1.556,1.414,3
1.555,1.418,3
1.558,1.419,3
1.554,1.42,3
1.427,0.72,1
1.426,0.718,1
1.423,0.72,1
1.422,0.724,1
1.421,0.721,1
1.417,0.725,1
1.42,0.725,1
1.419,0.723,1
1.421,0.727,1
1.417,0.725,1
1.417,0.728,1
1.543,1.443,3
1.504,0.726,1
1.415,0.727,1
1.413,0.727,1
1.537,0.729,1
1.411,0.727,1
1.417,0.728,1
1.416,0.729,1
1.412,0.73,1
1.411,0.731,1
1.416,0.731,1
1.412,0.732,1
1.411,0.729,1
1.414,0.73,1
1.406,0.731,1
1.407,0.733,1
1.403,0.737,1
1.39,0.744,1
1.38,0.75,1
1.371,0.756,1
1.36,0.769,1
1.35,5,3
1.34,2.669,3
1.329,2.657,3
1.321,2.647,3
1.311,2.636,3
1.299,1.327,3
1.315,1.304,3
1.304,1.291,3
1.285,1.281,3
1.274,1.274,3
1.28,1.268,3
1.239,1.258,3
1.222,1.169,3
1.211,1.171,3
1.201,1.174,3
1.191,1.177,3
1.181,1.18,3
1.172,1.18,3
1.159,1.179,3
1.15,0.94,3
1.144,0.947,3
1.135,0.958,3
1.126,1.183,3
1.121,1.184,3
1.107,1.185,3
1.096,1.186,3
1.082,1.189,3
1.072,1.198,3
1.061,2.505,3
1.054,1.007,3
1.044,1.009,3
1.033,1.01,3
1.02,1.015,3
1.005,1.023,3
0.993,1.041,3
0.981,1.029,3
0.973,1.034,3
0.957,1.033,3
0.944,1.003,3
0.931,1.001,3
0.918,1.038,3
0.904,1.039,3
0.894,1.04,2
0.881,1.043,2
0.862,2.575,2
0.847,2.58,2
0.833,4.428,2
0.819,3.743,2
0.811,5,2
0.811,1.032,2
0.818,1.027,2
0.821,1.027,2
0.823,1.027,2
0.823,1.027,2
0.823,1.023,2
0.824,1.026,2
0.824,0.982,2
0.824,0.978,2
0.82,0.976,2
0.82,0.972,2
0.82,0.97,2
0.82,0.965,2
0.82,0.964,2
0.821,0.965,2
0.821,0.964,2
0.822,0.962,2
0.823,0.963,2
0.823,0.961,2
0.823,0.955,2
0.822,0.95,2
0.821,0.948,2
0.821,0.946,2
0.82,0.944,2
0.82,0.945,2
0.82,0.944,2
0.823,0.949,2
0.824,0.956,2
0.823,0.958,2
0.819,0.933,2
0.819,0.931,2
0.818,0.928,2
0.817,0.927,2
0.817,0.928,2
0.82,1.016,2
0.82,1.013,2
0.819,1.011,2
0.818,1.009,2
0.813,0.923,2
0.811,0.919,2
0.811,0.992,2
0.81,0.864,2
0.81,0.847,2
0.818,0.84,2
1.224,0.837,1
0.895,0.833,2
0.809,0.83,2
0.807,0.827,2
0.81,0.98,2
0.81,0.983,2
0.811,0.84,2
0.808,0.979,2
0.811,0.978,2
0.818,0.844,2
0.817,0.842,2
0.824,0.842,2
0.886,0.813,2
0.882,0.806,2
0.882,0.8,2
1.224,0.798,1
1.224,0.796,1
1.225,0.793,1
1.226,0.791,1
1.225,0.79,1
1.224,0.79,1
1.221,0.789,1
1.215,0.787,1
1.206,0.784,1
1.196,0.78,1
1.183,0.774,1
1.169,0.768,1
1.153,0.762,1
