%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au7-300-drift-au7-cpd1-800

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 {v1,v2}
@attribute V6 {v1,v2}
@attribute V7 numeric
@attribute V8 {v1,v2,v3}
@attribute V9 numeric
@attribute V10 {v1,v2,v3}
@attribute V11 numeric
@attribute V12 numeric
@attribute Class {class1,class2,class3,class4,class5}

@data
1.71,3073,0.54,0,v1,v1,5538,v1,0,v1,1.84,0,class3
1.56,3140,0.44,2,v1,v1,7283,v1,0,v2,1.75,2,class2
7.92,3121,0.13,2,v2,v1,7295,v2,1,v1,1.84,1,class1
5.49,3483,0.13,2,v2,v1,7219,v3,2,v1,1.03,0,class2
5.77,3509,0.33,1,v1,v1,4605,v1,1,v1,1.71,2,class3
5.46,3583,0.25,1,v1,v1,4533,v3,1,v1,1.63,1,class2
6.12,3332,0.53,0,v1,v1,3233,v1,2,v1,1.95,2,class1
2.1,3345,0.36,0,v2,v1,7341,v2,2,v1,1.96,0,class2
5.43,3127,0.57,2,v2,v1,7264,v3,1,v1,0.9,2,class1
5.87,3119,0.31,2,v2,v2,4589,v3,2,v3,0.73,1,class2
4.28,3142,0.25,1,v2,v1,6776,v3,2,v1,1.25,2,class1
3.71,3151,0.48,2,v2,v1,4503,v3,2,v1,1.76,1,class1
6.78,3131,0.39,2,v2,v1,3964,v1,1,v1,1.41,0,class1
5.64,3504,0.13,0,v2,v1,4472,v2,2,v1,0.57,1,class3
7.19,3500,0.13,0,v2,v2,3541,v1,0,v3,1.72,2,class2
6.68,3116,0.46,2,v2,v2,3772,v1,2,v3,1.15,1,class3
4.66,3076,0.45,1,v2,v1,5152,v1,0,v1,1.97,1,class3
1.8,3141,0.51,2,v2,v1,4576,v3,1,v1,1.14,1,class1
1.94,3125,0.65,2,v2,v1,4686,v2,1,v1,0.55,1,class2
8.06,3134,0.53,1,v1,v1,4932,v2,1,v1,0.59,2,class1
8.23,3130,0.34,1,v1,v1,4569,v2,0,v1,0.55,0,class1
1.48,3118,0.48,2,v2,v1,4495,v1,1,v1,1.44,1,class2
1.66,3519,0.49,0,v1,v1,3294,v1,2,v1,1.29,1,class2
5.96,3144,0.26,2,v1,v1,6026,v2,1,v1,0.59,0,class1
1.75,3484,0.52,2,v2,v2,7163,v3,1,v3,1.36,1,class3
1.58,3586,0.5,1,v2,v1,7174,v3,2,v1,1.22,2,class3
5.65,3121,0.46,1,v1,v1,4087,v3,0,v1,1.99,0,class1
6.59,3595,0.6,0,v2,v1,5025,v2,2,v1,1.62,0,class3
5.65,3198,0.19,0,v1,v1,4593,v2,0,v1,2,0,class1
6.9,3140,0.14,2,v2,v2,4410,v1,0,v3,0.58,1,class2
6.43,3181,0.61,0,v2,v1,3581,v2,2,v1,1.26,0,class3
6.96,3423,0.53,0,v2,v1,3754,v3,1,v1,1.04,0,class3
5.55,3246,0.49,1,v1,v1,6339,v3,0,v1,1.25,2,class2
3.65,3597,0.52,0,v1,v1,3323,v2,2,v1,0.67,0,class3
1.82,3352,0.52,2,v2,v2,3778,v1,0,v1,1.12,0,class5
2.26,3096,0.47,0,v1,v2,3390,v1,1,v3,1.39,1,class2
3.41,3072,0.6,2,v1,v2,4538,v1,0,v2,1.83,2,class1
7.77,3090,0.43,0,v1,v2,3117,v1,2,v3,0.85,1,class2
2.15,3258,0.57,1,v1,v2,6681,v1,0,v3,1.97,1,class3
6.15,3110,0.43,1,v2,v2,5013,v1,1,v3,0.68,1,class4
7.48,3074,0.45,2,v2,v2,7250,v1,2,v2,2.06,0,class5
5.44,3150,0.67,0,v2,v2,4578,v1,2,v1,0.55,2,class4
1.89,3148,0.46,1,v1,v2,6421,v1,0,v1,1.21,1,class4
1.48,3498,0.13,2,v2,v1,3744,v1,1,v3,1.18,0,class3
5.63,3082,0.46,2,v1,v2,6140,v1,0,v2,0.77,1,class4
1.42,3598,0.65,1,v1,v1,3230,v1,1,v2,0.6,1,class4
5.03,3466,0.52,1,v1,v1,5895,v3,0,v2,1.24,0,class3
5.6,3144,0.62,1,v1,v1,3328,v2,0,v3,1.41,0,class2
7.47,3083,0.53,0,v1,v1,4827,v1,0,v1,0.56,1,class5
6.94,3082,0.4,1,v2,v2,3421,v1,2,v3,1.84,1,class5
6.82,3467,0.14,2,v1,v2,4584,v1,1,v3,1.4,2,class5
3.17,3085,0.52,0,v2,v1,7235,v1,2,v3,1.87,0,class3
6.96,3481,0.14,1,v1,v1,3272,v1,1,v1,1.1,0,class5
1.46,3097,0.46,0,v1,v1,7053,v1,0,v2,0.71,1,class4
5.58,3106,0.49,1,v2,v1,5437,v1,1,v1,1.47,2,class2
7.68,3298,0.61,0,v1,v2,7214,v1,2,v1,0.91,1,class2
8.33,3082,0.48,1,v2,v2,6032,v1,0,v3,0.56,1,class4
1.5,3542,0.49,0,v2,v2,3791,v1,0,v3,0.56,0,class5
4.96,3476,0.14,1,v2,v1,3208,v1,2,v1,0.55,2,class3
3.84,3072,0.54,1,v2,v1,4474,v1,2,v1,1.2,2,class5
7.32,3091,0.13,0,v1,v1,4105,v1,0,v1,1.51,1,class3
2.04,3130,0.31,0,v1,v2,4565,v1,0,v1,0.56,1,class4
6.79,3616,0.48,0,v2,v2,7097,v3,1,v3,1.48,0,class3
2.28,3113,0.13,2,v1,v1,4218,v3,0,v1,0.56,0,class5
1.45,3479,0.35,2,v1,v1,4184,v2,1,v1,1.82,1,class5
3.79,3084,0.42,1,v1,v2,4660,v1,0,v1,1.24,2,class3
1.92,3096,0.45,2,v2,v2,4556,v1,1,v3,1.24,1,class2
5.6,3482,0.51,1,v2,v1,4492,v1,2,v1,1.71,1,class5
3.19,3090,0.52,0,v1,v1,3089,v1,1,v2,2.02,2,class4
1.67,3483,0.46,0,v1,v2,7174,v1,1,v3,1.15,1,class5
3.75,3145,0.44,2,v2,v1,3382,v1,1,v1,0.77,0,class5
7.16,3583,0.54,0,v2,v2,6555,v1,2,v1,0.55,0,class5
7.56,3474,0.26,0,v1,v1,6617,v1,1,v2,1.99,2,class1
5.62,3190,0.17,1,v1,v1,4497,v1,2,v1,0.55,1,class5
5.43,3087,0.14,0,v2,v1,7233,v1,2,v3,1.38,1,class5
6.51,3560,0.19,2,v1,v2,3263,v1,2,v1,1.24,2,class4
6.7,3071,0.57,1,v1,v1,3370,v1,1,v1,1.22,1,class2
5.06,3103,0.48,1,v1,v1,3307,v2,1,v2,1.46,0,class4
8.15,3083,0.5,2,v1,v2,7295,v1,2,v1,0.57,1,class5
2.15,3070,0.51,1,v1,v1,6647,v3,0,v1,0.56,1,class5
1.61,3143,0.53,1,v1,v1,6103,v1,1,v1,1.56,1,class5
1.5,3075,0.37,1,v1,v1,6770,v1,2,v3,1.16,1,class3
7.37,3071,0.13,2,v2,v2,5587,v1,1,v3,1.17,1,class4
7.11,3301,0.18,1,v1,v1,7282,v1,0,v3,0.55,1,class2
1.95,3124,0.13,1,v1,v1,7355,v1,1,v2,1.27,2,class5
2.07,3477,0.45,1,v1,v1,4537,v1,2,v2,1.66,0,class2
1.66,3469,0.2,2,v1,v2,4490,v1,2,v3,0.56,0,class5
2,3096,0.22,2,v1,v2,4161,v3,2,v1,0.56,1,class4
2.05,3076,0.48,1,v2,v1,4473,v3,1,v3,1.44,1,class2
1.42,3508,0.66,2,v1,v2,6586,v1,2,v2,1.2,1,class5
7.29,3490,0.13,1,v1,v1,4120,v1,2,v1,1.96,1,class5
1.55,3093,0.56,0,v2,v1,4553,v1,1,v1,1.13,1,class5
1.59,3087,0.14,2,v1,v1,7020,v3,2,v2,1.6,1,class4
6.88,3467,0.41,2,v2,v2,7150,v1,1,v3,1.22,1,class3
1.63,3484,0.46,2,v2,v1,3584,v2,2,v2,1.79,1,class5
7.38,3468,0.36,0,v1,v1,6737,v1,0,v3,0.55,0,class3
6.86,3126,0.5,0,v1,v1,5598,v1,0,v3,0.81,2,class4
1.97,3082,0.43,1,v1,v2,6021,v1,1,v1,1.05,1,class4
2.11,3185,0.67,1,v2,v1,5271,v1,1,v3,0.58,0,class4
1.83,3142,0.44,2,v2,v1,5817,v1,0,v3,0.56,1,class4
5.62,3510,0.52,1,v1,v1,5390,v1,1,v2,1.56,2,class4
6.1,3092,0.13,0,v1,v1,4563,v1,0,v2,0.55,1,class5
1.62,3073,0.52,0,v1,v2,7141,v1,1,v3,1.52,0,class3
2.19,3146,0.46,0,v2,v2,4480,v1,1,v3,1.43,1,class2
6.02,3478,0.18,1,v1,v1,4756,v1,1,v1,1.92,1,class5
7.79,3473,0.22,1,v1,v2,3562,v1,1,v2,1.19,1,class5
1.58,3114,0.13,1,v1,v2,3314,v1,0,v3,0.56,1,class4
1.86,3074,0.14,0,v1,v1,4511,v1,0,v1,1.09,1,class2
5.87,3559,0.48,1,v2,v2,3277,v1,1,v1,1.43,2,class2
5.93,3074,0.13,1,v1,v2,7200,v1,0,v3,0.56,0,class2
1.56,3102,0.52,2,v2,v1,3447,v1,0,v3,1.24,2,class5
2.85,3478,0.6,0,v1,v2,7273,v1,1,v1,1.24,2,class2
5.55,3116,0.14,1,v1,v1,7161,v2,1,v2,1.47,1,class5
8.3,3239,0.46,0,v1,v1,3681,v1,0,v1,0.71,2,class5
1.97,3113,0.52,2,v2,v1,4571,v1,0,v2,1.35,1,class4
6.5,3206,0.13,2,v2,v2,4579,v1,1,v2,0.79,2,class4
1.6,3521,0.14,1,v1,v1,5050,v3,0,v2,1.17,2,class3
6.54,3075,0.63,0,v1,v2,3149,v1,1,v2,1.73,1,class4
2.16,3144,0.51,1,v1,v2,3440,v1,1,v1,2.03,2,class3
2.24,3084,0.14,2,v1,v1,7282,v1,2,v1,1.51,1,class3
5.71,3097,0.21,0,v2,v1,6866,v1,1,v1,1.94,2,class5
1.41,3075,0.51,0,v2,v1,3204,v1,1,v2,1.5,2,class4
1.89,3085,0.53,2,v1,v2,3724,v1,2,v1,1.54,2,class5
7.61,3081,0.14,0,v2,v2,3246,v1,1,v3,1.4,1,class5
5.9,3125,0.13,1,v2,v2,6382,v1,2,v1,1.55,2,class4
5.9,3378,0.28,1,v2,v2,7213,v1,2,v3,1.19,1,class2
7.52,3106,0.48,1,v1,v2,5545,v2,2,v3,1.53,1,class4
3.17,3540,0.14,1,v1,v2,4637,v1,2,v1,1.42,2,class4
5.5,3414,0.45,1,v2,v2,7206,v1,1,v1,1.38,2,class3
6.79,3072,0.13,1,v1,v2,3235,v1,1,v2,1.84,0,class4
1.6,3087,0.51,2,v2,v2,4500,v1,0,v2,1.91,0,class4
2.31,3076,0.14,0,v1,v1,7211,v1,1,v2,1.17,0,class1
1.54,3273,0.31,0,v2,v2,5822,v1,2,v3,1.27,1,class1
1.74,3424,0.52,2,v2,v1,4628,v1,0,v1,0.56,2,class5
8.28,3135,0.21,2,v2,v1,4462,v1,1,v3,1.85,1,class4
5.13,3103,0.65,0,v1,v2,6898,v1,1,v3,1.96,1,class1
8.01,3497,0.14,1,v1,v1,3179,v2,1,v2,0.79,2,class5
7.53,3137,0.13,0,v2,v2,7336,v2,1,v3,0.63,0,class5
5.53,3465,0.13,1,v1,v1,3383,v2,0,v3,1.11,2,class5
1.44,3076,0.52,1,v2,v2,4885,v1,1,v3,1.77,1,class4
5.48,3131,0.34,2,v2,v1,3003,v1,2,v2,1.19,1,class2
2.26,3472,0.14,0,v1,v1,3832,v2,1,v2,0.95,1,class5
6.84,3144,0.15,0,v1,v1,4498,v1,1,v3,1.82,2,class5
1.61,3481,0.42,0,v1,v2,4893,v1,2,v2,0.66,1,class5
5.56,3591,0.47,0,v2,v1,5296,v1,0,v1,0.55,2,class5
3.9,3069,0.51,1,v2,v1,3289,v3,2,v3,1.97,2,class2
1.43,3069,0.13,0,v1,v2,3608,v1,2,v1,0.73,0,class5
6.38,3070,0.46,0,v1,v1,7066,v1,0,v1,0.59,0,class2
1.48,3070,0.64,1,v2,v1,4503,v3,1,v3,0.8,1,class5
6.41,3174,0.46,2,v1,v1,4397,v1,0,v2,0.55,2,class3
1.62,3481,0.19,0,v1,v1,3008,v1,1,v2,2.07,1,class4
6.97,3092,0.13,1,v2,v1,4666,v2,1,v1,1.61,2,class5
1.46,3071,0.58,1,v1,v1,7297,v1,2,v1,0.66,1,class2
1.47,3099,0.13,1,v2,v2,7184,v1,0,v3,1.56,1,class5
1.48,3519,0.65,0,v2,v1,4332,v1,1,v3,1.25,2,class5
1.47,3258,0.52,2,v1,v1,7234,v1,2,v1,1.88,2,class3
1.54,3077,0.51,1,v2,v2,6709,v1,1,v3,1.6,1,class5
7.83,3507,0.13,2,v2,v2,7127,v1,0,v2,0.56,1,class4
5.46,3096,0.13,2,v2,v1,7181,v3,1,v3,1.49,2,class2
6.92,3262,0.13,2,v2,v2,5467,v1,2,v2,1.31,2,class4
1.65,3150,0.51,0,v1,v1,3372,v1,2,v2,1.74,2,class4
5.68,3166,0.5,2,v1,v1,7268,v1,0,v1,0.56,1,class2
1.9,3083,0.13,2,v1,v2,3625,v2,1,v1,1.42,1,class3
7.99,3079,0.54,0,v1,v1,3751,v1,2,v2,0.57,1,class1
6.51,3121,0.34,1,v2,v2,3131,v1,2,v1,0.55,2,class4
1.61,3476,0.13,2,v2,v1,3879,v1,1,v1,1.05,1,class5
1.5,3540,0.14,1,v2,v2,4884,v1,1,v2,1.16,0,class3
1.43,3106,0.25,2,v1,v1,5401,v2,1,v1,2.03,0,class2
1.65,3482,0.52,1,v2,v2,3531,v1,2,v3,0.55,2,class5
6.84,3074,0.51,0,v1,v2,4578,v1,0,v2,1.26,2,class5
7.03,3342,0.25,0,v1,v1,6622,v1,2,v2,1.87,0,class4
7.22,3134,0.33,0,v2,v2,3532,v1,1,v2,1.8,0,class2
5.14,3522,0.13,2,v2,v1,6177,v1,1,v1,0.93,0,class3
1.78,3611,0.55,0,v1,v1,3366,v1,0,v1,0.84,1,class5
2.1,3099,0.53,0,v2,v1,3312,v1,2,v2,0.56,2,class3
1.66,3171,0.21,0,v1,v1,4525,v1,1,v2,1.27,1,class2
1.44,3157,0.48,0,v2,v1,3425,v1,0,v3,0.98,1,class5
1.53,3202,0.28,2,v2,v1,6080,v1,0,v2,1.7,2,class4
1.66,3077,0.14,0,v2,v1,3910,v1,1,v2,1.28,1,class1
1.84,3103,0.51,1,v2,v1,4223,v1,0,v2,1.66,0,class1
7.72,3469,0.13,0,v2,v2,3035,v1,1,v1,1.44,1,class2
6.27,3112,0.27,0,v2,v1,7338,v1,1,v2,1.94,1,class1
4.23,3490,0.52,0,v1,v1,3934,v1,2,v1,2.01,0,class5
4.19,3091,0.16,2,v2,v2,4533,v3,1,v2,1.97,0,class4
1.57,3075,0.13,2,v1,v1,7160,v1,1,v3,1.29,0,class5
1.44,3474,0.14,1,v1,v2,4175,v1,1,v3,1.6,1,class4
1.54,3463,0.5,0,v2,v2,6958,v1,0,v1,0.58,1,class1
2.23,3143,0.33,0,v1,v1,7322,v1,1,v1,1.51,1,class5
2.11,3106,0.52,0,v1,v1,4508,v1,0,v1,0.55,2,class5
5.63,3098,0.3,2,v2,v1,6497,v1,0,v2,0.6,1,class4
7.84,3078,0.46,0,v2,v2,3019,v1,0,v3,2.03,1,class2
5.43,3113,0.52,0,v1,v2,6534,v1,1,v3,1.55,2,class3
1.48,3487,0.14,0,v1,v1,7290,v1,0,v1,2.05,1,class5
7.02,3149,0.13,0,v2,v1,3029,v1,0,v2,0.73,0,class4
6.3,3487,0.14,2,v1,v2,4514,v2,1,v3,1.45,1,class5
1.62,3071,0.13,2,v2,v1,6447,v1,1,v1,0.94,2,class5
4.01,3481,0.52,0,v2,v1,7299,v2,1,v3,1.61,1,class5
6.3,3130,0.14,1,v2,v1,5681,v1,1,v1,1.23,1,class5
2.77,3073,0.23,2,v1,v2,4484,v2,2,v2,1.27,2,class4
1.8,3132,0.51,1,v2,v2,3045,v1,1,v3,1.42,0,class5
4.62,3422,0.45,1,v2,v1,7354,v1,2,v3,1.95,0,class3
2.33,3501,0.46,1,v2,v1,7165,v1,0,v1,0.55,0,class5
1.72,3246,0.15,0,v1,v1,3056,v1,0,v3,1.36,1,class2
1.52,3332,0.13,2,v1,v1,3321,v1,0,v2,1.32,1,class4
1.88,3147,0.13,1,v1,v1,3109,v1,1,v1,1.28,1,class5
1.44,3346,0.6,1,v1,v2,5808,v1,0,v3,0.55,0,class4
1.48,3115,0.58,0,v1,v1,4524,v1,1,v2,1.65,0,class2
7.49,3569,0.42,1,v2,v2,7332,v1,1,v1,1.53,2,class4
6.31,3073,0.14,2,v1,v2,4774,v1,2,v3,1.5,1,class4
2.47,3554,0.14,0,v1,v1,4193,v2,1,v1,1.6,1,class3
6.7,3467,0.2,2,v1,v2,4568,v1,1,v1,1.78,0,class4
1.58,3483,0.48,0,v1,v2,6745,v2,0,v1,0.87,0,class3
1.47,3084,0.14,2,v1,v1,5128,v1,1,v1,1.42,1,class5
6.47,3118,0.31,1,v1,v1,3055,v1,1,v1,1.95,0,class5
7.2,3267,0.61,0,v2,v1,7190,v2,0,v2,0.56,1,class5
1.91,3114,0.14,2,v1,v2,4561,v1,0,v3,0.56,0,class5
1.59,3489,0.52,1,v1,v1,6123,v1,0,v1,0.6,1,class5
5.61,3463,0.45,2,v1,v2,4585,v1,0,v1,0.58,1,class4
5.61,3170,0.13,0,v1,v1,3305,v1,0,v3,1.99,1,class5
5.52,3497,0.64,2,v2,v2,6630,v1,0,v2,0.55,2,class4
1.9,3452,0.44,0,v2,v2,4584,v1,2,v2,0.56,0,class2
1.63,3322,0.44,2,v2,v2,6848,v1,1,v2,1.23,0,class5
2.06,3070,0.34,1,v1,v1,3268,v1,0,v1,0.57,2,class3
7.84,3069,0.53,0,v1,v1,6849,v1,1,v1,1.36,2,class5
1.94,3466,0.61,1,v1,v2,5327,v1,0,v3,1.57,1,class4
5.58,3496,0.45,0,v1,v2,5984,v1,1,v1,1.26,1,class4
7,3587,0.49,0,v2,v2,4199,v1,1,v3,1.21,1,class5
5.64,3483,0.27,1,v2,v1,4501,v1,0,v1,0.56,1,class5
1.66,3147,0.54,1,v1,v1,6451,v2,0,v2,1.51,2,class5
1.51,3128,0.13,1,v2,v1,5703,v1,1,v2,1.57,1,class5
5.63,3462,0.14,2,v1,v2,7328,v2,0,v2,1.79,1,class1
1.51,3134,0.14,1,v1,v2,6659,v1,1,v1,1.21,2,class4
7.85,3073,0.53,1,v1,v2,6628,v1,0,v1,1.85,1,class3
1.62,3306,0.52,2,v1,v2,7188,v1,1,v2,1.34,1,class1
2.51,3535,0.49,1,v2,v2,3334,v1,0,v1,1.98,1,class3
1.66,3141,0.14,2,v1,v2,3267,v1,1,v3,1.59,2,class4
1.78,3476,0.13,2,v2,v2,3025,v1,0,v1,1.15,2,class5
5.47,3488,0.47,2,v1,v2,3319,v3,2,v2,0.89,1,class4
1.57,3086,0.54,1,v2,v1,4012,v1,1,v2,1.24,2,class1
7.3,3103,0.52,0,v1,v1,4295,v1,2,v1,1.67,1,class3
1.65,3476,0.46,1,v2,v2,6410,v1,1,v1,1.46,1,class3
5.9,3625,0.3,0,v1,v1,6782,v2,1,v2,0.56,2,class1
8.02,3262,0.55,2,v1,v2,6063,v1,1,v2,1.96,1,class4
6.76,3086,0.44,0,v1,v1,4185,v1,2,v2,1.87,1,class4
4.25,3472,0.42,1,v2,v2,3657,v1,0,v2,0.56,0,class5
7.88,3146,0.53,1,v2,v1,5084,v1,0,v1,0.67,1,class5
3.24,3485,0.66,2,v1,v1,7325,v1,1,v2,1.97,2,class2
2.94,3542,0.51,2,v1,v1,6669,v1,2,v1,0.56,2,class2
7.37,3137,0.39,2,v2,v1,4999,v1,2,v3,1.66,1,class4
1.99,3079,0.65,2,v1,v2,5535,v1,0,v1,0.56,1,class5
1.56,3103,0.59,0,v1,v1,6426,v1,1,v1,0.6,1,class2
3.07,3288,0.13,1,v1,v1,6720,v1,1,v1,1.47,0,class2
1.59,3472,0.35,0,v1,v1,7267,v1,1,v3,0.55,1,class5
5.62,3487,0.48,1,v1,v1,3264,v1,0,v1,0.8,2,class3
6.54,3133,0.14,1,v1,v1,3885,v1,0,v2,0.56,1,class2
2.22,3250,0.25,2,v2,v1,4027,v1,1,v3,1.98,1,class5
1.91,3552,0.5,0,v1,v1,6987,v1,0,v3,0.64,1,class3
7.18,3266,0.48,1,v1,v2,3684,v1,0,v2,0.56,1,class3
6.8,3134,0.48,1,v2,v1,3412,v1,1,v1,1.54,1,class5
5.52,3089,0.53,0,v2,v2,3437,v1,0,v1,1.57,1,class2
5.55,3537,0.48,1,v1,v2,3048,v3,0,v2,1.11,1,class4
5.55,3140,0.41,1,v2,v2,4888,v1,1,v2,0.56,1,class5
1.46,3123,0.44,1,v1,v2,6318,v1,2,v1,1.07,1,class4
1.57,3147,0.49,1,v2,v2,3580,v1,0,v3,0.55,2,class3
5.61,3149,0.31,0,v1,v1,7318,v1,0,v2,1.62,1,class5
1.66,3256,0.44,1,v1,v2,6428,v2,2,v2,0.76,1,class4
1.49,3076,0.13,2,v2,v1,3079,v1,0,v3,2.04,0,class2
1.5,3316,0.38,1,v1,v2,6557,v1,1,v2,1.99,1,class4
4.73,3501,0.47,2,v2,v1,4075,v1,1,v3,1.51,0,class3
8.2,3105,0.14,1,v2,v2,7102,v2,0,v3,0.56,1,class3
5.48,3618,0.53,1,v2,v1,3976,v1,2,v1,1.83,1,class5
1.52,3073,0.53,0,v2,v2,6587,v1,1,v3,1.57,0,class2
7.76,3474,0.34,1,v2,v1,6258,v1,2,v1,0.56,1,class2
2.21,3074,0.53,0,v1,v1,5784,v2,1,v1,1.67,1,class5
4.89,3490,0.53,0,v1,v2,3087,v1,1,v2,1.35,2,class4
1.63,3518,0.15,0,v2,v2,6987,v1,2,v3,0.56,1,class2
7.07,3617,0.47,1,v1,v1,3196,v1,2,v3,1.91,2,class2
1.8,3188,0.44,1,v1,v2,6356,v1,2,v2,1.69,1,class4
1.48,3481,0.13,0,v1,v1,3364,v1,2,v1,1.87,1,class5
1.5,3464,0.38,0,v2,v2,4063,v1,2,v2,1.16,1,class2
6.73,3477,0.58,0,v1,v1,7289,v1,1,v1,0.57,1,class5
7.73,3072,0.59,2,v2,v2,7249,v1,0,v2,1.15,1,class1
1.5,3575,0.15,2,v1,v1,7105,v1,0,v1,0.56,2,class3
2.07,3117,0.13,0,v2,v1,4538,v1,1,v2,1.35,1,class2
1.46,3473,0.43,1,v2,v1,6403,v1,2,v3,1.72,0,class3
7.59,3267,0.37,2,v2,v1,7178,v1,2,v1,0.59,2,class5
1.78,3107,0.44,2,v1,v2,3972,v2,0,v1,0.59,1,class4
1.43,3469,0.44,0,v1,v1,7360,v1,2,v3,0.64,1,class2
5.49,3098,0.13,1,v1,v2,4569,v2,1,v3,0.94,1,class2
1.93,3081,0.2,0,v2,v1,4340,v3,2,v1,1.2,0,class5
1.92,3473,0.47,1,v1,v2,4281,v1,0,v1,1.2,0,class2
1.52,3364,0.48,0,v1,v1,3823,v1,2,v1,1.03,0,class5
1.56,3079,0.64,2,v1,v1,6334,v3,0,v1,1.96,2,class5
5.56,3164,0.65,0,v2,v1,3178,v1,0,v3,1.02,1,class2
1.45,3124,0.48,0,v1,v2,5581,v1,0,v1,0.98,1,class5
1.69,3585,0.54,0,v1,v2,5408,v1,0,v1,1.57,1,class5
5.65,3460,0.55,2,v2,v1,4755,v2,1,v1,1.77,1,class5
2.05,3476,0.46,2,v1,v2,7304,v3,0,v1,0.55,0,class4
6.22,3467,0.49,1,v2,v1,5782,v1,1,v1,1.39,1,class5
1.59,3150,0.56,0,v1,v1,4144,v2,0,v3,0.56,1,class3
6.21,3106,0.5,1,v1,v2,5421,v1,1,v3,0.59,1,class5
1.62,3076,0.22,1,v1,v2,3629,v1,0,v1,0.6,1,class2
4.72,3095,0.13,0,v2,v1,3007,v1,1,v2,1.45,0,class4
4.29,3553,0.19,1,v2,v2,4563,v3,0,v1,1.73,0,class3
3.93,3482,0.13,1,v2,v1,4218,v1,1,v1,1.16,0,class5
1.62,3135,0.13,0,v2,v2,7174,v1,1,v3,1.46,1,class2
1.97,3084,0.6,0,v1,v1,3016,v1,1,v2,1.01,1,class4
1.9,3084,0.52,0,v2,v1,4593,v1,1,v1,1.51,1,class5
1.63,3482,0.65,0,v1,v1,7173,v1,1,v3,1.77,0,class5
5.75,3466,0.67,2,v1,v2,5178,v1,0,v3,2.03,2,class4
1.58,3071,0.13,0,v2,v1,7218,v1,1,v1,1.92,1,class5
1.55,3132,0.19,0,v1,v2,3202,v1,0,v3,0.58,2,class2
