@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute Class {1,2,3,4}

@data
1.897,1.413,1.981,1.785,3
1.881,1.407,1.935,1.802,3
1.865,1.406,1.922,1.819,3
1.848,1.404,1.893,1.836,3
1.831,1.402,1.924,1.853,3
1.815,1.403,1.995,1.87,3
1.798,1.398,1.998,1.887,3
1.781,1.396,1.992,1.907,3
1.764,1.397,1.979,1.924,3
1.748,1.395,1.964,1.938,3
1.732,1.393,1.954,1.953,3
1.647,1.394,1.79,1.968,3
1.631,1.406,1.767,1.981,3
1.628,1.405,1.744,1.994,3
1.612,1.39,1.71,2.008,3
1.596,1.388,1.691,2.021,3
1.557,1.387,1.698,2.034,3
1.559,1.386,1.806,2.047,3
1.581,1.387,1.815,2.064,3
1.463,0.715,1.63,2.077,1
1.458,0.709,1.615,2.093,1
1.37,0.723,1.598,2.105,1
1.367,0.724,1.585,2.117,1
1.429,0.73,1.58,2.129,1
1.417,0.798,1.567,2.141,1
1.347,0.848,1.551,2.159,1
1.332,2.171,1.537,2.166,3
1.323,2.177,1.521,2.15,3
1.312,2.185,1.508,2.161,3
1.3,2.197,1.494,2.627,3
1.284,2.208,1.481,2.647,3
1.274,2.224,1.467,2.247,3
1.261,2.233,1.458,2.264,3
1.251,2.241,1.447,2.307,3
1.242,2.252,1.435,2.322,3
1.226,2.261,1.424,2.331,3
1.213,2.267,1.414,3.253,3
1.197,0.862,1.405,3.264,1
1.182,2.282,1.398,3.278,3
1.17,0.868,1.391,3.294,1
1.158,2.295,1.385,2.366,3
1.144,2.302,1.38,2.364,3
1.133,0.819,1.374,2.385,1
1.118,0.821,1.371,2.358,1
1.103,0.824,1.366,2.341,1
1.089,0.826,1.361,3.387,1
1.074,0.828,1.355,3.405,1
1.059,0.83,1.35,3.427,1
1.042,0.828,1.345,2.395,1
1.025,0.823,1.342,2.419,1
1.007,0.797,1.337,2.437,1
0.985,0.792,1.333,2.452,1
0.967,0.795,1.329,2.467,1
0.947,0.794,1.325,2.486,1
0.928,0.797,1.321,2.506,1
0.908,0.8,1.317,2.519,1
0.889,0.804,1.313,2.542,2
0.869,0.808,1.309,2.562,2
0.849,0.812,1.305,2.578,2
0.83,0.813,1.301,2.601,2
0.811,0.817,1.297,2.619,2
0.793,0.822,1.294,2.637,2
0.78,0.824,1.292,2.65,2
0.778,0.825,1.293,2.653,2
0.784,0.823,1.295,2.657,2
0.785,0.819,1.296,3.658,2
0.786,0.819,1.296,3.651,2
0.786,0.818,1.296,3.66,2
0.786,0.817,1.296,3.65,2
0.785,0.817,1.297,3.647,2
0.785,0.816,1.294,3.646,2
0.785,0.816,1.294,3.646,2
0.785,0.815,1.294,3.645,2
0.785,0.814,1.295,3.642,2
0.784,0.813,1.296,3.644,2
0.78,0.812,1.297,3.644,2
0.78,0.811,1.298,3.643,2
0.779,0.81,1.299,3.642,2
0.779,0.808,1.301,3.642,2
0.778,0.807,1.303,3.642,2
0.777,0.805,1.306,3.646,2
0.78,0.808,1.308,3.645,2
0.779,0.813,1.313,3.645,2
0.779,0.825,1.315,3.647,2
0.779,0.817,1.317,3.643,2
0.778,0.812,1.315,3.639,2
0.776,0.808,1.317,3.635,2
0.771,0.803,1.318,3.638,2
0.77,0.803,1.32,3.644,2
0.769,0.802,1.322,3.642,2
0.768,0.828,1.324,3.645,2
0.767,0.878,1.327,4.846,2
0.769,0.863,1.329,0.808,2
0.769,0.871,1.335,0.796,2
0.769,0.82,1.343,0.79,2
0.778,0.8,1.355,0.787,2
0.803,0.792,1.36,0.785,2
0.774,0.789,1.345,0.789,2
0.767,0.788,1.349,0.789,2
0.766,0.782,1.355,0.776,2
0.769,0.791,1.36,0.775,2
0.776,0.767,1.37,0.774,2
0.831,0.761,1.441,0.769,2
0.792,0.758,1.905,0.767,2
0.854,0.755,1.907,0.766,2
0.894,0.755,1.398,0.766,2
1.182,0.752,1.4,0.765,1
0.892,0.746,1.38,0.765,2
1.346,0.743,1.407,0.765,1
1.349,0.741,1.413,0.765,1
1.349,0.737,1.413,0.766,1
1.348,0.737,1.412,0.767,1
1.346,0.741,1.409,0.768,1
1.342,0.737,1.404,0.769,1
1.34,0.74,1.404,0.771,1
1.339,0.736,1.405,0.772,1
1.338,0.735,1.404,0.773,1
1.341,0.738,1.401,0.774,1
1.337,0.738,1.403,0.775,1
1.34,0.738,1.403,0.775,1
1.336,0.738,1.401,0.776,1
1.332,0.741,1.397,0.78,1
1.325,0.74,1.387,0.786,1
1.316,0.732,1.378,0.795,1
1.305,0.742,1.367,0.806,1
1.292,0.726,1.355,0.819,1
1.278,0.72,1.34,0.836,1
1.265,0.714,1.325,0.852,1
1.248,0.708,1.309,0.869,1
1.231,0.705,1.294,0.887,1
1.213,0.698,1.277,0.905,1
1.195,0.692,1.581,0.923,1
1.176,0.702,1.83,0.941,1
1.157,0.681,1.821,0.96,1
1.138,0.68,1.809,0.979,1
1.119,0.682,1.8,0.998,1
1.1,0.722,1.791,1.017,1
0.943,0.654,1.78,1.033,1
0.923,0.65,1.13,1.055,1
0.899,0.641,1.11,1.075,2
0.881,0.669,1.091,1.094,2
0.864,0.627,1.068,1.114,2
0.847,0.623,1.745,1.134,2
0.83,0.619,1.738,1.153,2
0.816,0.613,1.729,1.17,2
0.803,0.601,1.724,1.186,2
0.818,0.589,1.721,1.195,2
0.917,0.586,1.726,1.194,1
0.92,0.586,1.726,1.191,1
0.921,0.586,1.728,1.189,1
0.921,0.586,1.724,1.19,1
0.919,0.586,1.72,1.192,1
0.917,0.585,1.72,1.194,1
0.915,0.584,1.722,1.195,1
0.913,0.584,1.721,1.197,1
0.912,0.584,1.717,1.199,1
0.911,0.584,1.72,1.199,1
0.91,0.583,1.72,1.201,1
0.908,0.583,1.716,1.202,1
0.907,0.582,1.715,1.203,1
0.906,0.582,1.718,1.205,1
0.904,0.581,1.717,1.207,1
0.902,0.581,1.712,1.209,1
0.9,0.581,1.714,1.211,2
0.899,0.581,1.717,1.212,2
0.898,0.58,1.717,1.213,2
0.897,0.58,1.717,1.214,2
0.896,0.579,1.717,1.215,2
0.895,0.579,1.717,1.215,2
0.895,0.578,1.717,1.215,2
0.895,0.578,1.718,1.215,2
0.896,0.577,1.719,1.215,2
0.896,0.576,1.721,1.214,2
0.896,0.575,1.725,1.214,2
0.896,0.574,1.727,1.214,2
0.897,0.572,1.732,1.213,2
0.897,0.57,1.734,1.213,2
0.898,0.569,1.734,1.128,2
0.899,0.567,1.629,1.105,2
0.9,0.566,1.737,1.217,2
0.899,0.564,1.735,1.227,2
0.898,0.563,1.737,5,2
0.897,0.56,1.739,5,2
0.897,0.557,1.741,5,2
0.896,0.555,1.744,1.093,2
0.896,0.553,1.749,1.088,2
0.896,0.551,1.766,1.087,2
0.896,0.549,1.768,1.086,2
0.896,0.548,2.611,1.088,2
0.895,0.546,2.133,1.091,2
0.894,0.544,1.286,5,2
0.893,0.541,1.28,2.508,2
0.892,0.538,2.615,1.094,2
0.891,0.535,2.617,1.086,2
0.891,0.533,2.619,1.084,2
0.891,0.532,2.621,1.084,2
0.894,0.53,2.634,1.083,2
0.894,0.529,2.634,0.581,2
0.892,0.53,2.879,0.573,2
0.887,0.524,2.881,0.568,2
0.886,0.526,2.885,0.571,2
0.884,0.532,2.883,0.57,2
0.882,0.531,2.885,0.572,2
0.881,0.527,2.887,0.568,2
0.88,0.527,2.889,0.549,2
0.88,0.526,2.891,0.591,2
0.879,0.526,2.893,0.571,2
0.882,0.535,2.895,0.547,2
0.881,0.914,2.901,0.533,2
1.325,0.907,1.253,0.522,3
1.761,0.902,1.247,0.519,3
0.88,0.708,1.25,0.513,2
0.879,0.699,1.277,0.511,2
0.878,0.696,1.274,0.512,2
0.878,0.697,1.27,0.513,2
0.878,0.7,1.272,0.512,2
0.878,0.695,1.255,0.514,2
0.878,0.694,1.256,0.513,2
0.881,0.693,1.259,0.512,2
0.881,0.692,4.735,0.511,2
0.887,0.691,1.274,0.516,2
0.888,0.69,1.258,0.516,2
0.891,0.692,1.252,0.506,2
0.904,0.711,1.254,0.502,1
1.744,0.541,1.251,0.5,1
1.75,0.542,1.252,0.499,1
1.753,0.867,1.253,0.498,1
1.751,0.867,1.253,0.5,1
1.745,0.551,1.255,0.504,1
1.741,0.863,1.257,0.509,1
1.732,0.567,1.261,0.518,1
1.721,0.571,1.267,0.528,1
1.707,0.583,1.273,0.54,1
0.96,0.842,1.279,0.553,1
1.677,0.835,1.286,0.567,1
0.975,0.827,1.294,0.582,1
1.642,0.819,1.302,0.598,1
1.627,0.811,1.311,0.614,1
0.948,0.802,1.319,0.625,1
0.887,0.794,1.328,0.638,2
0.923,0.714,1.337,0.655,1
0.866,0.774,1.345,0.673,2
0.873,0.768,1.35,0.687,2
0.851,0.759,1.358,0.704,2
0.837,0.751,1.366,0.721,2
0.824,0.742,1.377,0.737,2
0.817,0.735,1.383,0.751,2
1.459,0.725,1.389,0.759,1
0.863,0.722,1.391,0.758,2
1.462,0.722,1.391,0.755,1
1.462,0.723,1.39,0.754,1
1.46,0.722,1.391,0.756,1
1.459,0.721,1.389,0.758,1
1.458,0.721,1.392,0.759,1
1.457,0.72,1.393,0.76,1
1.456,0.719,1.393,0.762,1
1.454,0.719,1.393,0.763,1
1.453,0.719,1.393,0.764,1
0.921,0.718,1.394,0.765,1
0.92,0.718,1.395,0.766,1
0.914,0.717,1.395,0.768,1
0.912,0.716,1.396,0.77,1
0.913,0.714,1.398,0.773,1
1.436,0.711,1.4,0.779,1
1.428,0.707,1.404,0.788,1
1.417,0.702,1.408,0.798,1
1.407,0.697,1.413,0.81,1
1.392,0.691,1.419,0.825,1
1.376,0.685,1.428,0.839,1
1.359,0.678,1.435,0.855,1
1.341,0.67,1.443,0.873,1
1.325,0.663,1.454,0.891,1
0.819,0.656,1.465,0.909,2
1.284,0.649,1.523,0.928,1
1.264,0.641,1.528,0.947,1
1.247,0.633,1.537,0.965,1
1.225,0.625,1.556,0.984,1
1.205,0.617,1.556,1.003,1
1.187,0.61,1.571,1.02,1
1.166,0.602,3.09,1.038,1
1.149,0.595,1.596,1.054,1
1.132,0.589,3.104,1.071,1
1.115,0.582,3.11,1.088,1
1.098,0.575,3.117,1.104,1
1.078,0.568,3.123,1.12,1
1.064,0.562,3.129,1.137,1
0.733,0.555,3.136,1.154,2
0.715,0.55,3.143,1.172,2
1.01,0.543,3.048,1.19,1
0.992,0.54,3.157,1.209,1
0.689,0.53,3.164,1.227,2
0.712,0.524,3.171,1.244,2
0.692,0.516,3.176,1.263,2
0.676,0.512,3.182,1.276,2
0.651,0.515,3.188,1.29,2
0.693,0.498,3.196,1.297,2
0.712,0.496,3.194,1.298,2
0.91,0.495,3.194,1.295,1
0.907,0.495,3.195,1.294,1
0.906,0.494,3.195,1.295,4
0.905,0.494,3.195,1.292,4
0.904,0.493,3.198,1.297,4
0.9,0.491,3.197,1.297,2
0.772,0.488,3.201,1.302,2
0.766,0.486,3.2,1.309,2
0.885,0.484,3.205,1.316,2
0.878,0.482,3.205,1.324,2
0.874,0.48,3.207,1.331,2
0.866,0.478,3.208,1.336,2
0.863,0.477,3.21,1.338,2
0.86,0.476,3.21,1.336,2
0.86,0.475,3.211,1.336,2
0.859,0.474,1.796,1.336,2
0.857,0.473,1.793,1.337,2
0.856,0.472,1.813,1.337,2
0.855,0.472,1.798,1.338,2
0.852,0.471,1.755,1.338,2
0.851,0.471,3.213,1.338,2
0.848,0.469,3.217,1.338,2
0.85,0.468,3.22,1.341,2
0.846,0.466,1.925,1.339,2
0.848,0.464,1.925,1.339,2
0.851,0.461,1.922,1.339,2
0.85,0.459,1.925,1.086,2
0.853,0.457,1.935,1.358,2
1.493,0.455,1.826,1.075,4
1.492,0.453,1.768,1.067,4
1.2,0.451,1.815,1.065,4
1.199,0.449,1.836,1.03,4
1.197,0.448,1.781,1.026,4
1.196,0.448,1.779,1.003,4
1.195,0.448,1.779,1.004,4
1.195,0.448,1.776,0.979,4
1.196,0.448,1.782,1.004,4
1.195,0.448,1.782,0.976,4
1.195,0.448,1.776,1.004,4
1.194,0.448,1.779,1.032,4
1.193,0.449,1.776,1.006,4
1.191,0.449,1.78,0.98,4
1.191,0.45,1.78,0.981,4
1.19,0.451,1.781,0.986,4
1.57,0.453,1.936,0.992,4
1.206,0.454,1.839,0.999,4
1.558,0.455,1.84,1.006,4
1.549,0.456,1.845,0.897,4
1.54,0.457,1.847,0.902,4
1.534,0.459,1.472,0.91,4
1.553,0.461,1.477,0.919,4
1.54,0.463,1.485,0.931,4
1.504,0.466,1.495,0.94,4
1.493,0.468,1.503,0.949,4
1.476,0.471,1.513,0.976,4
1.467,0.474,1.523,0.986,4
1.488,0.476,1.99,1.202,4
1.463,0.479,1.995,1.211,4
1.468,0.482,1.557,1.217,4
1.459,0.485,1.556,0.795,4
1.424,0.488,1.568,0.801,4
1.414,0.491,2.015,0.817,4
1.428,0.494,2.019,0.599,4
1.418,0.498,2.023,0.572,1
1.38,0.502,2.027,0.568,1
1.37,0.505,2.035,0.567,1
1.36,0.509,1.625,0.567,1
1.347,0.513,1.806,0.568,1
1.338,0.519,1.805,0.576,1
1.325,0.525,1.862,0.582,1
1.31,0.532,1.798,0.585,1
1.295,0.54,1.797,0.602,1
1.279,0.548,1.845,0.612,1
1.297,0.556,1.734,0.635,1
1.284,0.564,1.744,0.628,1
1.27,0.574,1.754,0.655,1
1.257,0.582,1.777,0.649,1
1.374,0.591,2.093,0.673,1
1.364,0.601,3.095,0.687,1
1.351,0.61,1.848,0.693,1
1.341,0.619,2.799,0.705,1
1.329,0.628,2.809,0.703,1
1.319,0.638,1.877,0.723,1
1.31,0.647,1.874,0.878,1
1.301,0.657,1.875,1.62,1
1.292,0.666,1.876,0.939,1
1.511,0.676,2.875,1.661,1
1.495,0.685,1.85,1.483,1
1.476,0.698,1.852,0.984,1
1.451,0.705,1.85,1.421,1
1.434,0.715,1.852,1.537,1
1.419,0.724,1.855,1.557,1
0.94,0.727,1.853,1.579,1
0.917,0.73,1.856,1.596,1
0.897,0.736,1.858,1.555,2
0.878,0.743,1.925,1.676,2
0.862,0.75,1.925,1.598,2
0.846,0.757,1.931,1.565,2
0.831,0.765,2.021,1.696,2
0.816,0.769,2.02,1.917,2
0.804,0.779,2.026,1.936,2
0.795,0.783,2.025,1.946,2
0.794,0.782,2.03,1.966,2
0.799,0.78,1.97,0.884,2
0.799,0.78,1.946,0.881,2
0.799,0.783,1.892,0.873,2
0.799,0.782,1.889,0.875,2
0.803,0.786,1.892,0.874,2
1.257,0.785,1.893,0.843,1
1.257,0.788,1.893,0.839,1
1.264,0.811,1.891,0.837,1
1.273,0.807,1.896,0.832,1
1.415,0.812,2.905,0.833,1
1.275,0.817,2.903,0.838,1
1.273,0.82,2.899,0.842,1
1.4,0.828,1.894,0.846,1
1.389,0.802,1.896,0.848,1
1.223,0.806,1.897,0.859,1
1.362,0.814,1.899,0.863,1
1.19,0.827,1.901,0.872,1
1.172,0.837,1.903,0.885,1
1.156,0.85,1.906,0.901,1
1.137,0.868,1.908,0.937,1
1.122,0.875,1.914,0.891,1
1.106,0.9,1.917,5,1
1.086,0.899,2.808,5,1
1.07,0.904,2.394,5,3
1.052,0.904,1.967,1.279,3
1.036,0.908,2.372,1.574,3
1.018,0.908,2.35,1.602,3
1.001,0.906,2.347,1.627,3
0.983,0.91,2.783,1.631,3
0.967,0.946,2.725,1.302,3
0.954,0.988,2.711,5,3
0.938,0.911,2.276,1.391,3
0.922,0.909,2.154,1.815,3
0.907,0.911,2.679,2.356,3
0.892,0.912,2.142,1.392,2
0.878,0.914,1.988,1.575,2
0.861,0.919,1.997,1.408,2
0.849,0.918,2.259,1.567,2
0.837,0.92,2.254,1.622,2
0.827,0.922,2.629,1.626,2
0.825,0.921,2.249,1.635,2
0.827,0.916,2.26,2.449,2
0.829,0.914,2.144,1.477,2
0.829,0.914,1.99,1.473,2
0.829,0.914,1.99,1.425,2
0.829,0.914,1.99,1.418,2
0.828,0.913,2.012,1.47,2
0.831,0.912,2.01,1.414,2
0.831,0.911,2.094,1.469,2
0.826,0.897,2.016,5,2
0.825,0.897,2.643,5,2
0.823,0.893,2.358,1.688,2
0.821,0.888,2.645,1.313,2
0.82,1.001,2.387,1.432,2
0.819,0.904,2.56,1.628,2
0.817,0.897,2.651,1.484,2
0.816,0.499,2.009,5,2
0.816,0.489,2.029,1.06,2
0.815,0.484,2.032,1.361,2
0.817,0.482,2.173,1.45,2
0.858,0.483,2.037,1.045,2
0.86,0.502,2.257,1.053,2
0.818,0.837,2.605,1.42,2
0.817,0.833,2.588,1.039,2
0.817,0.482,2.681,1.027,2
0.82,0.472,2.05,1.024,2
0.827,0.469,2.651,1.025,2
0.844,0.467,2.605,1.007,2
0.917,0.468,2.607,1.001,4
0.916,0.802,2.608,0.992,1
0.925,0.799,2.609,0.974,1
1.713,0.796,2.608,0.974,1
1.713,0.795,2.609,0.971,1
1.711,0.795,2.609,0.973,1
1.705,0.795,2.61,0.979,1
1.699,0.793,2.615,1.037,1
1.689,0.789,2.619,1.034,1
1.681,0.785,2.624,1.004,1
1.668,0.481,2.629,1.054,4
1.653,0.476,2.1,1.027,4
1.636,0.478,2.642,1.039,4
1.616,0.484,2.249,1.118,4
1.603,0.487,2.622,1.06,4
1.586,0.497,2.606,1.067,1
1.571,0.507,2.011,1.074,1
1.556,0.736,2.559,1.082,1
1.552,0.731,1.859,1.089,1
1.555,0.726,1.837,1.097,1
2.482,0.72,1.974,1.106,1
2.468,0.714,1.918,1.116,1
2.453,0.709,1.823,1.127,1
2.437,0.577,1.697,1.139,1
2.421,0.571,2.479,1.152,1
2.404,0.58,1.633,1.165,1
2.386,0.598,1.703,1.178,1
2.371,0.604,1.627,1.192,1
2.352,0.616,1.611,1.206,1
2.334,0.629,1.608,1.228,1
2.315,0.642,1.617,1.239,1
2.296,0.648,1.609,1.254,1
2.277,0.641,1.628,1.27,1
2.258,0.634,1.68,0.698,1
2.24,0.626,2.293,0.711,1
2.221,0.621,1.668,0.721,1
2.002,0.616,2.255,1.327,1
1.985,0.606,1.77,1.343,1
1.965,0.601,2.22,0.76,1
1.944,0.591,1.942,0.783,1
1.924,0.585,1.933,1.363,1
1.9,0.58,1.932,1.384,1
1.88,0.571,1.937,1.402,1
1.098,0.565,1.936,0.837,1
1.076,0.558,1.932,1.429,1
1.054,0.552,1.931,1.446,1
1.032,0.545,1.898,1.464,1
1.007,0.539,1.902,1.479,1
0.991,0.534,1.902,1.496,1
0.969,0.528,1.899,1.518,1
0.95,0.518,1.903,1.533,1
0.932,0.514,1.91,1.551,1
0.913,0.505,1.937,1.566,1
0.896,0.501,1.913,0.963,2
0.878,0.495,1.895,0.97,2
0.861,0.488,1.877,0.986,2
0.843,0.481,1.859,0.995,2
0.826,0.475,1.849,1.006,2
0.81,0.472,1.835,1.017,2
1.553,0.466,1.836,1.026,4
1.542,0.458,1.838,1.026,4
1.543,0.453,1.841,1.024,4
1.545,0.453,1.844,1.022,4
1.544,0.453,1.846,1.022,4
1.542,0.453,1.844,1.024,4
1.541,0.452,1.841,1.025,4
1.541,0.452,1.84,1.025,4
1.54,0.452,1.84,1.022,4
1.541,0.452,1.84,1.025,4
1.541,0.452,1.837,1.025,4
1.54,0.452,1.839,1.025,4
1.54,0.452,1.839,1.025,4
1.54,0.452,1.839,1.025,4
1.539,0.451,1.839,1.025,4
1.537,0.451,1.84,1.024,4
0.504,0.449,1.831,1.026,2
0.503,0.447,1.827,1.029,2
0.501,0.445,1.821,1.034,2
0.5,0.442,1.819,1.038,2
0.495,0.439,1.82,1.042,2
0.497,0.437,1.914,1.046,2
0.496,0.435,1.917,1.05,2
0.496,0.433,1.918,1.052,2
0.747,0.432,1.918,1.051,2
0.744,0.432,1.918,1.05,2
0.745,0.432,1.919,1.049,2
0.742,0.431,1.916,1.048,2
0.742,0.431,1.785,1.047,2
0.742,0.427,1.787,1.064,2
0.741,0.426,1.787,1.504,2
0.741,0.425,1.79,1.043,2
0.738,0.427,1.795,1.038,2
0.738,0.426,1.798,1.038,2
0.738,0.426,1.793,1.038,2
0.741,0.426,3.082,1.037,2
0.74,0.425,3.083,1.037,2
0.743,0.424,1.804,1.035,2
1.493,0.423,2.065,1.031,4
1.496,0.422,1.806,1.03,4
1.732,0.42,1.808,1.029,4
1.731,0.418,1.814,1.028,4
1.731,0.418,1.817,1.028,4
1.731,0.418,1.813,1.028,4
1.732,0.418,1.813,1.028,4
1.731,0.418,1.813,1.028,4
1.731,0.418,5,1.028,4
1.731,0.418,1.813,1.028,4
1.731,0.418,1.813,1.028,4
1.731,0.418,1.813,1.028,4
1.731,0.418,1.81,1.028,4
1.729,0.418,1.812,1.03,4
1.726,0.418,1.812,1.033,4
1.721,0.417,1.828,1.037,4
1.714,0.417,2.006,1.042,4
1.707,0.416,1.937,1.049,4
1.698,0.416,1.995,1.056,4
1.689,0.416,1.958,1.065,4
1.679,0.416,1.928,1.074,4
1.668,0.416,1.926,1.083,4
1.657,0.416,1.919,1.093,4
1.647,0.416,1.958,1.103,4
1.636,0.417,1.939,1.116,4
1.411,0.418,1.919,1.126,4
1.615,0.42,1.906,1.136,4
1.604,0.421,1.903,1.147,4
1.594,0.422,1.715,1.157,4
1.584,0.423,1.706,1.168,4
1.36,0.425,1.698,1.177,4
1.348,0.426,1.889,1.186,4
1.34,0.428,1.886,1.195,4
1.331,0.429,1.88,1.205,4
1.323,0.431,1.877,1.215,4
1.314,0.433,1.874,1.226,4
1.305,0.435,1.87,1.236,4
1.298,0.437,1.867,1.245,4
1.289,0.439,1.864,1.255,4
1.285,0.441,1.861,1.265,4
1.473,0.443,1.858,1.274,4
1.463,0.445,1.855,1.284,4
1.452,0.447,1.849,1.294,4
1.442,0.449,1.846,1.304,4
1.432,0.451,1.843,0.789,4
1.422,0.453,1.839,0.794,4
1.411,0.455,1.836,0.8,4
1.401,0.458,1.833,0.807,4
1.391,0.46,1.829,0.816,4
1.381,0.462,1.826,0.824,4
1.371,0.465,1.823,0.833,4
1.362,0.467,1.82,0.842,4
1.352,0.469,1.817,0.851,4
1.343,0.472,1.814,0.86,4
1.333,0.474,1.811,0.872,4
1.324,0.477,1.807,0.548,4
1.314,0.48,1.804,0.544,4
1.305,0.483,1.801,0.549,4
1.295,0.486,1.798,1.457,4
1.286,0.489,1.794,0.553,4
1.277,0.493,1.79,0.558,4
1.271,0.497,1.787,0.567,1
1.259,0.5,1.786,0.591,1
1.25,0.503,1.783,0.596,1
1.245,0.507,1.78,0.598,1
1.236,0.511,1.773,0.601,1
1.225,0.516,1.771,0.598,1
1.213,0.522,1.761,0.587,1
1.199,0.528,1.757,0.592,1
1.185,0.536,1.746,0.605,1
1.17,0.543,1.74,0.615,1
1.154,0.551,1.728,0.596,1
1.138,0.564,1.719,0.603,1
1.121,0.573,1.708,0.612,1
1.101,0.579,1.698,0.621,1
1.084,0.592,1.687,0.627,1
1.066,0.604,1.676,0.636,1
1.049,0.715,1.664,0.646,1
1.031,0.634,1.621,0.656,1
1.027,0.638,1.608,0.667,1
0.998,0.668,1.592,0.677,1
0.982,0.657,1.578,0.688,1
0.962,0.669,1.566,0.725,1
0.946,0.683,1.553,0.713,1
0.93,0.691,1.538,0.721,1
0.914,0.706,1.525,0.758,1
0.899,0.717,1.513,0.746,2
0.883,0.725,1.5,0.748,2
0.867,0.739,1.485,0.763,2
0.851,0.75,1.473,0.774,2
0.835,0.762,1.461,0.786,2
0.819,0.772,1.45,0.796,2
0.806,0.781,1.44,0.804,2
0.8,0.78,1.439,0.804,2
0.801,0.779,1.441,0.802,2
0.802,0.777,1.445,0.8,2
0.802,0.777,1.443,0.799,2
0.801,0.778,1.443,0.799,2
0.8,0.778,1.443,0.801,2
0.8,0.777,1.443,0.8,2
0.799,0.778,1.447,0.803,2
0.799,0.78,1.447,5,2
0.799,0.778,1.445,5,2
0.798,0.781,1.448,0.799,2
0.797,0.781,1.448,0.859,2
0.796,0.781,1.449,0.791,2
0.795,0.782,1.453,0.789,2
0.795,0.786,1.459,0.79,2
0.794,0.789,1.458,0.785,2
0.793,0.796,1.464,0.781,2
0.796,0.793,1.464,0.781,2
0.796,0.827,1.468,0.78,2
0.796,0.826,1.466,0.779,2
0.799,0.824,1.471,0.778,2
0.803,0.793,1.462,0.772,2
0.81,0.819,1.463,0.77,2
0.798,0.816,1.465,0.768,2
0.795,0.813,1.467,0.767,2
0.794,0.808,1.47,0.765,2
0.794,0.808,1.475,0.767,2
0.797,0.806,1.484,0.762,2
0.8,0.809,1.494,0.757,2
0.801,0.792,3,0.755,2
0.821,0.789,2.926,0.753,2
1.463,0.783,2.927,0.751,1
1.461,0.78,2.925,0.75,1
1.466,0.777,1.521,0.748,1
1.467,0.775,1.531,0.747,1
1.466,0.774,1.569,0.748,1
1.462,0.772,1.523,0.752,1
1.456,0.771,1.516,0.757,1
1.448,0.768,1.504,0.766,1
1.437,0.763,1.494,0.776,1
1.425,0.757,1.481,0.789,1
1.411,0.751,1.468,0.803,1
1.395,0.745,1.453,0.818,1
1.379,0.738,1.437,0.834,1
1.362,0.732,1.417,0.85,1
1.345,0.725,1.413,0.867,1
1.328,0.717,2.986,0.885,1
1.309,0.71,2.99,0.903,1
1.291,0.703,2.991,0.921,1
1.273,0.696,2.995,0.94,1
1.257,0.689,2.999,0.958,1
1.235,0.682,3.009,0.977,1
1.216,0.675,3.016,0.996,1
1.196,0.668,3.027,1.015,1
1.177,0.661,3.034,1.033,1
1.159,0.654,3.043,1.052,1
1.14,0.647,3.047,1.07,1
1.122,0.64,3.06,1.089,1
1.103,0.633,3.022,1.107,1
1.085,0.626,1.146,1.125,1
1.066,0.619,1.131,1.144,1
1.046,0.612,1.108,1.163,1
1.027,0.604,1.089,1.182,1
1.009,0.597,1.074,1.2,1
0.99,0.59,3.12,1.219,1
0.971,0.583,1.036,1.237,1
0.775,0.576,3.133,1.256,2
0.759,0.569,3.139,1.275,2
0.712,0.562,0.976,1.293,2
0.689,0.554,3.141,1.311,2
0.674,0.547,3.16,1.329,2
0.656,0.54,0.926,1.346,2
0.655,0.534,0.914,1.359,2
0.847,0.533,1.16,1.362,2
0.85,0.535,3.169,1.359,2
0.852,0.531,3.177,1.357,2
0.853,0.531,3.177,1.357,2
0.853,0.527,3.178,1.357,2
0.852,0.526,3.175,1.358,2
0.852,0.525,3.176,1.358,2
0.584,0.524,3.18,1.358,2
0.582,0.523,3.172,1.358,2
0.582,0.522,3.173,1.357,2
0.852,0.521,3.174,1.357,2
0.582,0.52,2.564,1.357,2
0.583,0.52,3.168,1.356,2
0.85,0.519,2.567,1.355,2
0.849,0.518,3.166,1.355,2
0.849,0.517,3.169,1.355,2
0.85,0.517,3.18,1.355,2
0.85,0.516,3.182,1.354,2
0.851,0.515,3.172,1.353,2
0.851,0.513,3.169,1.352,2
0.852,0.512,3.17,1.352,2
0.855,0.51,2.565,1.352,2
0.857,0.509,2.573,1.352,2
0.858,0.508,2.561,1.355,2
0.858,0.507,2.559,1.355,2
0.602,0.504,2.56,1.355,2
0.854,0.501,2.561,1.358,2
0.854,0.498,2.562,1.367,2
0.854,0.496,2.561,1.361,2
0.854,0.494,2.566,1.359,2
0.857,0.492,2.568,1.36,2
0.858,0.49,1.443,1.362,2
0.857,0.488,1.44,0.582,2
0.856,0.486,2.576,1.374,2
0.855,0.483,1.43,1.405,2
0.851,0.48,1.417,0.798,2
0.85,0.477,1.411,0.793,2
0.852,0.475,1.415,0.546,2
0.851,0.473,1.413,0.534,2
0.851,0.471,1.415,0.532,2
0.851,0.47,1.444,0.523,2
0.854,0.468,1.441,0.515,2
0.852,0.467,1.438,0.54,2
0.847,0.469,1.432,0.505,2
