%%  1. Title: First-order theorem proving
%%  
%%  2. Sources:
%%  
%%     (a) James P Bridge, Sean B Holden and Lawrence C Paulson
%%  
%%         University of Cambridge
%%         Computer Laboratory
%%         William Gates Building
%%         15 JJ Thomson Avenue
%%         Cambridge CB3 0FD
%%         UK 
%%  
%%         +44 (0)1223 763500 
%%         forename.surname@cl.cam.ac.uk
%%  
%%     (b) Sean B Holden - details as (a).
%%  
%%     (c) Date: 17th April 2013
%%  
%%  3. Past Usage:
%%  
%%     (a) Machine learning for first-order theorem proving: learning to
%%         select a good heuristic James P Bridge, Sean B Holden and
%%         Lawrence C Paulson Submitted for publication in the Journal of
%%         Automated Reasoning, Springer 2012/13.
%%  
%%         Please include a citation if you use this data.
%%  
%%     (b) We wish to predict which of a set of five heuristics will
%%         provide the fastest proof, given features derived from a
%%         theorem to be proved. A sixth possible prediction is to decline
%%         to attempt a proof, should the theorem be assessed as too
%%         difficult.
%%  
%%     (c) In prediction terms this is a challenging problem. However we
%%         can do better than any individual heuristic and obtain
%%         performance comparable to that of a hand-crafted selection
%%         mechanism employing around 75 addition heuristics. The ability
%%         to decline a proof is also beneficial.
%%  
%%  4. Relevant Information Paragraph:
%%  
%%     Files:
%%  
%%     Expanding the tarball ml-prove.tar produces a directory ml-prove/ 
%%     containing the files:
%%  
%%     all-data-raw.csv            - raw data used to derive training, 
%%                                   validation and test data.
%%     all-data-raw-statistics.txt - min, max, mean and standard deviation 
%%                                   for raw data. (Tabulated below.)
%%     train.csv                   - actual training, validation and test 
%%     validation.csv                sets used.
%%     test.csv
%%     all-data-statistics.txt     - min, max and correlation data for 
%%                                   combined actual data. (Tabulated below.) 
%%  
%%     Raw data: 
%%  
%%     Columns 1 to 14 are the static features and columns 15 to 53 are
%%     the dynamic features. (See the paper for a description of static
%%     and dynamic features.) The final five columns denote the time in
%%     seconds taken by each of the five heuristics to prove the relevant
%%     theorem. There was a time limit of 100 seconds.  An entry of -100
%%     denotes failure to obtain a proof within the time limit.  The first
%%     half of this data corresponds to the training data used. The second
%%     half was permuted and split to obtain the validation and test sets.
%%  
%%     Training, validation and test data: 
%%  
%%     These are the sets used in the reported experiments. Two redundant
%%     features (static feature 5 and dynamic feature 21 in the raw data)
%%     were removed. The features in the training set are normalised to
%%     zero mean and unit variance. Validation/test data was normalized
%%     using the coefficients computed for the training set. Labels are in
%%     the final six columns. The first five of those correspond to the
%%     five heuristics (H1 to H5) and contain +1 if the corresponding
%%     heuristic found a proof and was the fastest to do so, and -1
%%     otherwise. The final column contains +1 where no heuristic finds a
%%     proof within the time limit and -1 otherwise (H0 in the paper).
%%  
%%  5. Number of Instances: 
%%  
%%     6118 in the raw data.
%%  
%%     The training, validation and test sets have 3059, 1529 and 1530
%%     respectively.
%%  
%%  6. Number of Attributes:
%%  
%%     There are 13 static and 38 dynamic features for each instance. (See
%%     the paper for details regarding static/dynamic features. The raw 
%%     data has two more features, which are redundant.) Columns 1
%%     to 13 contain static features and columns 14 to 51 dynamic
%%     features.
%%  
%%  7. Description of attributes:
%%  
%%     The full names for each attribute are provided in the paper, tables
%%     2 and 3.
%%     
%%     Raw data: all attributes are numeric. Attributes 5, 9, 11, 13
%%     and 35 are integer-valued. All other attributes are continuous.
%%  
%%     Training, validation and test data: all data are numeric and
%%     continuous on account of being normalized.
%%  
%%  8. Missing Attribute Values: 
%%  
%%     There are no missing values.
%%  
%%  9. Class Distribution: number of positive instances in the sets for
%%     each heuristic (H1 to H5) and the "decline" option H0.
%%  
%%                       H1   H2   H3   H4   H5   H0
%%     Training set:     556  229  373  303  312  1286
%%     Validation set:   260  133  187  146  159  644
%%     Test set:         273  124  188  168  153  624
%%  

@relation first-order-theorem

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute Class {1,2,3,4,5,6}

@data
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.33852,-0.18291,-1.5351,-0.13425,-0.68416,-0.055457,1.5308,2.1808,1.8491,1.0692,0.38821,-0.69491,0.24381,-0.70039,0.25871,0.36722,-0.085198,-0.090693,-0.44033,2.2318,-1.5351,-0.092482,0.5974,-0.42105,-0.35232,-0.075398,0.17673,-0.012995,1.1356,-0.070118,-0.16374,-0.11229,-0.54874,0.99018,-0.54541,-0.52672,-0.4524,-0.75447,-0.46486,0.90186,4
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.36924,1.1693,-0.35963,-0.22169,-1.6345,-0.12056,-0.84728,-0.037754,1.5308,2.3893,1.8491,1.1348,0.9024,-0.57603,0.67659,-0.61543,0.64108,0.58318,-0.055839,-0.032586,-0.44033,2.3581,-1.6345,-0.092482,0.5974,-0.42105,-0.35232,-0.038333,0.29069,0.027467,1.1356,-0.033004,-0.16374,-0.11229,-0.55301,0.99018,-0.52845,-0.53105,-0.4578,-0.75881,-0.42238,0.89325,4
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.33852,-0.18291,-1.5351,-0.13433,-0.68416,-0.055457,1.5308,2.1808,1.8491,1.0692,0.38821,-0.70594,0.24381,-0.70039,0.25871,0.35908,-0.085198,-0.090693,-0.44033,2.2318,-1.5351,-0.092482,0.5974,-0.42105,-0.35232,-0.075398,0.17673,-0.012995,1.1356,-0.070118,-0.16374,-0.11229,-0.54874,0.99018,-0.54541,-0.52672,-0.4524,-0.75447,-0.46486,0.90186,4
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.33852,-0.18291,-1.5351,-0.12374,-0.7654,-0.045044,1.5308,2.134,1.8491,1.1361,0.38821,-0.73454,0.24381,-0.74703,0.25871,0.37129,-0.085198,-0.091883,-0.44033,2.2318,-1.5351,-0.092482,0.5974,-0.42105,-0.35232,-0.056335,0.23795,0.010126,1.028,-0.05103,-0.16374,-0.11229,-0.55141,0.99018,-0.47329,-0.52943,-0.45578,-0.75718,-0.28421,0.84938,6
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.09707,1.4722,-0.32797,-0.16352,-1.5351,-0.12823,-0.75782,-0.046085,1.5308,2.2745,1.8491,1.0599,0.020912,-0.82584,-0.065329,-0.74818,0.18967,0.31984,-0.095242,-0.11054,-0.44033,2.2318,-1.5351,-0.092482,0.5974,-0.42105,-0.35232,-0.055277,0.22759,0.00897,1.1356,-0.04997,-0.16374,-0.11229,-0.55116,0.99018,-0.54541,-0.52918,-0.45547,-0.75693,-0.46486,0.90434,1
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.36924,1.0178,-0.37547,-0.27017,-1.6345,-0.14424,-0.45864,-0.080971,1.5308,1.9504,1.8491,0.64334,1.7839,-0.13119,1.8307,-0.13219,1.5393,0.86155,0.32785,0.13092,-0.44033,2.3581,-1.6345,-0.092482,0.5974,-0.42105,-0.35232,-0.11564,-0.019164,-0.065016,0.70489,-0.11041,-0.16374,-0.11229,-0.38295,0.99018,-0.54541,-0.35835,-0.24231,-0.58574,-0.46486,0.73193,5
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.37019,-0.24108,-1.6345,-0.1582,-0.3516,-0.088781,1.5308,1.8529,1.8491,0.6219,1.1228,-0.42692,1.2056,-0.28667,1.31,0.65006,0.28163,0.087689,-0.44033,2.3581,-1.6345,-0.092482,0.5974,-0.42105,-0.35232,-0.13259,-0.060604,-0.083513,0.5972,-0.12738,-0.16374,-0.11229,-0.36172,0.99018,-0.54541,-0.33678,-0.2154,-0.56412,-0.46486,0.71016,5
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.35963,-0.22169,-1.6842,-0.12524,-0.48587,-0.08045,1.5308,2.052,1.8491,0.728,1.1228,-0.49096,1.2056,-0.4429,0.95705,0.61611,0.21051,0.032869,-0.44033,2.4212,-1.6842,-0.092482,0.5974,-0.42105,-0.35232,-0.11988,-0.008804,-0.068485,0.70489,-0.11466,-0.16374,-0.11229,-0.46187,0.99018,-0.54541,-0.4385,-0.34231,-0.66605,-0.46486,0.81282,3
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.3438,-0.19261,-1.5351,-0.15859,-0.33001,-0.088781,1.5308,1.8051,1.8491,0.62943,1.1228,-0.34996,1.2056,-0.30051,0.59311,0.45193,0.13718,0.006536,-0.44033,2.2318,-1.5351,-0.092482,1.0089,-0.42105,-0.35232,-0.11988,-0.032349,-0.069641,0.5972,-0.11466,-0.16374,-0.11229,-0.36172,0.99018,-0.54541,-0.33678,-0.2154,-0.56412,-0.46486,0.71016,4
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.36924,1.1693,-0.37019,-0.24108,-1.5351,-0.15317,-0.31645,-0.088261,1.5308,1.7592,1.8491,0.62596,1.7839,-0.23046,1.8307,-0.1995,1.31,0.63097,0.28163,0.083324,-0.44033,2.2318,-1.5351,-0.092482,0.5974,-0.42105,-0.35232,-0.12941,-0.059662,-0.080045,0.48951,-0.1242,-0.16374,-0.11229,-0.36328,0.99018,-0.54541,-0.33836,-0.21738,-0.56571,-0.46486,0.71176,6
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.34908,-0.2023,-1.6842,-0.15284,-0.3261,-0.091905,1.5308,1.8529,1.8491,0.6435,1.1228,-0.4103,1.2056,-0.31697,0.69824,0.48897,0.15836,0.025203,-0.44033,2.4212,-1.6842,-0.092482,0.5974,-0.42105,-0.35232,-0.14212,-0.078498,-0.093918,0.5972,-0.13693,-0.16374,-0.11229,-0.35187,0.99018,-0.54541,-0.32678,-0.20293,-0.5541,-0.46486,0.70007,6
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.36924,1.1693,-0.36491,-0.23139,-1.5351,-0.15632,-0.34689,-0.086178,1.5308,1.7592,1.8491,0.60528,1.7839,-0.19306,1.8307,-0.14961,1.1188,0.60999,0.24311,0.068973,-0.44033,2.2318,-1.5351,-0.092482,0.5974,-0.42105,-0.35232,-0.12623,-0.052127,-0.076576,0.5972,-0.12102,-0.16374,-0.11229,-0.36929,0.99018,-0.54541,-0.34447,-0.225,-0.57183,-0.46486,0.71793,6
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.3438,-0.19261,-1.5351,-0.1594,-0.30074,-0.089302,1.5308,1.7592,1.8491,0.62536,1.1228,-0.44287,1.2056,-0.28551,0.59311,0.3976,0.13718,0.010632,-0.44033,2.2318,-1.5351,-0.092482,0.5974,-0.42105,-0.35232,-0.13365,-0.061545,-0.084669,0.5972,-0.12844,-0.16374,-0.11229,-0.36014,0.99018,-0.54541,-0.33517,-0.2134,-0.56251,-0.46486,0.70854,6
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.09707,1.4722,-0.32269,-0.15382,-1.4357,-0.15554,-0.27453,-0.088261,1.5308,1.6725,1.8491,0.62596,0.65054,-0.50656,0.75903,-0.39657,0.2777,0.26586,0.073618,-0.047251,-0.44033,2.1055,-1.4357,-0.092482,0.5974,-0.42105,-0.35232,-0.12835,-0.05872,-0.078888,0.5972,-0.12314,-0.16374,-0.11229,-0.36328,0.99018,-0.54541,-0.33836,-0.21738,-0.56571,-0.46486,0.71176,6
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.37019,-0.24108,-1.5848,-0.15681,-0.36048,-0.086698,1.5308,1.8051,1.8491,0.6085,1.1228,-0.31353,1.2056,-0.25214,1.31,0.68647,0.28163,0.088155,-0.44033,2.2949,-1.5848,-0.092482,0.5974,-0.42105,-0.35232,-0.12729,-0.053069,-0.077732,0.5972,-0.12208,-0.16374,-0.11229,-0.36782,0.99018,-0.54541,-0.34298,-0.22314,-0.57033,-0.46486,0.71642,5
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.36924,1.1693,-0.37547,-0.27017,-1.6345,-0.14355,-0.45864,-0.080971,1.5308,1.9504,1.8491,0.64334,1.7839,-0.2928,1.8307,-0.24052,1.5393,0.86155,0.32785,0.13092,-0.44033,2.3581,-1.6345,-0.092482,0.5974,-0.42105,-0.35232,-0.1167,-0.020106,-0.066172,0.70489,-0.11147,-0.16374,-0.11229,-0.38295,0.99018,-0.54541,-0.35835,-0.24231,-0.58574,-0.46486,0.73193,3
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.23316,1.3207,-0.37547,-0.26047,-1.6345,-0.14376,-0.45864,-0.080971,1.5308,1.9504,1.8491,0.64334,1.1228,-0.41882,1.2056,-0.34112,1.5393,0.81209,0.32785,0.11136,-0.44033,2.3581,-1.6345,-0.092482,0.5974,-0.42105,-0.35232,-0.1167,-0.020106,-0.066172,0.70489,-0.11147,-0.16374,-0.11229,-0.38295,0.99018,-0.54541,-0.35835,-0.24231,-0.58574,-0.46486,0.73193,3
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.09707,1.4722,-0.37019,-0.24108,-1.5848,-0.16051,-0.38914,-0.086178,1.5308,1.8529,1.8491,0.60528,0.65054,-0.41296,0.75903,-0.35014,1.31,0.73699,0.28163,0.086182,-0.44033,2.2949,-1.5848,-0.092482,1.0089,-0.42105,-0.35232,-0.11458,-0.021989,-0.06386,0.5972,-0.10935,-0.16374,-0.11229,-0.36929,0.99018,-0.54541,-0.34447,-0.225,-0.57183,-0.46486,0.71793,6
-0.48228,-1.0097,-0.98411,-0.32319,0.20162,-0.88058,0.16461,-0.28157,-0.028886,-0.50533,-0.63648,-0.35963,-0.30895,-1.4854,1.8426,-1.5944,0.58967,1.1532,0.26672,3.5589,0.92417,3.3265,2.1172,3.129,0.80133,0.82163,1.0378,0.054541,0.42868,-0.3415,2.1055,-1.4854,-0.020807,-0.22559,-0.42105,-0.35232,1.2675,6.6018,1.4032,-0.15662,1.2119,9.5769,0.026975,-0.55967,-2.3165,-0.54541,-0.53782,-0.46624,1.7449,-0.46486,-1.6151,6
0.97122,0.83152,-0.98411,1.4081,1.1637,-0.88058,-0.69248,-0.69017,-0.56807,-0.50533,-0.13699,-0.38074,-0.34288,-1.6842,-0.2685,-1.4642,0.06456,0.58673,-0.26503,-1.891,-0.84241,0.57184,1.7119,0.96512,2.4221,0.58088,0.26525,-0.014246,-0.022432,4.2047,-0.54705,-1.6842,-0.092482,-0.22559,2.9837,1.8343,2.1348,1.6149,0.56965,-0.26431,2.125,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,3.196,2.2579,-0.46486,-2.1318,6
2.0094,0.83152,-0.75147,2.6448,2.3662,-0.88058,-1.7638,-0.82637,-0.70995,0.44727,2.4471,-0.1802,0.1737,-1.9824,-0.26266,-1.1376,-0.12695,0.58673,0.41921,-0.28811,-0.47803,-0.98078,-1.8796,-0.60865,-0.38443,-0.40963,-0.92258,-0.11425,-0.29973,2.9199,0.65289,-1.9824,-0.092482,-0.22559,2.7834,1.7057,0.39799,0.069367,0.16966,-0.26431,0.38692,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,1.4682,2.2579,-0.46486,-2.1318,6
1.1195,0.83152,-0.98411,1.5848,1.3355,-0.88058,-0.84553,-0.55397,-0.52753,-0.23316,1.1087,-0.35963,-0.24247,-1.0877,-0.17712,0.070715,-0.11563,0.58673,1.2663,-0.28811,0.30734,0.75548,-0.11099,0.24381,-0.33468,0.18967,0.39018,-0.094232,-0.13967,-0.44033,1.6634,-1.0877,-0.092482,-0.22559,-0.42105,-0.35232,-0.17177,-0.20847,-0.12513,-0.048934,-0.16662,-0.16374,-0.11229,-0.38069,0.99018,-0.54541,-0.35605,-0.23945,-0.58343,-0.46486,0.72961,6
1.1195,0.83152,-0.98411,1.5848,1.3355,-0.88058,-0.84553,-0.55397,-0.52753,-0.23316,1.1087,-0.35963,-0.24247,-1.0877,-0.17712,0.070715,-0.11563,0.58673,1.2663,-0.28811,0.30734,0.75548,-0.11099,0.24381,-0.33468,0.18967,0.39018,-0.094232,-0.13967,-0.44033,1.6634,-1.0877,-0.092482,-0.22559,-0.42105,-0.35232,-0.17177,-0.20847,-0.12513,-0.048934,-0.16662,-0.16374,-0.11229,-0.38069,0.99018,-0.54541,-0.35605,-0.23945,-0.58343,-0.46486,0.72961,6
0.97122,0.83152,0.25664,0.17147,-0.0389,1.8601,-0.69248,-0.55397,-0.42617,-0.23316,0.89665,-0.35963,-0.1409,-0.88888,0.009212,-1.1741,0.26372,2.4749,4.3255,3.9863,2.2725,0.75548,-0.94884,0.72468,-0.90145,0.73135,1.0208,-0.04624,0.043449,-0.44033,1.4108,-0.88888,-0.092482,1.4204,-0.42105,-0.35232,0.29632,2.2685,0.36156,1.351,0.30209,-0.16374,-0.11229,-0.57834,0.99018,-0.54541,-0.55678,-0.4899,-0.78459,-0.46486,0.93219,6
0.97122,0.83152,0.25664,0.17147,-0.0389,1.8601,-0.69248,-0.55397,-0.42617,-0.09707,1.1087,-0.33852,-0.07626,-1.1871,-0.07818,-1.2592,0.29149,0.58673,1.4467,-0.28811,0.27171,0.020912,0.3659,-0.065329,0.080035,0.67293,0.71875,-0.070518,-0.044886,-0.14384,1.6002,-1.1871,-0.092482,0.5974,-0.020493,-0.09507,0.34716,0.94431,0.39509,-0.26431,0.35087,-0.16374,-0.11229,-0.54965,0.99018,-0.54541,-0.52765,-0.45355,-0.75539,-0.46486,0.90279,6
1.4903,0.83152,-0.36373,1.4081,1.1637,0.48975,-1.2282,-0.55397,-0.56807,0.1751,1.7183,-0.19076,0.057052,-1.038,-0.15191,-0.4999,-0.071685,0.58673,1.2157,-0.28811,0.50134,1.0003,0.1365,0.32396,-0.25544,0.18967,-0.18575,-0.13348,-0.29926,-0.44033,1.6002,-1.038,-0.092482,-0.22559,-0.42105,-0.35232,-0.082812,-0.023873,-0.026867,1.028,-0.077541,-0.16374,-0.11229,-0.41793,0.99018,-0.52589,-0.40868,-0.30512,-0.63618,-0.41596,0.76778,6
1.4903,0.83152,-0.36373,1.4081,1.1637,0.48975,-1.2282,-0.55397,-0.56807,0.1751,1.7183,-0.16965,0.089369,-0.98829,-0.15706,-0.74443,-0.048255,0.58673,1.3103,-0.28811,0.45332,1.0003,-0.050072,0.32396,-0.35173,0.18967,-0.34222,-0.15133,-0.33883,-0.44033,1.5371,-0.98829,-0.092482,-0.22559,0.17978,0.2908,0.06969,0.20593,0.11995,1.1356,0.071978,-0.16374,-0.11229,-0.37058,0.99018,-0.54541,-0.34578,-0.22664,-0.57314,-0.46486,0.71925,6
-0.066999,0.83152,0.25664,0.17147,-0.0389,1.8601,-0.69248,-0.55397,-0.1424,0.039015,1.6236,-0.27519,0.24692,-0.69006,-0.2387,0.18088,-0.066045,0.58673,-0.85776,-0.28811,-0.97851,0.84731,0.60098,0.42414,0.53582,0.18967,-0.60216,-0.13329,-0.39261,0.053826,0.84236,-0.69006,-0.092482,2.2434,0.17978,0.41943,-0.045745,-0.16232,-0.095074,0.27414,-0.043608,-0.16374,-0.11229,0.93008,0.99018,-0.50869,0.97517,1.4215,0.75063,-0.37288,-0.64197,6
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,0.039015,1.9265,-0.30686,-0.071413,-1.7339,-0.13684,-0.71969,-0.05754,2.4749,2.5498,3.9863,1.4979,0.020912,-0.9962,0.063483,-1.1315,0.2407,0.40642,-0.093815,-0.14902,-0.44033,2.4844,-1.7339,-0.092482,-0.22559,-0.22077,-0.22369,-0.067986,0.27657,-0.025711,-0.15662,-0.063756,-0.16374,-0.11229,-0.51795,0.99018,-0.54541,-0.49545,-0.41338,-0.72313,-0.46486,0.8703,6
-0.58197,0.73819,-0.62024,-0.55476,-0.72422,-0.5948,0.87772,-0.41777,-0.33545,-0.09707,-0.61663,-0.11159,-0.34871,0.65202,-0.075815,-1.4099,-0.15822,-1.5374,-1.1464,-0.28811,-0.42536,-0.92354,-0.40407,-0.4775,-0.47143,-0.84703,-0.80703,-0.11823,-0.28314,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,-0.22077,-0.22369,-0.41747,-0.65583,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,-0.26821,0.91606,-0.42364,-0.32707,-0.4899,-0.5354,-0.13639,0.58086,6
-0.36742,0.41382,-0.73858,-0.26072,-0.37372,-0.60491,0.56942,-0.009172,-0.20223,0.039015,-0.37478,-0.11159,-0.19282,0.65202,-0.063533,-1.5985,-0.15813,-1.8408,-1.4004,-0.28811,-0.44836,-1.6319,-0.90737,-0.4775,-0.47223,-0.88616,-1.1549,-0.11823,-0.28842,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,0.044407,0.67069,-0.4198,0.020584,-0.4899,-0.13123,-0.14266,0.17575,4
-0.59402,0.73792,-0.62188,-0.56944,-0.73843,-0.59397,0.89006,-0.41777,-0.33437,-0.36924,-0.6278,-0.11159,-0.35216,0.65202,-0.070348,-1.405,-0.15822,-1.5374,-1.1488,-0.28811,-0.42511,-0.41983,-0.40543,-0.4775,-0.4714,-0.84703,-0.81783,-0.11823,-0.28286,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,-0.28127,0.91583,-0.43578,-0.34298,-0.4899,-0.55129,-0.12752,0.59415,6
-0.59026,0.73765,-0.62896,-0.56259,-0.73171,-0.59912,0.88609,-0.41777,-0.33513,-0.36924,-0.63124,-0.11159,-0.35265,0.65202,-0.071504,-1.4039,-0.15822,-1.5374,-1.1471,-0.28811,-0.42499,-1.3013,-0.4447,-0.4775,-0.47052,-0.92528,-0.82961,-0.11823,-0.28265,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,-0.27799,0.91559,-0.44487,-0.33754,-0.4899,-0.54578,-0.13433,0.59068,1
-0.59026,0.73765,-0.62896,-0.56259,-0.73171,-0.59912,0.88609,-0.41777,-0.33513,-0.23316,-0.63083,-0.11159,-0.35254,0.65202,-0.071437,-1.4039,-0.15822,-1.5374,-1.1471,-0.28811,-0.42499,-1.4482,-0.44549,-0.4775,-0.47052,-0.92528,-0.82995,-0.11823,-0.28264,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,-0.27799,0.91559,-0.44487,-0.33754,-0.4899,-0.54578,-0.13433,0.59068,4
-0.59633,0.73751,-0.62573,-0.56998,-0.73886,-0.59871,0.8923,-0.41777,-0.33427,-0.36924,-0.63282,-0.11159,-0.3531,0.65202,-0.068843,-1.4033,-0.15822,-1.5374,-1.1491,-0.28811,-0.42485,-1.3013,-0.44168,-0.4775,-0.4706,-0.92528,-0.82818,-0.11823,-0.28264,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,-0.28457,0.91547,-0.44156,-0.34436,-0.4899,-0.55258,-0.13381,0.59737,6
-0.59707,0.73765,-0.62896,-0.5707,-0.7396,-0.59912,0.89311,-0.41777,-0.3342,-0.36924,-0.63103,-0.11159,-0.35249,0.65202,-0.06837,-1.4039,-0.15822,-1.5374,-1.1492,-0.28811,-0.42493,-1.3013,-0.44512,-0.4775,-0.47055,-0.90572,-0.82678,-0.11823,-0.28269,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,-0.28503,0.91559,-0.44172,-0.34231,-0.4899,-0.55055,-0.1422,0.5979,1
-0.6019,0.73145,-0.61188,-0.57321,-0.73691,-0.59459,0.88895,-0.41777,-0.33333,-0.36924,-0.6231,-0.11159,-0.34736,0.65202,-0.068957,-1.4059,-0.15822,-1.5374,-1.1511,-0.28811,-0.42515,-1.3013,-0.46026,-0.4775,-0.47029,-0.92528,-0.84593,-0.11823,-0.2825,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,-0.28897,0.9107,-0.42354,-0.34585,-0.4899,-0.54946,-0.12831,0.59255,4
0.45211,0.83152,0.41173,0.32605,0.11142,0.14717,-0.1568,-0.55397,-0.44391,-0.36924,0.66832,-0.32269,-0.045962,-0.93859,0.034057,-0.58551,-0.08774,0.58673,1.7793,0.78048,0.7112,0.46166,0.70433,0.96512,0.64799,0.95253,1.4339,0.017468,0.29476,-0.44033,1.4739,-0.93859,-0.092482,0.5974,-0.42105,-0.35232,-0.053159,0.27186,0.019375,0.70489,-0.04785,-0.16374,-0.11229,-0.57834,0.99018,-0.54541,-0.55678,-0.4899,-0.78459,-0.46486,0.93219,3
0.22963,0.83152,-0.45236,-0.005195,-0.2107,0.29399,0.072783,-0.55397,-0.4059,-0.23316,0.79064,-0.30686,0.020694,-0.39182,-0.15948,-0.43197,-0.079186,0.58673,-0.24286,-0.28811,-0.38651,1.1228,1.7337,1.2056,1.3638,0.26622,0.38055,-0.050414,-0.048023,-0.24267,0.65289,-0.39182,-0.092482,-0.22559,0.38006,0.16218,0.038978,0.015683,-0.000278,0.058755,0.040165,-0.16374,-0.11229,0.34988,0.99018,-0.54541,0.38592,0.68631,0.16012,-0.46486,-0.019186,3
